NOMOD,MINOR,MAJOR
22784716,22901854,22785132
22785063,22902037,22785229
22785101,22902081,22785332
22785144,22903139,22785343
22785153,22903183,22785374
22785218,22903598,22785385
22785459,22904211,22785444
22785460,22904456,22785504
22785662,22904924,22785710
22785872,22905623,22785725
22786026,22905824,22785829
22786160,22905963,22785948
22786280,22906867,22786125
22786335,22906991,22786143
22786376,22906994,22786308
22786452,22908013,22786381
22786489,22908239,22786398
22786513,22908443,22786408
22786544,22908482,22786471
22786549,22908563,22786771
22786664,22908593,22786863
22786848,22908739,22787000
22787172,22908933,22787091
22787226,22909222,22787112
22787272,22909550,22787222
22787412,22909565,22787374
22787502,22909633,22787437
22787515,22909798,22787762
22787636,22910401,22787928
22787672,22910556,22787941
22787803,22910676,22787950
22788011,22910871,22788244
22788061,22911167,22788299
22788109,22911318,22788465
22788154,22911433,22788651
22788187,22912577,22788845
22788389,22913014,22788902
22788476,22913143,22789161
22788575,22913377,22789259
22788583,22913414,22789294
22788704,22913815,22789305
22788726,22913885,22789584
22788921,22914073,22789596
22789106,22914143,22789764
22789135,22914164,22789825
22789514,22914276,22790015
22789552,22914359,22790188
22789835,22914426,22790211
22789861,22914696,22790300
22790015,22915093,22790350
22790067,22915240,22790404
22790110,22915611,22790422
22790200,22915960,22790687
22790223,22916089,22790952
22790248,22916355,22791355
22790338,22916734,22791402
22790445,22916883,22791553
22790777,22916887,22791678
22790815,22916942,22792085
22790889,22917037,22792096
22790943,22917238,22792185
22791073,22917288,22792242
22791152,22917404,22792443
22791307,22917409,22792871
22791345,22917410,22792879
22791445,22917504,22793079
22791461,22917544,22793103
22791558,22917909,22793105
22791636,22917929,22793108
22791864,22918154,22793127
22792255,22918591,22793322
22792349,22918745,22793841
22792375,22918756,22793901
22792462,22918801,22793969
22792953,22919173,22794157
22792980,22919259,22794272
22793332,22919502,22794676
22793443,22919582,22794847
22793463,22919719,22795220
22793727,22919967,22795363
22793861,22920326,22795756
22793872,22920517,22795934
22793987,22920810,22796035
22794208,22920815,22796299
22794221,22920898,22797035
22794917,22921245,22797228
22794946,22921253,22797472
22794971,22921742,22797575
22795506,22922209,22797712
22795578,22922254,22797967
22795853,22922334,22798332
22796165,22922346,22798394
22796576,22922370,22798450
22796674,22922516,22798590
22796681,22923106,22798905
22797369,22923135,22799262
22797518,22923734,22799329
22797560,22924066,22799392
22797829,22924191,22799767
22797928,22924237,22799795
22798013,22924287,22799921
22798170,22924426,22799980
22798565,22924520,22800084
22798670,22924651,22800096
22798857,22924907,22800251
22798866,22925170,22800481
22799097,22925229,22800551
22799262,22926113,22800843
22799410,22926291,22800938
22799606,22926310,22801256
22799611,22926384,22801510
22799651,22926479,22801618
22800875,22927472,22801934
22801011,22927711,22802035
22801247,22927717,22802133
22801459,22928355,22802291
22801562,22928574,22802342
22801915,22928823,22802364
22801994,22928891,22802479
22802321,22929433,22802491
22802425,22929441,22802613
22802639,22929574,22802816
22802687,22930068,22802971
22802850,22930071,22803073
22803028,22930075,22803117
22803452,22930156,22803192
22803524,22930846,22803341
22803611,22930948,22803354
22804214,22931146,22803418
22804254,22931271,22803568
22804513,22931422,22803698
22804550,22931484,22803791
22804822,22931650,22804118
22805259,22931718,22804132
22805282,22931772,22804138
22805431,22931878,22804271
22805434,22932087,22804548
22806028,22932682,22804693
22806052,22933219,22804830
22806054,22933267,22805063
22806074,22933581,22805154
22806102,22933681,22805289
22806119,22934125,22805333
22806143,22934374,22805358
22806371,22934943,22805359
22806435,22935042,22805374
22806479,22935611,22805562
22806557,22935616,22805594
22806574,22935855,22805623
22806584,22935862,22805677
22806595,22935978,22805836
22806706,22935986,22805866
22806805,22936269,22805867
22806821,22936398,22805982
22806821,22936480,22806017
22806992,22936563,22806037
22807090,22936563,22806092
22807270,22937078,22806250
22807277,22937105,22806253
22807311,22937276,22806356
22807354,22937537,22806679
22807645,22938237,22806786
22808005,22938312,22806792
22808288,22938405,22806816
22808305,22938455,22806894
22808460,22938490,22806904
22808559,22939183,22806945
22808575,22939502,22807096
22808708,22939880,22807359
22808715,22940236,22807407
22808767,22940346,22807534
22808793,22940391,22807669
22808927,22940529,22807693
22808968,22941024,22807738
22809046,22941241,22807783
22809059,22941386,22807880
22809076,22941409,22808003
22809323,22941735,22808097
22809376,22941811,22808135
22809496,22942028,22808203
22809804,22942338,22808252
22809805,22942607,22808484
22809805,22942685,22808611
22809827,22943098,22808633
22810602,22943434,22808674
22810835,22943903,22808803
22810874,22944082,22809154
22811014,22944123,22809219
22811163,22944621,22809335
22811326,22944648,22809382
22811446,22944987,22809619
22811448,22945583,22809828
22811564,22945586,22809944
22811568,22945767,22809998
22811608,22946190,22810054
22811950,22946936,22810057
22812011,22946962,22810083
22812011,22947402,22810219
22812066,22947495,22810338
22812071,22948403,22810460
22812073,22948830,22810477
22812155,22948859,22810554
22812206,22949241,22810607
22812227,22949374,22810971
22812339,22949545,22811030
22812412,22950024,22811046
22812438,22950310,22811092
22812440,22950559,22811238
22812577,22950681,22811375
22812612,22951038,22811464
22812790,22951335,22811524
22812796,22951442,22811623
22813012,22951562,22811646
22813064,22951796,22811881
22813085,22952716,22811899
22813253,22952822,22811999
22813439,22953671,22812022
22813553,22953713,22812053
22813598,22954114,22812094
22813773,22954194,22812391
22813808,22954708,22812549
22813837,22954844,22812588
22813943,22955181,22812850
22813953,22955205,22812911
22814114,22955924,22812971
22814140,22956742,22813051
22814151,22956843,22813105
22814192,22957482,22813366
22814193,22958105,22813452
22814209,22959148,22813504
22814239,22959314,22813733
22814316,22959343,22813919
22814509,22960787,22814380
22814848,22960938,22814408
22815017,22961658,22814474
22815135,22961851,22814541
22815245,22962772,22814594
22815646,22963775,22814839
22815829,22963900,22814852
22815938,22964007,22815018
22816015,22964344,22815104
22816110,22964519,22815305
22816184,22964677,22815335
22816218,22964706,22815534
22816557,22964903,22815580
22816590,22964952,22815585
22816645,22965030,22815652
22816785,22965184,22815767
22816960,22965386,22815893
22817070,22965935,22815977
22817101,22966990,22815990
22817156,22967925,22816008
22817247,22968739,22816161
22817274,22968833,22816163
22817314,22969527,22816218
22817416,22969786,22816605
22817488,22970516,22816611
22817509,22970925,22816613
22817527,22971255,22816618
22817685,22971345,22816776
22817735,22971516,22816791
22817786,22971839,22816844
22818152,22972069,22816896
22818284,22972485,22816988
22818318,22972749,22817050
22818324,22972935,22817090
22818381,22973596,22817113
22818725,22973662,22817180
22818868,22973957,22817427
22818886,22974892,22817435
22818901,22975032,22817468
22818906,22978601,22817478
22818972,22978609,22817708
22818995,22978754,22817780
22819062,22979731,22817967
22819330,22979893,22818049
22819557,22979982,22818330
22819691,22980335,22818429
22819713,22981478,22818477
22819742,22981807,22818526
22819742,22981921,22818560
22819923,22982147,22818568
22820050,22982473,22818693
22820178,22982783,22818782
22820399,22983050,22818811
22820412,22983053,22818828
22820516,22983088,22818857
22820668,22983144,22818889
22820694,22983148,22819264
22820759,22983255,22819291
22820892,22984128,22819408
22820929,22984868,22819471
22821106,22985441,22819622
22821150,22985773,22819675
22821176,22986041,22819817
22821179,22986322,22820134
22821480,22986369,22820169
22821966,22986475,22820283
22821974,22986986,22820289
22822045,22987187,22820423
22822213,22987460,22820451
22822239,22987659,22820473
22822374,22988069,22820623
22822437,22988234,22820727
22822497,22988247,22820735
22822763,22988528,22820838
22822794,22988586,22821037
22822880,22988857,22821054
22822899,22989075,22821056
22823178,22989408,22821085
22823370,22989469,22821136
22823433,22990517,22821422
22823643,22991260,22821529
22823774,22991604,22821826
22823779,22991626,22821881
22823795,22991668,22821894
22823952,22991868,22821908
22823978,22992046,22821929
22824009,22992102,22822032
22824048,22992389,22822043
22824049,22992580,22822045
22824629,22992899,22822147
22824703,22993208,22822220
22824832,22993211,22822221
22825021,22993910,22822336
22825025,22994181,22822435
22825046,22994717,22822565
22825046,22996090,22822633
22825181,22996952,22822716
22825211,22998121,22822774
22825349,22998123,22822779
22825393,22998532,22822991
22825461,22998866,22823145
22825499,22999262,22823311
22825506,22999387,22823339
22825508,22999400,22823359
22825527,22999973,22823364
22825542,23000008,22823554
22825866,23000541,22823793
22826126,23000717,22824364
22826226,23001135,22824475
22826249,23001321,22825077
22826477,23001361,22825632
22826930,23001389,22826412
22827216,23001594,22826435
22827315,23001962,22826605
22827474,23002213,22826635
22827626,23002587,22826835
22827703,23003167,22827090
22827710,23003227,22827273
22827754,23003409,22827516
22827774,23003820,22828123
22827815,23004057,22828193
22828040,23004164,22828249
22828171,23004583,22828622
22828269,23004694,22828784
22828465,23005439,22828835
22828643,23005498,22828902
22828795,23006095,22828966
22829000,23006719,22829107
22829188,23006884,22829136
22829503,23007727,22829137
22829596,23007770,22829193
22829973,23007829,22829383
22830180,23008124,22829442
22830279,23008131,22829576
22830347,23008514,22829578
22830362,23008833,22829733
22830487,23008991,22829751
22830742,23009141,22829783
22830807,23009214,22829840
22830817,23009431,22830300
22830821,23009734,22830413
22830846,23010263,22830587
22830954,23011843,22830677
22831146,23012187,22830870
22831268,23012235,22830872
22831283,23012741,22831150
22831386,23013870,22831300
22831406,23014177,22831650
22831615,23015283,22831969
22831745,23015336,22832136
22831907,23016053,22832221
22831907,23016072,22832250
22832037,23016193,22832260
22832046,23016209,22832303
22832503,23016276,22832414
22832670,23016743,22832571
22832762,23017451,22832663
22832880,23018040,22833140
22833173,23018192,22833148
22834057,23018732,22833161
22834218,23018925,22833277
22834444,23019197,22833817
22834447,23019233,22833938
22834626,23019291,22833955
22834657,23019502,22834279
22834685,23019534,22834297
22834710,23020663,22834647
22835169,23022247,22835120
22835172,23022283,22835447
22835220,23022679,22835512
22835324,23023095,22835527
22835393,23023374,22835552
22835900,23024116,22835561
22835912,23024319,22835865
22836616,23024520,22835958
22836820,23024820,22836042
22837444,23025368,22836153
22837581,23025535,22836624
22837847,23025824,22836906
22838316,23026486,22837322
22838375,23027075,22837561
22838407,23027409,22837590
22838545,23027575,22837680
22838627,23027629,22837911
22838650,23027861,22837914
22839181,23028690,22837956
22839308,23028822,22838651
22839476,23030415,22838669
22839528,23030527,22838888
22839775,23030867,22838928
22839853,23031266,22839323
22840089,23031526,22839520
22840712,23032077,22839925
22840786,23032996,22840342
22841701,23033708,22840402
22841791,23034015,22840511
22841856,23034592,22840625
22841922,23035107,22840934
22842155,23036091,22841159
22842261,23036542,22841625
22842274,23036666,22842117
22842322,23037420,22842226
22842370,23037704,22842355
22842489,23038545,22842427
22842491,23038853,22842822
22842594,23039210,22842938
22842622,23039287,22843023
22842635,23040116,22843278
22842638,23040375,22843923
22843034,23041488,22843931
22843074,23041511,22844098
22843099,23041839,22844560
22843205,23042269,22844565
22843423,23042626,22844910
22843486,23042687,22845040
22843718,23042883,22845071
22844102,23042915,22845475
22844142,23043875,22845556
22845112,23044717,22845651
22845482,23044870,22845709
22845591,23045077,22845735
22845652,23045210,22845913
22845702,23045539,22845994
22845996,23046058,22846353
22846061,23046874,22846374
22846143,23048691,22846396
22846300,23048694,22846738
22846451,23048818,22846828
22846458,23049446,22847250
22846674,23049780,22847253
22847139,23049977,22847466
22847144,23051020,22847807
22847362,23051078,22847977
22847429,23051205,22848024
22847530,23051256,22848075
22848255,23051975,22848290
22848569,23052801,22848379
22848626,23052808,22848446
22848736,23053797,22848740
22848748,23054740,22848779
22848833,23055136,22849340
22848841,23056315,22849617
22849058,23057164,22849757
22849180,23057501,22849882
22849617,23057564,22850777
22849635,23057941,22850947
22849637,23058613,22851168
22850931,23058685,22851926
22850972,23060259,22852474
22851062,23060716,22852588
22851193,23060780,22852658
22851256,23060893,22852821
22851270,23060986,22853309
22851980,23061377,22853532
22852024,23061397,22853767
22852439,23061721,22853965
22852807,23061858,22854068
22853203,23062039,22854868
22853219,23062212,22855142
22853477,23062352,22855283
22853517,23063051,22855686
22853805,23063278,22855802
22854044,23063362,22856038
22854051,23063496,22856138
22854366,23064996,22856175
22854545,23065032,22856238
22854879,23065691,22856485
22854914,23065698,22856501
22855029,23065837,22856537
22855062,23066385,22856899
22855158,23066870,22857278
22855306,23067511,22857781
22855543,23067523,22857903
22855656,23067763,22858002
22856048,23067852,22858068
22856060,23068399,22858552
22856174,23068829,22858629
22856685,23069745,22858787
22856942,23070489,22859025
22857216,23071485,22859049
22858694,23072265,22859138
22858708,23072312,22859974
22859069,23072916,22860239
22859119,23073349,22860272
22859364,23073477,22861400
22860326,23073737,22861607
22861023,23074027,22861709
22861339,23074344,22861986
22861575,23075105,22862183
22861941,23076371,22862777
22862130,23076461,22862899
22862317,23077321,22863462
22862563,23077591,22863596
22862611,23077923,22864297
22862932,23078523,22864734
22862981,23078558,22864934
22863258,23079023,22865457
22863288,23079673,22865505
22863419,23080010,22865589
22863703,23080430,22865756
22863971,23080922,22865771
22864168,23084958,22866020
22864646,23085246,22866777
22864817,23086031,22866932
22865119,23086080,22866964
22865255,23087078,22868169
22865510,23087288,22868805
22865744,23088207,22868919
22865760,23088806,22869617
22866861,23089331,22869694
22867199,23090293,22869737
22867463,23091368,22869878
22867525,23092594,22870279
22868097,23092963,22870325
22868182,23095506,22870369
22868651,23095539,22870793
22868664,23096066,22870997
22868920,23096226,22871098
22869470,23097184,22871350
22869667,23097276,22871901
22869890,23097399,22872405
22869918,23097739,22872844
22869977,23097890,22872941
22870870,23097921,22873105
22871213,23098042,22873140
22871264,23098957,22873405
22871456,23099090,22873456
22871457,23099487,22873527
22871478,23100683,22873540
22871595,23100715,22873726
22871748,23101181,22873982
22871765,23101582,22874035
22871775,23101592,22874393
22871803,23103268,22874654
22871853,23104125,22874743
22872233,23106373,22874846
22872333,23106501,22874926
22872389,23107545,22875128
22872708,23107843,22875330
22872768,23107956,22875597
22872913,23107978,22875614
22873599,23108497,22875674
22873834,23110198,22876564
22873938,23110636,22876916
22873995,23110822,22877418
22874209,23111117,22877492
22874218,23111408,22877493
22874218,23111513,22877609
22874368,23111666,22877628
22874514,23112768,22878270
22874677,23113193,22878352
22874722,23113469,22878484
22874830,23113668,22878609
22875118,23114185,22878837
22875151,23114240,22878936
22875161,23114782,22879148
22875391,23115023,22879279
22875914,23115288,22879814
22876000,23115753,22880007
22876143,23115764,22880064
22876425,23116075,22880078
22876646,23116276,22880232
22876744,23116671,22880639
22877017,23116818,22880722
22877121,23117466,22880895
22877266,23117774,22880957
22877818,23117887,22881150
22877987,23118174,22881798
22878186,23118508,22881910
22878488,23118666,22881979
22878587,23119135,22882447
22878631,23119249,22882658
22878709,23119788,22882758
22878916,23119899,22882813
22878927,23120070,22883097
22879180,23120294,22883563
22879258,23120301,22884078
22879713,23120711,22884221
22880650,23121229,22884617
22880773,23121415,22885108
22880969,23121548,22885138
22881111,23121574,22885438
22881142,23122253,22885836
22881330,23122740,22885953
22881434,23122748,22885957
22881479,23123226,22886124
22881481,23123519,22886848
22881882,23123751,22886897
22882012,23123800,22887304
22882326,23124174,22887858
22882532,23124214,22887942
22882816,23124836,22887949
22883114,23125308,22887950
22883144,23125340,22888210
22883268,23125917,22888218
22883378,23126293,22888276
22883475,23126461,22888334
22883534,23126692,22888509
22884400,23128244,22888616
22884646,23128350,22888690
22885026,23128815,22889395
22885206,23128911,22889425
22885247,23129599,22889629
22885294,23129716,22889774
22885580,23130593,22889833
22885624,23130664,22889985
22885686,23130950,22890072
22886006,23131677,22891056
22886016,23131780,22891061
22886508,23132380,22891134
22886580,23132563,22891350
22886752,23133707,22892202
22886778,23134441,22892376
22887074,23134629,22892744
22887142,23135230,22892996
22887219,23135663,22893186
22887495,23136115,22893261
22888093,23136352,22893645
22889656,23136452,22894037
22889999,23136591,22894601
22890789,23137198,22894621
22891156,23137240,22894922
22891230,23137279,22894958
22891405,23137478,22895630
22891839,23137494,22895664
22892028,23137704,22895879
22892358,23139030,22895915
22892439,23139397,22896593
22892509,23139539,22896598
22893052,23139747,22896889
22893533,23140957,22897240
22893655,23141110,22897345
22893765,23141436,22897843
22894144,23141473,22898400
22894612,23141960,22898575
22894613,23142693,22898790
22894944,23142778,22898847
22895311,23142844,22898988
22895657,23143154,22899349
22896084,23143722,22899758
22896495,23143960,22899953
22896581,23144655,22900169
22896744,23145401,22900244
22896759,23145576,22900463
22896764,23145991,22900535
22896910,23146141,22900930
22896979,23146152,22901126
22897174,23147183,22901146
22897366,23147277,22901299
22897406,23147284,22901438
22898311,23147570,22901722
22898839,23149128,22902138
22899362,23149267,22902226
22899853,23149597,22902239
22899944,23149705,22902442
22900278,23149762,22902603
22900353,23150282,22903106
22901224,23150553,22903256
22901586,23150826,22903615
22902254,23152219,22903821
22902319,23152577,22903928
22902382,23152640,22904377
22902452,23153326,22904586
22903013,23154658,22905752
22903302,23155124,22905896
22903426,23155320,22906649
22903740,23155546,22906652
22903876,23156803,22907588
22904226,23157237,22907918
22904241,23157321,22908310
22904365,23157627,22909024
22904372,23157874,22909072
22904563,23158725,22909614
22905691,23160476,22909659
22905811,23160681,22909810
22907169,23160839,22910062
22907444,23161090,22910405
22907517,23161171,22911048
22908160,23161340,22911207
22908170,23161426,22911283
22908580,23161492,22912270
22909138,23161710,22912592
22909202,23161797,22912604
22909308,23163145,22912621
22909428,23164022,22912879
22909524,23164331,22913581
22909812,23165161,22914137
22909897,23165418,22914485
22910151,23165870,22914653
22910213,23165956,22915722
22910849,23166019,22915900
22910900,23166499,22915906
22910972,23166969,22916547
22911041,23167002,22916950
22911171,23167348,22916987
22911269,23167816,22917208
22912246,23169007,22917264
22912341,23169579,22917510
22912348,23170210,22917880
22912405,23170670,22918016
22912604,23170727,22919212
22912844,23170852,22919231
22913015,23171369,22919472
22913602,23172542,22919600
22913698,23172654,22919664
22913893,23172818,22919804
22914543,23173041,22920186
22914704,23173743,22920575
22914969,23173887,22921130
22915206,23174963,22921803
22915632,23175536,22921996
22915878,23175583,22923119
22916004,23175850,22924448
22917478,23176065,22924755
22917550,23176075,22924916
22918387,23176196,22925267
22918632,23177206,22925420
22918721,23177618,22925514
22919101,23177976,22925873
22919217,23178056,22925995
22919480,23178194,22926290
22920251,23178217,22926364
22920358,23178249,22926501
22920892,23178592,22926726
22922089,23179500,22927002
22922200,23180445,22927626
22922811,23180669,22928211
22922876,23181492,22928268
22923089,23181890,22928404
22924039,23182000,22929117
22924482,23182164,22929197
22925839,23182272,22929693
22926174,23182505,22930190
22926730,23182663,22930250
22926948,23182756,22930772
22927654,23183621,22930910
22928394,23184042,22931936
22928539,23184184,22931941
22929045,23184362,22932164
22929982,23184595,22932246
22929995,23184677,22932255
22931602,23185286,22932532
22931608,23186037,22932632
22931840,23186738,22932783
22931896,23187282,22932927
22931988,23187454,22933049
22932006,23187738,22933216
22932172,23188281,22933646
22932392,23188529,22933954
22932467,23188559,22934903
22932688,23188758,22934934
22933379,23188950,22934971
22933720,23189238,22936635
22933741,23189750,22936875
22934453,23189967,22937136
22934824,23190463,22937326
22935043,23191446,22938048
22935085,23191839,22938293
22935273,23192349,22938508
22935631,23192461,22938893
22935724,23192479,22939071
22935811,23192561,22939424
22936052,23193103,22939610
22936619,23193888,22940265
22936796,23195335,22940424
22937252,23195626,22940725
22937856,23195769,22941502
22938236,23195806,22941816
22938783,23196457,22942127
22938851,23196525,22942150
22938878,23197516,22942688
22939475,23198970,22943033
22939910,23199003,22943090
22940117,23200384,22943596
22940829,23201150,22943973
22941380,23201556,22944021
22941550,23201559,22944823
22941636,23202205,22944989
22941682,23202615,22945185
22941908,23202843,22945389
22942069,23203308,22945789
22942280,23203737,22946503
22942318,23204532,22946701
22942455,23204533,22946948
22942724,23204643,22947205
22942791,23205507,22947663
22943180,23208216,22947689
22943525,23208288,22947716
22943585,23209178,22948081
22943891,23209248,22948144
22944434,23209903,22948252
22945527,23210987,22948507
22945583,23211290,22948621
22946180,23211308,22948805
22947056,23211771,22950218
22947341,23212837,22950715
22947564,23212910,22951134
22947785,23213013,22951285
22948695,23213636,22951394
22948777,23213944,22951530
22949897,23214187,22952024
22949923,23214484,22952379
22950692,23215428,22952525
22950812,23215825,22952541
22951484,23215846,22952687
22951877,23216085,22952746
22951935,23216277,22953233
22952147,23217697,22953772
22952193,23217950,22953981
22952901,23218448,22954514
22953366,23219071,22955027
22953598,23219186,22955344
22953733,23219248,22955609
22953804,23220175,22956964
22954238,23220784,22957474
22954459,23220975,22957516
22955714,23221203,22957651
22955754,23221630,22957958
22955774,23222319,22958577
22955815,23222346,22958955
22956866,23222868,22959057
22957248,23223415,22960034
22957556,23223519,22960391
22958064,23223577,22960586
22958381,23224495,22960669
22958810,23224814,22960717
22959108,23224946,22961793
22959177,23225837,22962304
22959357,23225855,22962387
22960107,23226157,22962926
22961963,23226379,22963347
22963517,23226873,22964003
22964784,23227154,22964808
22964797,23227165,22964938
22964846,23227297,22964983
22965339,23227574,22965019
22966355,23228912,22965914
22966439,23229207,22966159
22966776,23230123,22966417
22968361,23230280,22966946
22969234,23230338,22967504
22969852,23230562,22968170
22969858,23230566,22968570
22969992,23231556,22969378
22970466,23232302,22969599
22970681,23232806,22969866
22970761,23233919,22969957
22972076,23234690,22969986
22972923,23235005,22970732
22972985,23235799,22971889
22974302,23235932,22972641
22974441,23236175,22972769
22974766,23237648,22972875
22975019,23237845,22974945
22975908,23237922,22975716
22976260,23238076,22975892
22976630,23238082,22976313
22976705,23238407,22976539
22978627,23238511,22976839
22978885,23240199,22977365
22979525,23242200,22978810
22980203,23243283,22978882
22980228,23243495,22979324
22980974,23243781,22979460
22981311,23245696,22979694
22981714,23246804,22980179
22982050,23247387,22980498
22982733,23248238,22981082
22983106,23248364,22981171
22983118,23248614,22981230
22983223,23248990,22981368
22983258,23250398,22981895
22984208,23250613,22982329
22984699,23250651,22982382
22985145,23250841,22982743
22985910,23250863,22983107
22985983,23251345,22983620
22987178,23251611,22984263
22988187,23253230,22984499
22988454,23254238,22985004
22989756,23254383,22985054
22990147,23254980,22985565
22990656,23256328,22985680
22991696,23256413,22985984
22992602,23256496,22986357
22992662,23256835,22986633
22992784,23257681,22986755
22993259,23259821,22987086
22994136,23260016,22987106
22995727,23260503,22987887
22995987,23260595,22989231
22996252,23260979,22989672
22996822,23261158,22989710
22997412,23262193,22989963
22998323,23262295,22990165
22998652,23262765,22991235
22998678,23262977,22991470
22999206,23263099,22991797
22999359,23263240,22991799
22999577,23264573,22992292
22999595,23264631,22992332
22999821,23264792,22993266
23000073,23264886,22993338
23000725,23265084,22993689
23001360,23265628,22994122
23002191,23265865,22995063
23002265,23265895,22995453
23002337,23266466,22995546
23002681,23267810,22996295
23002806,23268120,22997062
23004910,23268220,22997596
23004970,23268898,22997865
23004974,23269057,22998662
23005355,23269517,22998714
23005622,23270235,22999236
23005968,23270763,22999695
23007376,23270900,22999784
23009215,23271139,22999818
23011234,23271806,23001348
23011248,23271975,23002537
23011878,23272155,23003988
23012543,23272382,23004193
23012740,23274689,23004865
23013454,23275202,23005421
23013946,23275225,23005625
23014459,23275363,23005629
23014538,23275537,23006168
23014902,23276712,23006814
23015499,23276884,23007138
23015641,23279172,23007950
23015859,23279511,23009549
23016326,23279756,23009832
23016792,23279880,23011727
23017077,23280096,23011828
23017223,23280426,23013208
23017850,23280920,23013729
23018444,23281192,23014214
23018696,23281362,23015325
23019451,23281820,23016453
23019992,23282787,23016911
23020282,23283315,23017881
23021060,23283374,23017997
23021207,23283642,23018091
23021332,23283735,23018319
23021798,23284179,23018357
23022392,23285119,23018762
23022477,23285708,23019166
23022829,23286348,23019783
23022830,23286786,23020337
23023067,23290610,23020705
23023513,23290709,23021004
23024081,23291095,23021444
23025516,23292437,23021822
23026592,23295543,23022236
23027416,23295938,23022994
23029019,23296160,23023709
23029484,23296937,23024614
23030985,23298026,23024778
23031405,23298593,23024804
23032114,23299622,23026232
23033268,23301092,23026244
23033880,23301295,23026834
23035209,23302647,23028707
23035217,23302875,23028746
23036257,23303066,23028838
23036741,23303353,23030652
23036996,23303663,23030685
23039568,23303680,23032023
23039606,23304101,23032340
23040365,23305964,23032346
23040723,23306728,23033821
23041358,23307211,23035025
23042402,23307703,23035356
23042773,23307791,23035496
23043413,23308285,23036668
23044154,23308677,23036973
23044369,23309010,23038768
23045050,23309087,23039115
23045427,23309176,23039314
23046270,23309323,23039873
23046959,23309638,23040696
23047615,23309685,23042197
23047999,23309848,23042963
23048030,23313645,23043831
23048136,23313866,23045544
23048396,23314847,23046349
23049365,23314974,23046372
23049436,23315278,23046393
23051041,23315771,23046578
23051156,23316578,23047094
23051507,23317104,23048361
23051702,23317601,23048436
23052451,23317631,23050078
23052676,23318754,23050194
23053214,23319197,23050548
23054882,23319889,23050805
23055991,23320600,23051357
23056176,23321067,23052475
23056447,23321911,23052591
23056557,23322179,23053086
23056850,23323296,23053176
23057749,23323356,23054903
23058705,23324571,23055764
23059289,23324686,23056241
23059433,23324935,23056701
23059689,23325482,23057554
23059699,23325850,23057574
23060204,23329357,23057638
23060482,23331123,23057699
23060535,23331907,23058213
23061465,23332812,23058609
23062546,23333899,23059722
23063493,23334858,23059903
23063867,23335576,23059968
23064193,23335691,23060267
23065347,23336133,23060703
23067121,23336697,23060809
23067728,23336799,23061445
23067990,23339113,23061706
23068031,23339309,23062975
23068562,23339637,23064072
23068695,23340421,23066088
23068952,23341658,23066503
23069776,23341819,23067899
23070849,23342931,23069214
23071306,23342992,23069465
23071910,23343050,23069568
23072394,23343346,23069981
23076253,23343846,23070095
23076723,23344383,23070428
23077221,23344386,23071120
23077661,23345219,23071771
23078304,23345854,23071836
23080264,23347264,23074591
23082311,23347545,23074949
23083473,23349436,23075177
23084064,23349793,23075337
23086619,23350728,23077175
23086639,23351347,23077203
23091225,23351671,23078305
23091294,23351758,23079325
23091342,23352721,23080280
23092945,23353045,23080427
23094503,23353841,23080543
23094609,23354321,23080914
23095010,23354998,23081530
23095856,23356354,23081616
23096450,23357537,23082439
23097073,23357651,23083169
23097447,23361234,23084221
23098879,23361497,23084890
23098880,23361996,23085357
23100563,23363696,23086352
23101252,23365132,23087458
23101760,23365755,23087555
23101863,23367174,23087855
23102120,23367248,23088568
23103136,23369304,23088682
23103287,23369315,23088715
23103619,23369444,23089308
23104331,23370839,23089798
23104593,23372593,23090906
23104905,23373203,23091353
23105669,23373646,23091671
23106603,23377054,23091971
23106853,23377719,23092584
23108364,23378462,23094798
23108439,23379114,23094841
23109684,23379521,23095744
23109720,23380370,23095856
23109942,23380703,23097066
23112677,23381592,23097815
23112685,23381619,23098091
23113849,23382772,23100970
23115917,23382950,23101828
23117096,23383357,23102000
23117235,23385468,23102202
23118664,23386212,23102646
23122754,23387242,23103990
23123777,23388252,23104606
23125483,23389365,23105444
23126381,23389434,23105626
23126540,23389586,23105785
23126541,23390275,23108265
23126818,23390431,23108522
23128006,23391003,23108560
23128346,23391012,23108704
23128614,23393335,23110590
23130334,23394662,23110851
23130548,23394789,23114870
23130568,23394925,23115914
23130815,23395181,23116154
23131244,23396883,23116411
23131310,23397693,23116549
23132408,23398416,23116987
23133064,23399611,23118044
23133305,23400064,23119012
23133589,23400357,23119448
23134026,23400603,23119711
23134452,23400693,23120198
23134517,23401836,23120457
23135781,23401935,23121307
23135882,23404573,23121484
23136233,23405264,23121517
23137290,23407248,23121813
23137835,23408277,23122148
23138241,23409612,23122515
23138401,23411276,23122561
23139203,23411310,23123326
23140713,23411449,23124285
23143236,23412023,23124473
23144510,23412248,23124887
23145978,23412965,23124938
23146311,23414057,23125059
23147085,23414605,23125838
23147305,23415311,23126114
23147794,23415647,23126155
23147847,23416943,23126741
23148066,23416957,23130330
23148482,23417408,23131003
23149589,23417805,23131123
23152659,23417892,23131463
23153300,23418126,23131983
23153329,23418604,23133278
23154861,23418895,23134233
23155227,23420782,23134397
23155504,23421640,23136049
23155896,23422221,23136407
23156198,23422520,23136448
23156500,23423140,23137372
23156581,23423923,23137596
23157325,23424540,23139176
23157532,23425307,23139824
