NOMOD,MINOR,MAJOR
22571878,22575488,22566886
22571887,22575491,22566892
22571896,22575503,22566916
22571923,22575512,22566928
22571923,22575515,22566936
22571926,22575518,22566937
22571929,22575519,22566937
22571938,22575527,22566954
22571962,22575560,22566957
22571980,22575572,22566957
22571983,22575572,22566963
22571989,22575584,22566969
22571989,22575584,22566969
22571991,22575584,22566990
22572000,22575590,22567004
22572024,22575599,22567011
22572030,22575599,22567014
22572033,22575613,22567020
22572042,22575625,22567020
22572045,22575635,22567026
22572048,22575637,22567056
22572051,22575652,22567062
22572054,22575673,22567068
22572057,22575697,22567068
22572069,22575700,22567086
22572075,22575709,22567088
22572075,22575724,22567115
22572078,22575727,22567124
22572090,22575762,22567124
22572093,22575816,22567142
22572093,22575819,22567160
22572105,22575819,22567160
22572108,22575825,22567163
22572116,22575837,22567190
22572116,22575843,22567193
22572132,22575867,22567196
22572147,22575867,22567199
22572158,22575882,22567202
22572161,22575888,22567205
22572164,22575891,22567213
22572164,22575891,22567217
22572176,22575900,22567219
22572176,22575911,22567223
22572179,22575929,22567273
22572200,22575942,22567274
22572206,22575965,22567288
22572209,22575986,22567291
22572221,22576010,22567291
22572227,22576013,22567294
22572245,22576045,22567303
22572245,22576049,22567312
22572265,22576054,22567327
22572268,22576054,22567327
22572272,22576064,22567366
22572295,22576070,22567371
22572313,22576076,22567374
22572316,22576078,22567375
22572319,22576087,22567395
22572322,22576120,22567395
22572325,22576120,22567398
22572328,22576123,22567401
22572334,22576132,22567422
22572337,22576138,22567431
22572340,22576141,22567443
22572340,22576150,22567443
22572340,22576156,22567446
22572367,22576156,22567455
22572372,22576168,22567461
22572373,22576179,22567470
22572385,22576185,22567485
22572388,22576198,22567497
22572391,22576215,22567517
22572403,22576221,22567520
22572408,22576221,22567530
22572420,22576221,22567541
22572438,22576230,22567559
22572450,22576242,22567574
22572477,22576260,22567577
22572480,22576266,22567577
22572483,22576275,22567589
22572489,22576278,22567592
22572489,22576284,22567592
22572492,22576284,22567604
22572492,22576308,22567610
22572498,22576308,22567610
22572504,22576317,22567628
22572540,22576325,22567630
22572543,22576328,22567648
22572564,22576338,22567655
22572564,22576343,22567678
22572576,22576344,22567681
22572578,22576352,22567682
22572585,22576356,22567690
22572596,22576382,22567702
22572602,22576385,22567711
22572614,22576400,22567714
22572617,22576409,22567729
22572617,22576412,22567732
22572617,22576415,22567735
22572620,22576415,22567735
22572623,22576433,22567738
22572638,22576451,22567747
22572641,22576454,22567765
22572641,22576475,22567782
22572662,22576489,22567791
22572662,22576495,22567801
22572667,22576498,22567801
22572667,22576498,22567815
22572674,22576507,22567839
22572683,22576543,22567842
22572694,22576549,22567845
22572698,22576552,22567857
22572709,22576573,22567857
22572719,22576573,22567863
22572733,22576578,22567863
22572736,22576579,22567872
22572739,22576597,22567872
22572757,22576597,22567887
22572763,22576605,22567890
22572790,22576638,22567896
22572793,22576644,22567898
22572802,22576644,22567899
22572802,22576656,22567913
22572811,22576674,22567917
22572831,22576677,22567920
22572838,22576758,22567923
22572840,22576761,22567928
22572843,22576763,22567934
22572843,22576784,22567950
22572852,22576787,22568009
22572879,22576805,22568012
22572885,22576847,22568018
22572891,22576871,22568024
22572897,22576873,22568027
22572906,22576889,22568030
22572909,22576895,22568045
22572915,22576906,22568048
22572918,22576907,22568083
22572921,22576939,22568099
22572924,22576960,22568101
22572944,22576966,22568101
22572959,22576969,22568116
22573002,22576972,22568119
22573007,22576972,22568146
22573010,22576981,22568155
22573013,22576981,22568176
22573037,22576993,22568179
22573046,22577001,22568182
22573046,22577017,22568205
22573049,22577023,22568206
22573058,22577037,22568208
22573067,22577043,22568217
22573087,22577079,22568223
22573088,22577088,22568232
22573091,22577094,22568232
22573094,22577103,22568238
22573106,22577103,22568268
22573115,22577106,22568283
22573120,22577127,22568298
22573120,22577136,22568301
22573141,22577136,22568304
22573145,22577163,22568310
22573153,22577169,22568319
22573174,22577174,22568322
22573177,22577204,22568337
22573183,22577207,22568349
22573186,22577237,22568351
22573186,22577246,22568352
22573192,22577252,22568372
22573192,22577275,22568375
22573207,22577276,22568390
22573210,22577279,22568411
22573210,22577285,22568414
22573213,22577288,22568464
22573219,22577290,22568474
22573225,22577314,22568488
22573228,22577314,22568497
22573234,22577321,22568500
22573234,22577341,22568503
22573234,22577356,22568513
22573234,22577368,22568548
22573237,22577368,22568548
22573239,22577368,22568560
22573246,22577371,22568581
22573248,22577386,22568587
22573257,22577434,22568602
22573263,22577434,22568605
22573264,22577484,22568623
22573272,22577487,22568640
22573275,22577490,22568652
22573282,22577499,22568661
22573288,22577508,22568661
22573299,22577511,22568676
22573311,22577511,22568682
22573326,22577520,22568697
22573335,22577529,22568700
22573335,22577532,22568703
22573338,22577532,22568712
22573347,22577544,22568736
22573350,22577547,22568736
22573353,22577562,22568736
22573362,22577573,22568744
22573371,22577582,22568748
22573380,22577586,22568754
22573389,22577592,22568757
22573389,22577604,22568759
22573397,22577604,22568763
22573398,22577624,22568769
22573401,22577627,22568792
22573403,22577636,22568792
22573409,22577642,22568807
22573445,22577651,22568813
22573466,22577672,22568819
22573475,22577678,22568822
22573493,22577702,22568834
22573493,22577726,22568834
22573496,22577749,22568837
22573507,22577752,22568840
22573516,22577782,22568840
22573547,22577785,22568849
22573564,22577803,22568861
22573570,22577806,22568873
22573570,22577818,22568879
22573573,22577824,22568893
22573576,22577842,22568900
22573582,22577845,22568903
22573597,22577851,22568912
22573603,22577863,22568915
22573606,22577895,22568917
22573615,22577904,22568920
22573615,22577928,22568932
22573618,22577931,22568939
22573639,22577931,22568947
22573651,22577937,22568959
22573654,22577946,22568968
22573666,22577961,22568971
22573680,22577961,22568974
22573680,22577985,22568974
22573692,22578003,22568989
22573692,22578014,22569001
22573707,22578018,22569013
22573710,22578023,22569028
22573731,22578026,22569064
22573731,22578030,22569067
22573734,22578041,22569081
22573734,22578044,22569081
22573743,22578045,22569090
22573752,22578071,22569111
22573791,22578080,22569123
22573793,22578089,22569135
22573797,22578092,22569141
22573809,22578098,22569147
22573815,22578101,22569159
22573815,22578101,22569159
22573839,22578107,22569159
22573865,22578107,22569198
22573868,22578116,22569227
22573868,22578125,22569230
22573880,22578140,22569236
22573892,22578154,22569236
22573907,22578155,22569251
22573922,22578157,22569284
22573925,22578158,22569293
22573931,22578163,22569293
22573933,22578169,22569301
22573949,22578169,22569302
22573949,22578170,22569304
22573951,22578187,22569304
22573954,22578187,22569322
22573982,22578196,22569325
22573988,22578199,22569329
22574005,22578202,22569352
22574005,22578205,22569358
22574014,22578208,22569367
22574014,22578223,22569382
22574029,22578244,22569394
22574029,22578262,22569397
22574035,22578274,22569397
22574044,22578301,22569406
22574047,22578310,22569409
22574056,22578313,22569415
22574062,22578336,22569427
22574062,22578357,22569442
22574071,22578378,22569448
22574077,22578396,22569481
22574091,22578407,22569492
22574091,22578408,22569498
22574100,22578411,22569513
22574100,22578420,22569513
22574110,22578464,22569516
22574124,22578482,22569531
22574130,22578485,22569546
22574133,22578491,22569558
22574136,22578515,22569567
22574139,22578518,22569570
22574145,22578536,22569576
22574154,22578539,22569593
22574169,22578542,22569594
22574172,22578565,22569594
22574172,22578575,22569597
22574178,22578578,22569605
22574195,22578587,22569609
22574198,22578592,22569615
22574205,22578602,22569653
22574238,22578605,22569677
22574244,22578622,22569686
22574247,22578649,22569689
22574255,22578664,22569698
22574264,22578673,22569712
22574279,22578679,22569733
22574279,22578712,22569790
22574291,22578712,22569790
22574291,22578723,22569793
22574297,22578726,22569799
22574297,22578733,22569799
22574303,22578756,22569817
22574306,22578762,22569820
22574318,22578771,22569826
22574318,22578786,22569829
22574324,22578789,22569829
22574327,22578809,22569835
22574330,22578816,22569838
22574333,22578822,22569841
22574339,22578828,22569841
22574351,22578830,22569844
22574353,22578860,22569847
22574365,22578869,22569868
22574368,22578872,22569873
22574372,22578902,22569876
22574378,22578908,22569904
22574392,22578914,22569936
22574398,22578926,22569936
22574422,22578935,22569942
22574425,22578944,22569945
22574425,22578958,22569960
22574431,22578959,22569960
22574437,22578965,22569960
22574440,22579024,22569972
22574440,22579048,22569975
22574440,22579060,22569984
22574479,22579066,22569984
22574482,22579072,22569992
22574512,22579078,22570002
22574514,22579084,22570002
22574515,22579093,22570008
22574530,22579096,22570017
22574541,22579099,22570043
22574542,22579105,22570044
22574550,22579107,22570061
22574553,22579108,22570067
22574556,22579108,22570079
22574559,22579117,22570094
22574559,22579122,22570100
22574568,22579143,22570106
22574589,22579161,22570112
22574598,22579164,22570124
22574601,22579197,22570124
22574607,22579197,22570148
22574610,22579206,22570150
22574619,22579212,22570186
22574676,22579227,22570192
22574678,22579253,22570201
22574678,22579260,22570219
22574681,22579262,22570228
22574702,22579283,22570270
22574705,22579289,22570276
22574708,22579316,22570282
22574732,22579316,22570296
22574738,22579316,22570303
22574741,22579337,22570312
22574756,22579349,22570317
22574759,22579359,22570320
22574761,22579364,22570326
22574762,22579372,22570338
22574768,22579379,22570347
22574776,22579385,22570350
22574803,22579411,22570356
22574813,22579411,22570356
22574815,22579432,22570377
22574818,22579435,22570383
22574818,22579442,22570386
22574842,22579453,22570386
22574842,22579474,22570398
22574857,22579483,22570398
22574872,22579498,22570401
22574881,22579510,22570401
22574896,22579510,22570404
22574899,22579513,22570404
22574899,22579533,22570407
22574902,22579536,22570410
22574905,22579575,22570412
22574908,22579575,22570419
22574908,22579605,22570422
22574925,22579608,22570427
22574925,22579653,22570439
22574926,22579665,22570451
22574943,22579680,22570458
22574946,22579683,22570460
22574964,22579685,22570469
22574970,22579689,22570475
22574973,22579689,22570475
22574973,22579715,22570478
22574979,22579721,22570481
22574985,22579727,22570484
22574988,22579751,22570485
22574994,22579751,22570502
22575000,22579754,22570505
22575018,22579754,22570547
22575024,22579799,22570549
22575027,22579811,22570559
22575035,22579826,22570559
22575039,22579826,22570565
22575039,22579832,22570565
22575048,22579837,22570565
22575048,22579837,22570577
22575051,22579838,22570580
22575063,22579846,22570580
22575090,22579856,22570582
22575110,22579858,22570583
22575128,22579888,22570589
22575143,22579906,22570603
22575158,22579915,22570624
22575161,22579933,22570654
22575179,22579939,22570681
22575181,22579951,22570705
22575191,22579960,22570705
22575197,22579960,22570707
22575197,22579975,22570731
22575206,22579983,22570741
22575229,22579983,22570743
22575235,22579986,22570744
22575238,22579989,22570746
22575244,22580005,22570755
22575274,22580013,22570764
22575277,22580034,22570779
22575280,22580040,22570791
22575283,22580043,22570797
22575286,22580070,22570800
22575286,22580096,22570806
22575289,22580102,22570812
22575289,22580111,22570812
22575292,22580114,22570824
22575316,22580127,22570824
22575316,22580141,22570833
22575322,22580147,22570838
22575328,22580177,22570848
22575340,22580180,22570857
22575346,22580183,22570857
22575346,22580204,22570869
22575349,22580243,22570875
22575354,22580246,22570877
22575355,22580246,22570883
22575390,22580249,22570886
22575396,22580281,22570919
22575408,22580308,22570919
22575411,22580317,22570919
22575411,22580320,22570931
22575417,22580326,22570940
22575429,22580380,22570943
22575447,22580391,22570952
22575453,22580416,22570955
22575453,22580451,22570967
22575459,22580460,22570970
22575459,22580478,22570982
22575465,22580493,22570982
22575471,22580538,22570985
22575480,22580561,22570985
22575483,22580561,22570988
22575489,22580579,22570990
22575494,22580582,22570991
22575524,22580591,22570997
22575533,22580618,22571024
22575536,22580621,22571026
22575542,22580687,22571027
22575551,22580698,22571047
22575554,22580698,22571056
22575557,22580698,22571062
22575560,22580743,22571071
22575601,22580743,22571089
22575602,22580761,22571095
22575620,22580773,22571098
22575620,22580782,22571110
22575632,22580785,22571140
22575644,22580800,22571149
22575646,22580806,22571167
22575649,22580814,22571182
22575661,22580833,22571193
22575661,22580836,22571241
22575679,22580844,22571244
22575688,22580847,22571244
22575691,22580856,22571253
22575697,22580892,22571265
22575700,22580925,22571270
22575700,22580930,22571271
22575700,22580934,22571277
22575727,22580952,22571280
22575727,22580966,22571285
22575738,22580969,22571288
22575742,22581008,22571292
22575775,22581008,22571324
22575795,22581020,22571324
22575795,22581050,22571328
22575801,22581056,22571342
22575813,22581085,22571354
22575813,22581097,22571360
22575819,22581100,22571363
22575822,22581109,22571363
22575825,22581133,22571369
22575834,22581148,22571378
22575837,22581154,22571396
22575849,22581175,22571405
22575849,22581184,22571407
22575855,22581199,22571422
22575902,22581229,22571423
22575902,22581231,22571425
22575906,22581234,22571444
22575926,22581243,22571444
22575935,22581243,22571455
22575944,22581244,22571458
22575962,22581256,22571462
22575974,22581273,22571479
22575986,22581285,22571497
22575989,22581288,22571500
22575989,22581300,22571500
22575992,22581348,22571503
22576013,22581384,22571506
22576022,22581384,22571509
22576030,22581398,22571509
22576046,22581425,22571512
22576066,22581425,22571521
22576069,22581446,22571527
22576087,22581493,22571538
22576090,22581526,22571539
22576093,22581598,22571548
22576114,22581609,22571550
22576120,22581628,22571551
22576162,22581634,22571559
22576167,22581675,22571566
22576179,22581678,22571581
22576186,22581679,22571583
22576201,22581699,22571601
22576204,22581702,22571604
22576210,22581705,22571616
22576212,22581717,22571619
22576215,22581723,22571625
22576216,22581735,22571646
22576230,22581740,22571649
22576234,22581747,22571652
22576236,22581747,22571658
22576245,22581765,22571658
22576251,22581768,22571700
22576251,22581774,22571717
22576254,22581782,22571718
22576254,22581788,22571732
22576260,22581804,22571732
22576266,22581815,22571738
22576281,22581818,22571741
22576287,22581827,22571744
22576287,22581827,22571750
22576290,22581836,22571756
22576305,22581839,22571759
22576311,22581854,22571774
22576311,22581872,22571792
22576317,22581872,22571813
22576320,22581881,22571816
22576326,22581881,22571884
22576337,22581887,22571884
22576358,22581896,22571899
22576364,22581905,22571920
22576364,22581920,22571950
22576364,22581943,22571956
22576379,22581973,22571965
22576382,22581988,22571974
22576382,22582015,22571977
22576382,22582045,22571979
22576388,22582057,22571986
22576388,22582057,22572024
22576388,22582063,22572027
22576400,22582066,22572030
22576400,22582072,22572045
22576406,22582084,22572051
22576409,22582116,22572063
22576430,22582131,22572063
22576447,22582137,22572066
22576453,22582164,22572078
22576453,22582167,22572084
22576457,22582170,22572093
22576477,22582209,22572096
22576502,22582230,22572099
22576522,22582238,22572105
22576528,22582241,22572108
22576534,22582268,22572111
22576534,22582271,22572114
22576537,22582292,22572116
22576543,22582307,22572135
22576552,22582325,22572137
22576555,22582326,22572137
22576570,22582337,22572150
22576576,22582348,22572153
22576576,22582363,22572164
22576588,22582369,22572185
22576591,22582387,22572191
22576603,22582409,22572200
22576606,22582464,22572215
22576629,22582488,22572215
22576638,22582512,22572239
22576644,22582515,22572247
22576645,22582527,22572280
22576650,22582527,22572281
22576656,22582542,22572293
22576659,22582557,22572295
22576668,22582599,22572298
22576668,22582611,22572298
22576671,22582614,22572298
22576671,22582631,22572319
22576674,22582641,22572322
22576674,22582658,22572331
22576674,22582658,22572334
22576683,22582679,22572340
22576689,22582682,22572355
22576695,22582685,22572361
22576701,22582700,22572364
22576704,22582742,22572364
22576716,22582754,22572369
22576722,22582789,22572370
22576722,22582792,22572378
22576754,22582792,22572402
22576754,22582792,22572411
22576764,22582798,22572423
22576764,22582822,22572435
22576772,22582828,22572450
22576772,22582879,22572459
22576775,22582882,22572474
22576781,22582900,22572480
22576784,22582959,22572483
22576784,22582959,22572486
22576787,22582986,22572489
22576793,22583001,22572492
22576793,22583010,22572492
22576811,22583019,22572498
22576823,22583022,22572507
22576832,22583033,22572513
22576841,22583078,22572522
22576841,22583111,22572531
22576844,22583132,22572543
22576847,22583132,22572548
22576850,22583147,22572549
22576853,22583156,22572552
22576856,22583177,22572555
22576859,22583201,22572560
22576859,22583209,22572564
22576864,22583212,22572566
22576894,22583216,22572570
22576895,22583218,22572578
22576907,22583224,22572587
22576915,22583239,22572590
22576916,22583295,22572608
22576927,22583307,22572614
22576936,22583329,22572626
22576942,22583331,22572635
22576951,22583364,22572638
22576954,22583391,22572662
22576954,22583433,22572674
22576972,22583451,22572682
22576981,22583469,22572688
22576990,22583516,22572689
22576990,22583546,22572724
22576999,22583641,22572745
22577008,22583650,22572760
22577013,22583689,22572763
22577016,22583698,22572766
22577020,22583716,22572778
22577029,22583716,22572799
22577038,22583725,22572802
22577064,22583748,22572805
22577076,22583766,22572826
22577076,22583793,22572840
22577079,22583796,22572849
22577088,22583796,22572853
22577112,22583805,22572861
22577148,22583805,22572903
22577150,22583808,22572906
22577153,22583811,22572909
22577160,22583814,22572909
22577160,22583820,22572915
22577160,22583858,22572924
22577171,22583880,22572930
22577172,22583945,22572974
22577204,22583954,22572974
22577225,22583987,22572974
22577225,22584010,22572977
22577228,22584023,22572983
22577231,22584035,22572986
22577236,22584049,22572989
22577240,22584070,22572992
22577261,22584100,22572995
22577273,22584135,22573002
22577273,22584156,22573007
22577281,22584181,22573019
22577282,22584201,22573037
22577317,22584201,22573040
22577320,22584210,22573067
22577321,22584249,22573069
22577326,22584255,22573090
22577329,22584267,22573091
22577332,22584267,22573093
22577333,22584271,22573114
22577344,22584276,22573126
22577344,22584303,22573136
22577347,22584333,22573141
22577350,22584362,22573142
22577353,22584464,22573144
22577371,22584484,22573159
22577371,22584487,22573180
22577374,22584559,22573180
22577377,22584583,22573186
22577377,22584589,22573189
22577386,22584591,22573195
22577398,22584645,22573209
22577401,22584660,22573210
22577407,22584675,22573219
22577433,22584717,22573219
22577445,22584746,22573240
22577448,22584755,22573261
22577457,22584758,22573266
22577467,22584782,22573272
22577467,22584791,22573296
22577472,22584809,22573317
22577475,22584826,22573320
22577481,22584845,22573323
22577487,22584893,22573326
22577493,22584904,22573353
22577496,22584976,22573365
22577499,22584978,22573418
22577505,22584979,22573427
22577505,22585021,22573451
22577523,22585026,22573451
22577538,22585062,22573457
22577579,22585065,22573466
22577586,22585175,22573469
22577619,22585187,22573469
22577624,22585196,22573487
22577630,22585223,22573493
22577642,22585279,22573505
22577648,22585288,22573516
22577666,22585300,22573532
22577669,22585307,22573538
22577675,22585330,22573543
22577675,22585345,22573552
22577681,22585351,22573576
22577704,22585351,22573600
22577711,22585420,22573630
22577714,22585422,22573642
22577717,22585451,22573665
22577717,22585473,22573666
22577731,22585500,22573671
22577743,22585503,22573678
22577752,22585512,22573680
22577758,22585533,22573689
22577764,22585545,22573695
22577776,22585598,22573696
22577776,22585628,22573701
22577782,22585643,22573722
22577782,22585643,22573740
22577791,22585685,22573764
22577803,22585691,22573790
22577806,22585712,22573800
22577839,22585714,22573814
22577857,22585732,22573818
22577859,22585747,22573820
22577872,22585908,22573829
22577874,22585914,22573847
22577889,22585973,22573853
22577892,22585980,22573856
22577892,22585993,22573862
22577913,22586030,22573871
22577922,22586033,22573880
22577922,22586058,22573907
22577925,22586111,22573945
22577925,22586137,22573946
22577943,22586138,22573987
22577946,22586161,22574005
22577958,22586170,22574029
22577958,22586189,22574080
22577964,22586212,22574083
22577979,22586221,22574092
22577981,22586236,22574103
22578039,22586242,22574110
22578050,22586266,22574115
22578062,22586272,22574118
22578062,22586322,22574121
22578083,22586328,22574133
22578086,22586334,22574142
22578098,22586346,22574148
22578110,22586394,22574151
22578115,22586400,22574163
22578122,22586412,22574184
22578142,22586432,22574190
22578145,22586456,22574202
22578160,22586483,22574219
22578167,22586492,22574228
22578172,22586510,22574231
22578187,22586510,22574241
22578244,22586555,22574243
22578256,22586572,22574249
22578267,22586575,22574252
22578268,22586620,22574255
22578277,22586653,22574273
22578286,22586680,22574279
22578289,22586684,22574282
22578294,22586736,22574291
22578295,22586742,22574297
22578295,22586781,22574303
22578313,22586784,22574324
22578315,22586793,22574327
22578339,22586837,22574330
22578342,22586861,22574330
22578345,22586987,22574333
22578348,22587018,22574351
22578348,22587028,22574362
22578357,22587043,22574404
22578375,22587046,22574428
22578378,22587052,22574443
22578378,22587064,22574458
22578387,22587091,22574461
22578396,22587091,22574467
22578396,22587094,22574527
22578411,22587097,22574538
22578419,22587147,22574541
22578425,22587168,22574547
22578429,22587198,22574553
22578431,22587245,22574574
22578437,22587284,22574574
22578437,22587317,22574583
22578444,22587320,22574586
22578497,22587364,22574592
22578500,22587400,22574592
22578503,22587418,22574592
22578506,22587442,22574598
22578530,22587448,22574601
22578536,22587591,22574604
22578536,22587714,22574619
22578554,22587737,22574622
22578571,22587799,22574651
22578575,22587871,22574661
22578586,22587925,22574741
22578589,22587935,22574744
22578601,22588023,22574768
22578601,22588062,22574774
22578607,22588109,22574780
22578613,22588109,22574791
22578616,22588116,22574798
22578616,22588139,22574830
22578634,22588148,22574866
22578640,22588154,22574869
22578655,22588165,22574869
22578681,22588166,22574869
22578693,22588184,22574932
22578708,22588207,22574967
22578724,22588222,22574973
22578762,22588249,22575000
22578765,22588297,22575003
22578774,22588303,22575018
22578783,22588312,22575024
22578792,22588348,22575030
22578807,22588348,22575036
22578813,22588393,22575036
22578825,22588455,22575039
22578834,22588526,22575044
22578839,22588568,22575054
22578851,22588592,22575059
22578857,22588658,22575068
22578917,22588699,22575089
22578923,22588768,22575092
22578938,22588771,22575128
22578938,22588782,22575164
22578971,22588804,22575167
22578973,22588830,22575182
22578979,22588833,22575256
22578989,22588853,22575256
22578994,22588899,22575262
22579000,22588899,22575280
22579003,22588920,22575304
22579007,22589066,22575304
22579021,22589167,22575310
22579057,22589196,22575325
22579060,22589238,22575340
22579069,22589286,22575351
22579069,22589343,22575373
22579093,22589357,22575385
22579096,22589366,22575411
22579096,22589396,22575417
22579108,22589435,22575441
22579111,22589465,22575444
22579128,22589482,22575450
22579131,22589482,22575467
22579132,22589491,22575491
22579138,22589509,22575512
22579141,22589560,22575545
22579167,22589592,22575548
22579197,22589634,22575554
22579206,22589647,22575560
22579206,22589656,22575572
22579242,22589669,22575619
22579245,22589682,22575629
22579250,22589694,22575640
22579301,22589704,22575670
22579310,22589779,22575670
22579328,22589810,22575673
22579340,22589873,22575691
22579355,22589902,22575709
22579370,22589941,22575733
22579385,22589980,22575745
22579394,22589995,22575753
22579397,22589995,22575778
22579402,22590039,22575798
22579402,22590062,22575804
22579412,22590063,22575810
22579414,22590087,22575825
22579418,22590105,22575846
22579430,22590108,22575846
22579432,22590108,22575858
22579433,22590123,22575861
22579439,22590147,22575864
22579444,22590164,22575870
22579462,22590176,22575873
22579471,22590180,22575873
22579480,22590206,22575876
22579492,22590254,22575879
22579510,22590266,22575884
22579516,22590299,22575885
22579519,22590301,22575935
22579519,22590304,22575936
22579525,22590313,22575944
22579540,22590338,22575950
22579570,22590345,22575959
22579572,22590367,22575962
22579584,22590379,22575962
22579587,22590389,22575965
22579596,22590397,22575968
22579649,22590621,22575968
22579659,22590637,22575980
22579715,22590681,22575998
22579730,22590760,22575998
22579739,22590760,22576001
22579766,22590763,22576007
22579796,22590787,22576048
22579829,22590832,22576052
22579843,22590850,22576070
22579847,22590865,22576075
22579861,22590868,22576132
22579870,22590871,22576138
22579876,22590889,22576150
22579891,22591013,22576153
22579891,22591177,22576159
22579894,22591189,22576164
22579900,22591234,22576177
22579900,22591339,22576177
22579909,22591380,22576224
22579918,22591383,22576224
22579918,22591395,22576246
22579918,22591443,22576278
22579948,22591488,22576290
22579956,22591585,22576290
22579959,22591675,22576305
22579972,22591773,22576319
22579981,22591813,22576332
22579986,22591946,22576334
22580004,22591955,22576355
22580028,22591987,22576358
22580034,22592023,22576373
22580049,22592053,22576391
22580067,22592078,22576412
22580073,22592089,22576457
22580079,22592090,22576460
22580079,22592098,22576474
22580079,22592119,22576477
22580082,22592152,22576484
22580082,22592295,22576486
22580093,22592324,22576513
22580108,22592367,22576522
22580123,22592376,22576534
22580129,22592388,22576534
22580135,22592394,22576567
22580148,22592402,22576567
22580159,22592488,22576591
22580162,22592548,22576629
22580183,22592556,22576644
22580213,22592607,22576653
22580213,22592640,22576659
22580228,22592670,22576659
22580278,22592747,22576665
22580281,22592756,22576734
22580290,22592783,22576739
22580302,22592792,22576743
22580314,22592792,22576746
22580332,22592802,22576748
22580335,22592942,22576754
22580338,22592974,22576761
22580371,22592981,22576772
22580374,22593018,22576787
22580397,22593023,22576794
22580409,22593050,22576814
22580421,22593075,22576823
22580433,22593111,22576823
22580436,22593134,22576841
22580436,22593158,22576850
22580436,22593209,22576853
22580460,22593220,22576882
22580460,22593295,22576889
22580463,22593340,22576897
22580478,22593352,22576912
22580496,22593531,22576924
22580510,22593549,22576930
22580511,22593588,22576939
22580522,22593589,22576939
22580532,22593632,22576963
22580537,22593632,22576966
22580538,22593638,22576969
22580543,22593641,22576981
22580543,22593653,22576993
22580549,22593666,22577008
22580552,22593701,22577019
22580579,22593727,22577020
22580597,22593728,22577026
22580597,22593731,22577028
22580603,22593837,22577032
22580612,22593959,22577049
22580612,22593978,22577052
22580612,22593994,22577100
22580618,22593995,22577103
22580642,22593996,22577142
22580656,22594012,22577154
22580669,22594102,22577207
22580695,22594188,22577228
22580731,22594222,22577228
22580731,22594321,22577231
22580734,22594335,22577234
22580773,22594335,22577234
22580784,22594364,22577243
22580788,22594419,22577276
22580791,22594555,22577288
22580799,22594586,22577302
22580802,22594604,22577324
22580820,22594713,22577356
22580836,22594803,22577356
22580847,22594832,22577371
22580934,22594873,22577383
22580951,22594883,22577410
22580963,22594894,22577419
22580966,22594916,22577421
22580975,22594945,22577425
22580987,22594945,22577440
22580999,22595017,22577440
22581002,22595037,22577470
22581005,22595060,22577496
22581005,22595089,22577502
22581017,22595107,22577508
22581029,22595139,22577511
22581038,22595145,22577514
22581053,22595154,22577535
22581064,22595157,22577553
22581077,22595175,22577556
22581083,22595190,22577574
22581103,22595199,22577583
22581106,22595240,22577624
22581106,22595249,22577628
22581133,22595255,22577636
22581136,22595268,22577642
22581145,22595320,22577642
22581172,22595337,22577657
22581181,22595346,22577672
22581190,22595358,22577684
22581226,22595360,22577693
22581229,22595386,22577705
22581229,22595401,22577714
22581229,22595434,22577731
22581258,22595467,22577752
22581285,22595594,22577803
22581294,22595654,22577803
22581303,22595710,22577809
22581306,22595758,22577809
22581351,22595831,22577836
22581365,22595894,22577868
22581369,22595949,22577868
22581380,22595952,22577886
22581389,22595978,22577890
22581395,22595990,22577890
22581407,22596036,22577892
22581410,22596064,22577907
22581422,22596074,22577922
22581425,22596101,22577922
22581449,22596143,22577925
22581461,22596235,22577928
22581464,22596276,22577943
22581473,22596354,22577975
22581491,22596391,22577991
22581493,22596460,22577997
22581502,22596472,22578023
22581506,22596473,22578041
22581512,22596522,22578044
22581514,22596538,22578095
22581521,22596563,22578101
22581532,22596572,22578122
22581553,22596575,22578184
22581556,22596575,22578250
22581574,22596589,22578268
22581577,22596591,22578298
22581589,22596628,22578309
22581592,22596640,22578324
22581598,22596691,22578345
22581613,22596694,22578360
22581619,22596694,22578360
22581633,22596709,22578360
22581637,22596718,22578378
22581682,22596719,22578438
22581684,22596771,22578443
22581696,22596832,22578447
22581702,22596861,22578449
22581705,22596885,22578477
22581708,22596986,22578488
22581714,22597052,22578503
22581726,22597060,22578515
22581747,22597102,22578524
22581750,22597127,22578539
22581768,22597153,22578542
22581768,22597192,22578557
22581774,22597227,22578569
22581806,22597230,22578589
22581816,22597255,22578595
22581818,22597263,22578601
22581824,22597345,22578610
22581833,22597374,22578613
22581848,22597394,22578613
22581863,22597458,22578637
22581866,22597463,22578642
22581866,22597525,22578643
22581884,22597534,22578652
22581884,22597540,22578676
22581914,22597602,22578681
22581920,22597739,22578682
22581929,22597781,22578724
22581934,22597853,22578747
22581952,22597865,22578813
22581970,22597879,22578834
22582015,22597912,22578860
22582027,22597942,22578861
22582039,22597954,22578861
22582042,22597995,22578878
22582051,22598019,22578896
22582057,22598092,22578905
22582060,22598165,22578932
22582066,22598240,22578938
22582071,22598243,22578944
22582075,22598255,22578978
22582086,22598330,22578995
22582086,22598470,22579003
22582101,22598494,22579024
22582107,22598645,22579028
22582116,22598669,22579063
22582140,22598723,22579066
22582143,22598762,22579090
22582146,22598772,22579095
22582155,22598817,22579096
22582173,22598836,22579108
