0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){2020},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2018},0-BINSEARCH[56](2020){2019},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1920},0-BINSEARCH[57](1900){1856},0-BINSEARCH[57](1900){1888},0-BINSEARCH[57](1900){1904},0-BINSEARCH[57](1900){1896},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048}
12648730,12645643,12663542,12666859,12666882,12667439,,12667894,12663409,12665162,12649300,12644687,12662839,12668050,12669402,12667099,12666813,12669177,,,12644904,12667375,,12666680,12648344,12644002,12664894,12668229,12648873,12644595,12666077,12668594,12663005,12676133,12673263,12662936,12663905,12640731,12635676,12651063
12648735,12645666,12663578,12666956,12666900,12667475,,12667894,12663465,12665198,12649315,12644697,12662893,12668134,12669453,12667199,12666841,12669228,,,12644912,12667393,,12666780,12648344,12644002,12664991,12668267,12648878,12644600,12666118,12668694,12663064,12676215,12673335,12662959,12663910,12640736,12635676,12651127
12648745,12645666,12663662,12666961,12666946,12667526,,12667973,12663557,12665433,12649318,12644705,12662995,12668165,12669629,12667222,12666859,12669353,,,12644917,12667452,,12666849,12648357,12644010,12665006,12668336,12648881,12644613,12666192,12668709,12663105,12676325,12673483,12662985,12663951,12640741,12635679,12651201
12648753,12645671,12663662,12667033,12666989,12667585,,12668001,12663680,12665451,12649320,12644705,12663000,12668165,12669632,12667250,12666877,12669445,,,12644922,12667467,,12666895,12648367,12644010,12665075,12668451,12648891,12644628,12666223,12668717,12663192,12676552,12673493,12662990,12663971,12640741,12635681,12651214
12648758,12645676,12663685,12667058,12667007,12667585,,12668014,12663698,12665466,12649333,12644710,12663046,12668244,12669634,12667250,12666928,12669494,,,12644930,12667682,,12666910,12648408,12644010,12665167,12668459,12648896,12644633,12666266,12668727,12663197,12676736,12673552,12663059,12663979,12640744,12635681,12651344
12648763,12645676,12663731,12667061,12667033,12667626,,12668405,12663731,12665589,12649333,12644715,12663266,12668252,12669637,12667403,12666984,12669532,,,12644930,12667710,,12666941,12648418,12644010,12665234,12668484,12648896,12644641,12666294,12668860,12663207,12676813,12673593,12663123,12664007,12640749,12635681,12651390
12648768,12645694,12663762,12667158,12667163,12667654,,12668418,12663792,12665604,12649333,12644718,12663276,12668359,12669670,12667452,12667173,12669637,,,12644935,12667728,,12666951,12648426,12644043,12665277,12668574,12648896,12644651,12666340,12668878,12663215,12677122,12673598,12663151,12664040,12640754,12635684,12651393
12648768,12645714,12663782,12667204,12667181,12667687,,12668505,12663813,12665653,12649333,12644733,12663289,12668367,12669670,12667544,12667286,12669747,,,12644940,12667840,,12666951,12648436,12644058,12665282,12668602,12648901,12644659,12666404,12668878,12663238,12677140,12673621,12663207,12664048,12640754,12635684,12651485
12648771,12645717,12663782,12667255,12667181,12667812,,12668530,12663846,12665773,12649343,12644733,12663335,12668487,12669678,12667572,12667327,12669854,,,12644953,12667843,,12666997,12648441,12644094,12665392,12668648,12648911,12644664,12666455,12668934,12663294,12677196,12673713,12663215,12664076,12640754,12635689,12651518
12648781,12645727,12663813,12667265,12667209,12667889,,12668658,12663961,12665860,12649343,12644743,12663363,12668505,12669701,12667585,12667521,12669987,,,12644963,12667889,,12667048,12648451,12644097,12665438,12668676,12648919,12644664,12666468,12669052,12663317,12677196,12673736,12663281,12664076,12640764,12635689,12651674
12648781,12645732,12663846,12667273,12667240,12667935,,12668727,12664007,12666105,12649361,12644743,12663368,12668579,12669954,12667605,12667605,12670051,,,12644968,12667935,,12667053,12648474,12644099,12665456,12668681,12648919,12644672,12666601,12669121,12663358,12677454,12673759,12663335,12664183,12640769,12635694,12651725
12648804,12645735,12663997,12667324,12667273,12667981,,12668745,12664071,12666164,12649374,12644751,12663404,12668620,12669969,12667623,12667674,12670092,,,12644981,12667981,,12667140,12648528,12644102,12665594,12668804,12648924,12644687,12666734,12669190,12663396,12677789,12673764,12663363,12664204,12640769,12635694,12651748
12648804,12645745,12664012,12667355,12667281,12668022,,12668786,12664168,12666253,12649374,12644751,12663575,12668625,12669992,12667710,12667871,12670176,,,12644986,12668045,,12667158,12648528,12644112,12665622,12668827,12648937,12644692,12666772,12669195,12663399,12678065,12673989,12663396,12664224,12640772,12635694,12651853
12648804,12645753,12664071,12667447,12667319,12668050,,12668860,12664229,12666348,12649384,12644756,12663598,12668635,12670061,12667876,12667889,12670212,,,12645004,12668234,,12667173,12648546,12644112,12665622,12668850,12648942,12644705,12666775,12669205,12663442,12678088,12674025,12663401,12664260,12640772,12635694,12651899
12648817,12645763,12664158,12667503,12667342,12668055,,12668888,12664247,12666473,12649394,12644764,12663667,12668768,12670125,12667922,12667973,12670360,,,12645009,12668280,,12667176,12648574,12644122,12665783,12668929,12648947,12644720,12666828,12669210,12663478,12678341,12674027,12663473,12664265,12640772,12635699,12652001
12648819,12645773,12664232,12667618,12667388,12668142,,12668893,12664370,12666721,12649397,12644766,12663759,12668778,12670125,12667927,12668134,12670659,,,12645019,12668290,,12667278,12648574,12644125,12665980,12669013,12648957,12644733,12666841,12669274,12663496,12678502,12674048,12663496,12664334,12640772,12635704,12652116
12648819,12645773,12664252,12667623,12667490,12668221,,12668924,12664559,12666928,12649397,12644774,12663810,12668914,12670171,12667930,12668308,12670695,,,12645022,12668308,,12667452,12648579,12644130,12666013,12669080,12648993,12644733,12666849,12669330,12663570,12678566,12674122,12663685,12664398,12640772,12635704,12652190
12648827,12645781,12664275,12667623,12667544,12668267,,12669016,12664646,12666997,12649402,12644779,12663992,12668998,12670383,12667968,12668354,12670769,,,12645027,12668344,,12667490,12648589,12644140,12666246,12669182,12648996,12644743,12667066,12669343,12663624,12678594,12674237,12663767,12664406,12640777,12635704,12652323
12648835,12645796,12664388,12667641,12667600,12668285,,12669090,12664710,12667112,12649420,12644784,12664030,12669098,12670411,12667996,12668400,12670953,,,12645027,12668359,,12667536,12648592,12644158,12666256,12669274,12648996,12644751,12667355,12669404,12663675,12679151,12674319,12663859,12664439,12640777,12635712,12652420
12648840,12645804,12664554,12667641,12667636,12668295,,12669164,12664725,12667283,12649425,12644789,12664255,12669108,12670618,12668014,12668477,12670971,,,12645027,12668413,,12667623,12648597,12644158,12666292,12669279,12649011,12644756,12667360,12669471,12663708,12679335,12674324,12663874,12664449,12640782,12635717,12652448
12648842,12645804,12664582,12667641,12667766,12668390,,12669215,12664830,12667493,12649425,12644794,12664329,12669320,12670759,12668055,12668492,12671316,,,12645032,12668428,,12667641,12648607,12644163,12666647,12669307,12649029,12644761,12667439,12669471,12663759,12679366,12674385,12663902,12664485,12640785,12635717,12652663
12648845,12645827,12664590,12667797,12667774,12668433,,12669274,12664853,12667521,12649425,12644797,12664347,12669744,12670897,12668088,12668520,12671390,,,12645032,12668436,,12667659,12648607,12644176,12666757,12669320,12649034,12644764,12667457,12669486,12663777,12680038,12674467,12664035,12664541,12640787,12635717,12652839
12648850,12645829,12664633,12667802,12667833,12668648,,12669289,12664889,12667536,12649435,12644797,12664370,12669762,12671150,12668198,12668533,12671464,,,12645045,12668451,,12667718,12648620,12644181,12666928,12669430,12649044,12644774,12667493,12669499,12663800,12680066,12674518,12664122,12664618,12640792,12635722,12652844
12648868,12645837,12664669,12667820,12667876,12668671,,12669292,12664894,12667580,12649438,12644807,12664429,12669941,12671211,12668267,12668538,12671579,,,12645047,12668663,,12667886,12648625,12644189,12666951,12669458,12649047,12644774,12667536,12669517,12663851,12680590,12674531,12664421,12664641,12640795,12635722,12652939
12648868,12645837,12664674,12667825,12667973,12668732,,12669343,12664922,12667779,12649443,12644843,12664459,12670010,12671395,12668369,12668653,12671597,,,12645050,12668666,,12667940,12648638,12644191,12667081,12669463,12649049,12644779,12667572,12669545,12663900,12680940,12674587,12664600,12664661,12640800,12635727,12653077
12648886,12645837,12664797,12667858,12668004,12668750,,12669371,12664945,12667886,12649443,12644858,12664467,12670015,12671464,12668372,12668750,12671643,,,12645073,12668730,,12667950,12648648,12644199,12667117,12669468,12649052,12644779,12667623,12669629,12663933,12680994,12674845,12664638,12664720,12640800,12635727,12653087
12648901,12645845,12664835,12667866,12668152,12668809,,12669514,12665042,12668027,12649448,12644866,12664523,12670255,12671513,12668451,12668801,12671722,,,12645078,12668740,,12667981,12648648,12644204,12667135,12669504,12649057,12644784,12667672,12669706,12664007,12681326,12675034,12664799,12664743,12640805,12635730,12653767
12648919,12645850,12664868,12667879,12668216,12668814,,12669698,12665042,12668165,12649461,12644866,12664541,12670549,12671638,12668579,12668911,12671753,,,12645096,12668758,,12668009,12648656,12644209,12667135,12669563,12649057,12644784,12667815,12669808,12664038,12681459,12675167,12664820,12664766,12640805,12635730,12654084
12648932,12645855,12664889,12667999,12668216,12668827,,12669729,12665047,12668344,12649463,12644879,12664587,12670672,12671891,12668592,12668916,12672006,,,12645106,12668870,,12668101,12648674,12644209,12667393,12669624,12649075,12644789,12667838,12669818,12664040,12682146,12675172,12664840,12664899,12640810,12635732,12654104
12648932,12645860,12664991,12668027,12668257,12668888,,12669739,12665405,12668520,12649463,12644899,12664615,12670682,12671906,12669031,12669187,12672139,,,12645109,12669077,,12668137,12648689,12644212,12667424,12669642,12649080,12644789,12668055,12669895,12664068,,12675287,12664848,12664968,12640810,12635735,12654549
12648937,12645865,12665019,12668027,12668272,12669123,,12669762,12665428,12668676,12649466,12644899,12664748,12671004,12671965,12669259,12669312,12672213,,,12645142,12669246,,12668436,12648694,12644232,12667554,12669647,12649085,12644797,12668083,12669931,12664076,,12675397,12664983,12664978,12640813,12635740,12654679
12648947,12645873,12665103,12668152,12668336,12669297,,12669877,12665438,12668694,12649476,12644932,12664876,12671165,12672001,12669458,12669361,12672259,,,12645155,12669361,,12668441,12648707,12644240,12667595,12669862,12649093,12644802,12668091,12669951,12664232,,12675397,12665170,12665011,12640813,12635740,12654748
12648947,12645878,12665157,12668180,12668385,12669310,,12669992,12665525,12668842,12649481,12644935,12664876,12671198,12672044,12669476,12669481,12672333,,,12645157,12669535,,12668446,12648712,12644242,12667636,12669908,12649098,12644820,12668124,12669964,12664383,,12675420,12665364,12665042,12640815,12635740,12655676
12648947,12645883,12665379,12668234,12668487,12669417,,12670005,12665750,12668893,12649489,12644940,12664932,12671229,12672052,12669563,12669688,12672356,,,12645160,12669550,,12668492,12648717,12644245,12667682,12670023,12649108,12644820,12668170,12670084,12664467,,12675678,12665374,12665060,12640818,12635740,12656039
12648952,12645883,12665507,12668395,12668548,12669425,,12670051,12665765,12668957,12649504,12644940,12664960,12671306,12672080,12669637,12669706,12672430,,,12645170,12669624,,12668538,12648735,12644245,12667733,12670028,12649118,12644820,12668331,12670097,12664472,,12675847,12665433,12665096,12640823,12635740,12659798
12648955,12645883,12665604,12668405,12668551,12669440,,12670061,12665837,12669100,12649530,12644945,12664963,12671367,12672113,12669642,12669882,12672440,,,12645175,12669757,,12668648,12648740,12644250,12667802,12670148,12649121,12644825,12668413,12670102,12664682,,12676036,12665507,12665234,12640823,12635745,12659831
12648960,12645883,12666192,12668822,12668592,12669471,,12670112,12665852,12669187,12649535,12644950,12664983,12671380,12672361,12669655,12669928,12672683,,,12645188,12669859,,12668740,12648745,12644250,12667802,12670181,12649121,12644825,12668543,12670153,12664697,,12676105,12665558,12665282,12640823,12635745,12664030
12648960,12645888,12666233,12668824,12668676,12669509,,12670263,12666095,12669274,12649535,12644950,12665057,12671497,12672507,12669762,12669987,12672709,,,12645188,12669997,,12668783,12648748,12644250,12667815,12670370,12649121,12644840,12668607,12670299,12664825,,12676141,12665561,12665303,12640823,12635745,12695297
12648965,12645898,12666279,12668855,12668722,12669614,,12670383,12666164,12669494,12649545,12644953,12665167,12671518,12672936,12669900,12669995,12672729,,,12645193,12670153,,12668837,12648753,12644255,12667861,12670378,12649136,12644843,12668643,12670373,12664868,,12676343,12665852,12665318,12640828,12635753,12697035
12648983,12645919,12666284,12668860,12668750,12669739,,12670432,12666256,12669527,12649553,12644953,12665185,12671528,12672944,12669969,12670002,12672783,,,12645193,12670163,,12668870,12648753,12644268,12667963,12670419,12649136,12644848,12668704,12670621,12664889,,12676463,12665870,12665331,12640828,12635753,12707615
12648988,12645921,12666335,12668883,12668755,12669831,,12670511,12666358,12669532,12649553,12644958,12665216,12671556,12672977,12670010,12670033,12673077,,,12645193,12670207,,12668929,12648758,12644283,12668032,12670429,12649141,12644866,12668870,12670636,12665055,,12676514,12665906,12665369,12640828,12635753,12710748
12648988,12645942,12666389,12669187,12668786,12669867,,12670667,12666417,12669555,12649553,12644963,12665387,12671855,12673041,12670161,12670041,12673202,,,12645201,12670212,,12668952,12648766,12644286,12668083,12670521,12649149,12644866,12668929,12670718,12665121,,12676593,12665995,12665382,12640828,12635755,12710942
12648998,12645952,12666583,12669292,12668809,12669885,,12670782,12666537,12669578,12649558,12644968,12665548,12671896,12673138,12670360,12670171,12673225,,,12645216,12670258,,12668965,12648768,12644324,12668188,12670547,12649167,12644871,12669118,12670792,12665336,,12676851,12666113,12665395,12640828,12635758,12711617
12649039,12645957,12666601,12669310,12668819,12669946,,12671040,12666772,12669900,12649563,12644976,12665745,12671906,12673409,12670488,12670189,12673399,,,12645221,12670360,,12668970,12648776,12644337,12668477,12670690,12649172,12644871,12669154,12670907,12665382,,12677025,12666141,12665461,12640833,12635758,12711801
12649052,12645957,12666739,12669376,12668865,12669959,,12671055,12666780,12669903,12649563,12644991,12665796,12672034,12673447,12670511,12670258,12673506,,,12645221,12670705,,12669044,12648781,12644350,12668487,12670695,12649177,12644879,12669233,12671022,12665443,,12677426,12666151,12665464,12640833,12635758,12711947
12649052,12645970,12666997,12669522,12668919,12669982,,12671160,12666836,12669908,12649568,12644999,12665811,12672044,12673726,12670580,12670378,12673585,,,12645226,12670713,,12669072,12648786,12644352,12668645,12670713,12649187,12644894,12669325,12671086,12665650,,12677682,12666261,12665489,12640836,12635763,12712008
12649052,12645975,12667084,12669647,12669021,12670038,,12671349,12667056,12670028,12649573,12645009,12665837,12672075,12673810,12670746,12670424,12673644,,,12645234,12670935,,12669118,12648786,12644352,12668755,12670756,12649203,12644899,12669785,12671086,12665671,,12677725,12666384,12665510,12640838,12635763,12712041
12649062,12645975,12667117,12669678,12669146,12670046,,12671487,12667130,12670171,12649594,12645009,12666054,12672164,12674035,12670751,12670424,12673703,,,12645244,12671221,,12669192,12648799,12644375,12668763,12670761,12649205,12644902,12669859,12671114,12665750,,12677889,12666427,12665599,12640841,12635763,12712184
12649088,12645980,12667227,12669724,12669274,12670084,,12671768,12667191,12670365,12649609,12645022,12666082,12672320,12674109,12670751,12670483,12673728,,,12645249,12671359,,12669532,12648809,12644383,12668783,12670833,12649218,12644922,12669862,12671362,12665773,,12677932,12666427,12665709,12640841,12635763,12713467
12649088,12645988,12667480,12669734,12669297,12670194,,12671814,12667457,12670409,12649609,12645032,12666233,12672448,12674137,12670828,12670603,12673764,,,12645262,12671431,,12669583,12648814,12644396,12668791,12670874,12649223,12644930,12669941,12671431,12665778,,12678349,12666440,12665709,12640846,12635768,12714507
12649090,12645988,12667503,12669834,12669310,12670240,,12671891,12667475,12670715,12649624,12645032,12666251,12672476,12674140,12670838,12670654,12673994,,,12645262,12671584,,12669757,12648817,12644403,12668837,12670930,12649233,12644940,12670222,12671633,12666008,,12678566,12666504,12665778,12640851,12635768,12716153
12649093,12645988,12667559,12669854,12669440,12670258,,12671973,12667687,12670723,12649627,12645040,12666414,12672476,12674145,12671078,12670736,12674063,,,12645270,12671684,,12669765,12648822,12644406,12669264,12670976,12649236,12644950,12670383,12671638,12666082,,12678722,12666527,12665857,12640851,12635773,12718747
12649098,12645988,12667861,12669905,12669486,12670294,,12672080,12667733,12670802,12649632,12645050,12666519,12672512,12674219,12671129,12670843,12674211,,,12645280,12671722,,12669770,12648822,12644416,12669292,12671183,12649246,12644953,12670457,12671924,12666105,,12679284,12666593,12665929,12640854,12635773,12721829
12649098,12645990,12667889,12669931,12669614,12670337,,12672108,12667733,12670815,12649637,12645055,12666529,12672530,12674434,12671385,12670871,12674270,,,12645293,12671789,,12669867,12648827,12644452,12669330,12671247,12649249,12644958,12670534,12671960,12666159,,12680457,12666831,12665944,12640856,12635776,12722902
12649108,12645993,12668073,12669959,12669701,12670465,,12672172,12667797,12670823,12649637,12645055,12666555,12672555,12674536,12671495,12670871,12674600,,,12645313,12671929,,12670590,12648860,12644467,12669412,12671385,12649256,12644973,12670636,12672039,12666317,,12681763,12666859,12665998,12640864,12635778,12724203
12649111,12645998,12668091,12670056,12669928,12670667,,12672272,12668050,12670856,12649645,12645060,12666565,12672647,12674648,12671538,12670884,12674638,,,12645336,12671929,,12670593,12648881,12644470,12669716,12671390,12649259,12644973,12670869,12672057,12666348,,,12666910,12666064,12640864,12635781,12727640
12649116,12645998,12668224,12670388,12669982,12670669,,12672274,12668142,12670894,12649645,12645065,12666596,12672954,12674748,12671725,12670920,12674717,,,12645336,12671955,,12670608,12648896,12644472,12669818,12671490,12649269,12644973,12670876,12672080,12666368,,,12666989,12666077,12640864,12635781,12730426
12649116,12645998,12668387,12670388,12670107,12670764,,12672305,12668147,12670963,12649655,12645068,12666642,12673120,12674753,12671725,12670925,12675065,,,12645344,12672016,,12670994,12648914,12644475,12669826,12671536,12649274,12644976,12671030,12672144,12666407,,,12667125,12666115,12640869,12635781,12733825
12649121,12646003,12668528,12670626,12670171,12670777,,12672410,12668221,12671183,12649660,12645078,12667199,12673289,12674950,12671904,12670989,12675126,,,12645346,12672254,,12671142,12648914,12644485,12669836,,12649274,12644976,12671239,12672325,12666412,,,12667153,12666118,12640869,12635786,12736452
12649134,12646006,12668556,12670705,12670253,12671073,,12672443,12668234,12671431,12649673,12645088,12667319,12673345,12674988,12672006,12671206,12675149,,,12645349,12672277,,12671188,12648914,12644490,12669839,,12649282,12644978,12671265,12672453,12666486,,,12667181,12666299,12640869,12635786,12736697
12649136,12646008,12668561,12670769,12670263,12671104,,12672453,12668538,12671436,12649683,12645096,12667380,12673358,12675300,12672057,12671224,12675231,,,12645372,12672323,,12671270,12648932,12644490,12669895,,12649282,12644978,12671357,12672512,12666491,,,12667268,12666315,12640874,12635786,12739429
12649141,12646011,12668681,12670874,12670618,12671270,,12672466,12668579,12671832,12649683,12645096,12667416,12673465,12675310,12672062,12671290,12675369,,,12645400,12672338,,12671308,12648947,12644493,12670025,,12649292,12644986,12671372,12672558,12666877,,,12667286,12666473,12640874,12635786,12739516
12649149,12646013,12668832,12670912,12670631,12671354,,12672489,12668663,12671840,12649683,12645096,12667429,12673511,12675384,12672203,12671331,12675507,,,12645400,12672356,,12671344,12648965,12644503,12670084,,12649302,12645004,12671449,12672599,12666918,,,12667296,12666483,12640879,12635791,12739621
12649154,12646026,12668983,12671191,12670715,12671487,,12672509,12668712,12671850,12649683,12645119,12667457,12673649,12675387,12672213,12671515,12675515,,,12645405,12672617,,12671354,12648973,12644513,12670107,,12649305,12645009,12671965,12672609,12667002,,,12667301,12666616,12640882,12635794,12740119
12649157,12646026,12669100,12671206,12670815,12671671,,12672563,12668806,12671860,12649688,12645124,12667475,12673667,12675438,12672471,12671630,12675540,,,12645418,12672701,,12671380,12648980,12644513,12670115,,12649305,12645045,12672162,12672673,12667020,,,12667403,12666721,12640882,12635794,12740791
12649157,12646031,12669315,12671257,12670828,12671676,,12672637,12668998,12672057,12649691,12645129,12667480,12673810,12675448,12672522,12671817,12675614,,,12645418,12672706,,12671699,12648983,12644516,12670117,,12649310,12645055,12672249,12672747,12667038,,,12667513,12666754,12640887,12635796,12742810
12649164,12646031,12669348,12671372,12670925,12671712,,12672673,12669049,12672103,12649691,12645132,12667554,12673879,12675466,12672540,12671845,12675676,,,12645423,12672903,,12671835,12648988,12644518,12670225,,12649318,12645070,12672305,12672770,12667158,,,12667595,12666803,12640887,12635799,12744512
12649180,12646031,12669384,12671403,12671183,12671768,,12672691,12669090,12672167,12649693,12645142,12667577,12674270,12675502,12672683,12672080,12675706,,,12645428,12673000,,12672067,12648993,12644518,12670240,,12649328,12645078,12672494,12672780,12667278,,,12667674,12666859,12640892,12635799,12745284
12649187,12646034,12669402,12671523,12671487,12671881,,12672780,12669141,12672586,12649696,12645147,12667889,12674334,12675793,12672931,12672233,12675806,,,12645428,12673243,,12672075,12649016,12644526,12670240,,12649333,12645088,12673000,12672821,12667406,,,12667922,12666869,12640892,12635799,12745731
12649190,12646034,12669586,12671551,12671515,12671896,,12672780,12669164,12672614,12649696,12645147,12667999,12674367,12676123,12672941,12672233,12675972,,,12645428,12673299,,12672190,12649016,12644549,12670294,,12649338,12645091,12673069,12672829,12667457,,,12667940,12666897,12640897,12635809,12746017
12649190,12646044,12669637,12671817,12671523,12671919,,12672885,12669330,12672719,12649701,12645157,12668147,12674536,12676133,12672944,12672366,12676046,,,12645431,12673345,,12672374,12649029,12644562,12670439,,12649343,12645096,12673524,12672908,12667470,,,12667968,12667071,12640897,12635809,12747083
12649200,12646044,12669767,12671832,12671579,12671919,,12672944,12669402,12672757,12649706,12645160,12668180,12675065,12676210,12672987,12672440,12676123,,,12645446,12673465,,12672479,12649039,12644577,12670590,,12649348,12645116,12673593,12673028,12667659,,,12668055,12667388,12640905,12635817,12748959
12649200,12646052,12670112,12671919,12671786,12672305,,12673100,12669471,12673010,12649706,12645170,12668216,12675075,12676220,12673015,12672548,12676207,,,12645451,12673590,,12672507,12649044,12644582,12670613,,12649366,12645124,12673884,12673059,12667702,,,12668188,12667421,12640910,12635819,12756061
12649218,12646054,12670176,12672034,12671832,12672315,,12673166,12669486,12673082,12649719,12645170,12668226,12675341,12676478,12673161,12672568,12676312,,,12645456,12673598,,12672525,12649052,12644585,12670705,,12649371,12645129,12673889,12673202,12667723,,,12668323,12667580,12640910,12635819,12757926
12649231,12646057,12670202,12672103,12671973,12672315,,12673176,12669527,12673174,12649719,12645185,12668454,12675346,12676639,12673741,12672624,12676662,,,12645459,12673639,,12672673,12649052,12644585,12670738,,12649374,12645134,12674040,12673442,12667733,,,12668431,12667633,12640910,12635819,12763050
12649233,12646057,12670258,12672121,12672001,12672435,,12673404,12669532,12673381,12649724,12645193,12668464,12675443,12676874,12673828,12672647,12676744,,,12645464,12673662,,12672678,12649057,12644595,12670746,,12649389,12645134,12674150,12673465,12667835,,,12668525,12667654,12640910,12635822,12766280
12649241,12646072,12670493,12672190,12672195,12672458,,12673593,12669573,12673534,12649729,12645193,12668676,12675724,12676877,12673828,12672977,12676767,,,12645474,12673741,,12672709,12649070,12644600,12670907,,12649397,12645142,12674227,12673621,12667843,,,12668579,12667654,12640910,12635832,12769117
12649246,12646072,12670572,12672387,12672195,12672683,,12673749,12669601,12673626,12649755,12645208,12668686,12675765,12676938,12673851,12673013,12676864,,,12645474,12673851,,12672709,12649075,12644605,12670930,,12649397,12645142,12674487,12673805,12667927,,,12668653,12667654,12640915,12635832,12770216
12649251,12646072,12670930,12672816,12672223,12672824,,12673920,12669688,12673976,12649757,12645211,12668740,12676537,12677094,12673869,12673092,12677199,,,12645474,12673920,,12672714,12649085,12644618,12670976,,12649402,12645147,12674549,12674058,12667935,,,12668875,12667853,12640915,12635832,12772567
12649259,12646072,12670943,12672921,12672430,12672824,,12674091,12669785,12674114,12649760,12645211,12668773,12676583,12677301,12673948,12673225,12677421,,,12645479,12673974,,12672719,12649090,12644628,12671022,,12649412,12645165,12674812,12674066,12668050,,,12669067,12668160,12640920,12635832,12772838
12649264,12646080,12671063,12673064,12672512,12672893,,12674142,12669857,12674303,12649770,12645221,12668791,12676593,12677462,12674022,12673286,12677646,,,12645487,12674132,,12672742,12649098,12644631,12671040,,12649425,12645183,12674827,12674096,12668050,,,12669082,12668193,12640920,12635837,12775020
12649264,12646090,12671101,12673253,12672599,12672931,,12674201,12669859,12674674,12649770,12645224,12668870,12676695,12677899,12674398,12673608,12677664,,,12645497,12674163,,12672760,12649098,12644641,12671408,,12649430,12645188,12675323,12674237,12668257,,,12669190,12668262,12640925,12635837,12777773
12649269,12646095,12671275,12673488,12672867,12673023,,12674260,12669995,12674697,12649775,12645226,12668870,12676708,12678213,12674426,12673639,12677692,,,12645502,12674270,,12672760,12649103,12644654,12671426,,12649443,12645188,12675535,12674283,12668272,,,12669297,12668520,12640925,12635842,12779495
12649274,12646108,12671707,12673511,12673005,12673036,,12674367,12670056,12674707,12649780,12645234,12668883,12676785,12678364,12674564,12673810,12677761,,,12645505,12674280,,12673041,12649108,12644659,,,12649453,12645193,12675663,12674375,12668280,,,12669384,12668638,12640925,12635842,12779886
12649277,12646113,12671776,12673672,12673056,12673143,,12674380,12670079,12674771,12649793,12645234,12668937,12676897,12678857,12674564,12673884,12677761,,,12645505,12674311,,12673087,12649108,12644664,,,12649456,12645193,12675663,12674556,12668313,,,12669468,12668648,12640925,12635842,12781161
12649277,12646113,12671975,12673736,12673074,12673184,,12674413,12670166,12676049,12649798,12645239,12668947,12677365,12678893,12674600,12674071,12678055,,,12645510,12674375,,12673248,12649113,12644664,,,12649458,12645211,12675837,12674597,12668387,,,12669578,12668776,12640930,12635845,12783239
12649282,12646113,12672839,12673754,12673092,12673202,,12674541,12670301,12676588,12649816,12645249,12669100,12677587,12679011,12674735,12674464,12678124,,,12645510,12674444,,12673266,12649126,12644674,,,12649463,12645216,12676059,12674610,12668579,,,12669634,12668799,12640930,12635847,12784407
12649292,12646113,12673008,12673759,12673097,12673230,,12674794,12670355,,12649816,12645249,12669113,12677661,,12674758,12674541,12678556,,,12645515,12674444,,12673322,12649131,12644682,,,12649479,12645221,12676427,12674697,12668735,,,12669655,12668906,12640933,12635850,12788368
12649295,12646113,12673161,12673769,12673120,12673243,,12674835,12670406,,12649824,12645249,12669402,12677927,,12674863,12674648,12678576,,,12645530,12674505,,12673368,12649131,12644682,,,12649494,12645226,12679407,12674794,12668814,,,12669660,12668960,12640933,12635850,12790581
12649305,12646118,12673199,12673935,12673253,12673452,,12674904,12670447,,12649824,12645252,12669430,12677955,,12674945,12674960,12678694,,,12645533,12674528,,12673562,12649144,12644687,,,12649499,12645229,12679453,12674817,12668855,,,12669734,12668983,12640938,12635850,12793372
12649305,12646121,12673212,12673961,12673337,12673593,,12674914,12670506,,12649826,12645262,12669440,12677973,,12674955,12675134,12679080,,,12645533,12674559,,12673690,12649154,12644687,,,12649507,12645231,12681740,12674845,12669008,,,12669747,12668998,12640943,12635855,12793750
12649310,12646123,12673230,12674178,12673514,12673598,,12674940,12670544,,12649844,12645285,12669496,12677976,,12674960,12675359,12679095,,,12645533,12674587,,12673695,12649162,12644687,,,12649517,12645234,,12675124,12669108,,,12669821,12669039,12640948,12635860,12797862
12649315,12646136,12673432,12674421,12673557,12673636,,12674960,12670677,,12649844,12645285,12669517,12678088,,12674996,12675627,12679220,,,12645538,12674610,,12673805,12649162,12644692,,,12649522,12645239,,12675218,12669182,,,12669821,12669098,12640948,12635865,12805912
