0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1920},0-BINSEARCH[56](1935){1984},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1568},0-BINSEARCH[56](1935){1680},0-BINSEARCH[56](1935){1736},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792}
14136316,14133559,14134244,14137921,14132943,14134783,14138243,14138215,14134990,14146656,14142534,14143224,14138358,14146960,14147259,14147241,14147461,14137681,14142577,14145851,14143832,14135340,14148435
14136324,14133564,14134251,14137934,14132948,14134788,14138266,14138238,14135059,14146656,14142534,14143229,14138361,14146965,14147269,14147259,14147489,14137686,14142585,14145851,14143858,14135363,14148450
14136334,14133592,14134267,14137934,14132948,14134801,14138320,14138243,14135064,14146684,14142547,14143229,14138363,14146965,14147272,14147277,14147507,14137694,14142590,14145864,14143868,14135363,14148450
14136334,14133597,14134305,14137954,14132981,14134852,14138343,14138251,14135087,14146692,14142552,14143234,14138371,14146988,14147305,14147277,14147507,14137696,14142616,14145869,14143873,14135378,14148450
14136337,14133625,14134310,14137962,14132999,14134893,14138358,14138261,14135138,14146702,14142570,14143237,14138376,14146988,14147318,14147277,14147520,14137699,14142621,14145874,14143896,14135381,14148481
14136342,14133633,14134313,14137972,14133004,14134898,14138358,14138284,14135141,14146702,14142598,14143257,14138404,14146988,14147359,14147282,14147535,14137722,14142623,14145884,14143906,14135394,14148483
14136344,14133648,14134336,14137975,14133022,14134898,14138399,14138284,14135179,14146715,14142598,14143262,14138404,14146991,14147369,14147290,14147553,14137724,14142626,14145889,14143909,14135404,14148514
14136347,14133656,14134369,14137977,14133035,14134903,14138440,14138317,14135179,14146717,14142603,14143275,14138409,14147019,14147374,14147300,14147581,14137727,14142659,14145897,14143947,14135427,14148519
14136365,14133656,14134405,14137985,14133040,14134944,14138445,14138330,14135217,14146725,14142608,14143280,14138427,14147029,14147377,14147300,14147612,14137732,14142687,14145905,14144034,14135465,14148519
14136370,14133669,14134415,14138013,14133045,14134967,14138450,14138353,14135253,14146730,14142631,14143290,14138458,14147047,14147392,14147300,14147614,14137737,14142695,14145910,14144047,14135473,14148537
14136380,14133679,14134438,14138054,14133063,14134967,14138450,14138363,14135294,14146738,14142639,14143293,14138463,14147055,14147392,14147300,14147658,14137755,14142695,14145912,14144062,14135557,14148550
14136385,14133684,14134481,14138064,14133063,14134972,14138453,14138371,14135368,14146738,14142687,14143298,14138473,14147057,14147397,14147310,14147683,14137783,14142700,14145920,14144075,14135565,14148588
14136385,14133697,14134517,14138072,14133076,14134977,14138514,14138371,14135427,14146748,14142690,14143308,14138486,14147111,14147397,14147333,14147724,14137783,14142705,14145920,14144090,14135565,14148639
14136416,14133702,14134558,14138090,14133086,14134990,14138524,14138376,14135450,14146753,14142692,14143311,14138496,14147134,14147407,14147346,14147732,14137796,14142705,14145933,14144098,14135575,14148670
14136416,14133707,14134581,14138090,14133091,14135000,14138532,14138389,14135465,14146753,14142705,14143313,14138504,14147172,14147433,14147346,14147750,14137796,14142728,14145943,14144126,14135588,14148698
14136421,14133707,14134604,14138092,14133109,14135023,14138532,14138404,14135483,14146766,14142705,14143321,14138524,14147180,14147443,14147346,14147755,14137814,14142741,14145953,14144126,14135598,14148795
14136439,14133735,14134617,14138110,14133122,14135046,14138537,14138407,14135524,14146776,14142713,14143354,14138529,14147193,14147453,14147351,14147755,14137814,14142746,14145956,14144131,14135603,14148810
14136449,14133738,14134650,14138136,14133127,14135049,14138593,14138422,14135524,14146781,14142718,14143359,14138552,14147208,14147466,14147351,14147765,14137819,14142754,14145966,14144136,14135621,14148826
14136462,14133748,14134665,14138151,14133127,14135092,14138593,14138453,14135547,14146789,14142723,14143372,14138552,14147218,14147471,14147354,14147811,14137824,14142759,14145976,14144136,14135639,14148831
14136485,14133758,14134668,14138154,14133132,14135120,14138606,14138458,14135547,14146807,14142738,14143390,14138560,14147236,14147522,14147369,14147811,14137829,14142769,14145981,14144154,14135647,14148877
14136495,14133761,14134714,14138156,14133132,14135120,14138611,14138519,14135552,14146817,14142746,14143431,14138560,14147249,14147538,14147379,14147824,14137834,14142774,14145989,14144208,14135675,14148951
14136500,14133776,14134737,14138159,14133137,14135151,14138647,14138519,14135555,14146830,14142756,14143469,14138565,14147254,14147548,14147387,14147829,14137842,14142779,14145994,14144208,14135723,14148956
14136503,14133799,14134778,14138164,14133145,14135169,14138662,14138537,14135570,14146840,14142756,14143487,14138588,14147262,14147558,14147392,14147837,14137847,14142815,14145997,14144259,14135754,14148961
14136513,14133807,14134778,14138215,14133155,14135207,14138670,14138568,14135580,14146840,14142759,14143490,14138598,14147264,14147563,14147392,14147844,14137847,14142815,14146002,14144272,14135759,14148964
14136513,14133822,14134783,14138233,14133155,14135248,14138670,14138568,14135593,14146840,14142769,14143505,14138634,14147267,14147563,14147402,14147852,14137852,14142823,14146004,14144292,14135767,14148969
14136518,14133822,14134834,14138233,14133163,14135248,14138670,14138573,14135598,14146858,14142792,14143518,14138639,14147272,14147566,14147407,14147875,14137860,14142833,14146012,14144297,14135777,14148971
14136536,14133832,14134839,14138238,14133163,14135253,14138690,14138578,14135657,14146871,14142802,14143561,14138685,14147287,14147568,14147415,14147885,14137870,14142848,14146012,14144300,14135777,14148994
14136536,14133835,14134847,14138246,14133173,14135276,14138698,14138583,14135657,14146871,14142815,14143574,14138734,14147313,14147581,14147433,14147888,14137875,14142851,14146017,14144300,14135813,14149002
14136546,14133840,14134895,14138256,14133188,14135276,14138708,14138588,14135662,14146881,14142828,14143579,14138739,14147315,14147589,14147502,14147893,14137883,14142884,14146030,14144305,14135836,14149030
14136554,14133855,14134898,14138266,14133191,14135286,14138729,14138598,14135690,14146881,14142846,14143582,14138754,14147328,14147604,14147507,14147926,14137883,14142884,14146035,14144315,14135838,14149043
14136564,14133878,14135008,14138269,14133191,14135299,14138729,14138598,14135800,14146886,14142856,14143615,14138772,14147338,14147607,14147507,14147936,14137893,14142894,14146040,14144325,14135856,14149053
14136592,14133878,14135008,14138271,14133196,14135309,14138731,14138619,14135833,14146904,14142856,14143620,14138772,14147341,14147609,14147512,14147944,14137893,14142907,14146043,14144325,14135864,14149053
14136595,14133891,14135023,14138271,14133206,14135317,14138739,14138624,14135836,14146909,14142879,14143620,14138800,14147351,14147640,14147535,14147949,14137898,14142930,14146045,14144333,14135869,14149094
14136600,14133891,14135036,14138279,14133224,14135332,14138744,14138629,14135869,14146909,14142884,14143658,14138818,14147356,14147645,14147535,14147959,14137908,14142940,14146048,14144346,14135900,14149099
14136633,14133891,14135059,14138279,14133229,14135396,14138777,14138675,14135892,14146909,14142889,14143671,14138841,14147374,14147673,14147543,14147967,14137934,14142961,14146063,14144364,14135900,14149148
14136636,14133896,14135059,14138297,14133229,14135399,14138782,14138675,14135938,14146909,14142902,14143676,14138849,14147382,14147686,14147563,14147972,14137939,14142963,14146073,14144369,14135902,14149153
14136638,14133904,14135059,14138307,14133242,14135432,14138790,14138693,14136002,14146924,14142917,14143681,14138864,14147402,14147701,14147576,14148044,14137949,14142971,14146076,14144397,14135923,14149163
14136638,14133914,14135064,14138315,14133283,14135437,14138808,14138767,14136012,14146937,14142920,14143689,14138867,14147415,14147714,14147581,14148046,14137952,14142971,14146081,14144402,14135930,14149181
14136641,14133924,14135064,14138330,14133283,14135445,14138808,14138780,14136109,14146945,14142938,14143697,14138872,14147420,14147722,14147586,14148064,14137967,14143007,14146091,14144430,14135984,14149204
14136646,14133924,14135072,14138366,14133288,14135460,14138813,14138780,14136122,14146945,14142940,14143717,14138877,14147428,14147732,14147591,14148082,14137970,14143007,14146104,14144458,14135989,14149237
14136651,14133932,14135087,14138394,14133288,14135468,14138844,14138790,14136186,14146955,14142940,14143748,14138877,14147456,14147737,14147594,14148082,14137972,14143009,14146104,14144471,14136191,14149255
14136651,14133960,14135092,14138394,14133293,14135468,14138846,14138813,14136206,14146960,14142943,14143750,14138877,14147502,14147737,14147604,14148100,14137980,14143022,14146112,14144486,14136214,14149268
14136664,14133960,14135100,14138399,14133293,14135473,14138877,14138813,14136265,14146963,14142948,14143753,14138910,14147530,14147747,14147617,14148128,14138008,14143027,14146114,14144522,14136270,14149268
14136702,14133965,14135110,14138427,14133298,14135478,14138882,14138818,14136319,14146965,14142953,14143786,14138913,14147543,14147747,14147627,14148138,14138013,14143027,14146122,14144522,14136273,14149296
14136738,14133973,14135118,14138440,14133298,14135483,14138895,14138821,14136329,14146988,14142961,14143799,14138915,14147543,14147750,14147645,14148143,14138023,14143030,14146137,14144532,14136283,14149319
14136751,14133973,14135125,14138440,14133298,14135524,14138915,14138821,14136388,14146988,14142966,14143809,14138928,14147548,14147750,14147668,14148146,14138026,14143032,14146150,14144535,14136288,14149334
14136753,14133973,14135133,14138468,14133298,14135529,14138918,14138841,14136411,14146996,14142968,14143809,14138928,14147614,14147755,14147673,14148151,14138031,14143035,14146155,14144535,14136306,14149342
14136753,14133988,14135146,14138473,14133303,14135534,14138956,14138849,14136411,14146996,14142981,14143850,14138938,14147614,14147760,14147686,14148156,14138031,14143040,14146168,14144540,14136311,14149375
14136756,14134011,14135164,14138481,14133311,14135547,14138969,14138882,14136452,14147001,14142994,14143855,14138946,14147627,14147768,14147691,14148169,14138044,14143040,14146186,14144548,14136311,14149375
14136758,14134024,14135184,14138496,14133316,14135570,14138984,14138905,14136600,14147006,14143007,14143858,14138946,14147635,14147778,14147696,14148197,14138049,14143050,14146209,14144563,14136319,14149393
14136804,14134042,14135217,14138499,14133321,14135598,14139005,14138910,14136605,14147006,14143007,14143865,14138969,14147668,14147814,14147737,14148197,14138064,14143058,14146214,14144563,14136321,14149406
14136804,14134052,14135225,14138509,14133326,14135601,14139015,14138928,14136618,14147009,14143022,14143878,14138974,14147704,14147816,14147750,14148225,14138064,14143068,14146219,14144581,14136324,14149416
14136807,14134057,14135225,14138514,14133331,14135621,14139015,14138956,14136618,14147011,14143022,14143878,14139002,14147706,14147829,14147750,14148243,14138067,14143081,14146247,14144591,14136344,14149426
14136812,14134057,14135238,14138537,14133334,14135629,14139020,14138974,14136623,14147019,14143027,14143886,14139015,14147719,14147834,14147778,14148243,14138077,14143086,14146255,14144617,14136347,14149426
14136812,14134075,14135263,14138550,14133334,14135631,14139038,14138992,14136643,14147029,14143027,14143896,14139015,14147745,14147847,14147829,14148276,14138090,14143096,14146273,14144617,14136388,14149439
14136830,14134088,14135266,14138555,14133352,14135639,14139066,14138997,14136656,14147039,14143035,14143901,14139015,14147755,14147857,14147834,14148289,14138100,14143101,14146275,14144622,14136411,14149439
14136830,14134098,14135271,14138570,14133352,14135649,14139081,14139002,14136661,14147039,14143040,14143909,14139071,14147765,14147857,14147834,14148294,14138110,14143109,14146280,14144640,14136413,14149449
14136835,14134116,14135279,14138583,14133357,14135654,14139135,14139002,14136669,14147052,14143045,14143914,14139071,14147824,14147867,14147839,14148312,14138128,14143132,14146283,14144655,14136431,14149462
14136835,14134121,14135340,14138588,14133362,14135667,14139143,14139002,14136735,14147057,14143050,14143914,14139071,14147898,14147870,14147842,14148317,14138128,14143137,14146283,14144732,14136457,14149475
14136848,14134131,14135345,14138593,14133367,14135680,14139153,14139005,14136748,14147057,14143055,14143927,14139074,14147908,14147870,14147865,14148330,14138133,14143147,14146283,14144734,14136467,14149500
14136853,14134154,14135358,14138611,14133367,14135695,14139163,14139010,14136758,14147060,14143058,14143927,14139076,14147921,14147875,14147875,14148335,14138133,14143155,14146288,14144760,14136495,14149526
14136853,14134157,14135363,14138644,14133380,14135718,14139176,14139020,14136794,14147098,14143058,14143947,14139079,14147939,14147883,14147883,14148345,14138146,14143160,14146288,14144765,14136500,14149526
14136858,14134157,14135391,14138647,14133395,14135726,14139186,14139066,14136802,14147098,14143060,14143952,14139112,14147944,14147885,14147888,14148348,14138156,14143175,14146293,14144775,14136503,14149536
14136858,14134162,14135391,14138652,14133398,14135749,14139191,14139071,14136840,14147103,14143073,14143998,14139135,14147957,14147885,14147931,14148350,14138156,14143178,14146298,14144775,14136508,14149564
14136881,14134172,14135404,14138652,14133403,14135754,14139204,14139107,14136840,14147103,14143091,14144011,14139153,14147962,14147893,14147939,14148371,14138159,14143183,14146301,14144798,14136518,14149572
14136886,14134182,14135409,14138662,14133421,14135754,14139217,14139112,14136853,14147106,14143091,14144034,14139158,14147967,14147898,14147944,14148376,14138164,14143188,14146301,14144821,14136523,14149600
14136891,14134195,14135422,14138680,14133439,14135772,14139222,14139148,14136894,14147106,14143091,14144034,14139158,14147990,14147903,14147952,14148381,14138164,14143193,14146306,14144854,14136610,14149605
14136891,14134203,14135455,14138698,14133444,14135777,14139245,14139150,14136909,14147111,14143119,14144052,14139158,14148013,14147944,14147957,14148386,14138174,14143193,14146306,14144862,14136620,14149623
14136894,14134208,14135483,14138698,14133446,14135777,14139268,14139181,14136914,14147121,14143122,14144062,14139171,14148023,14147944,14147975,14148386,14138174,14143193,14146326,14144862,14136638,14149628
14136927,14134208,14135501,14138703,14133459,14135808,14139278,14139181,14136978,14147124,14143129,14144067,14139176,14148023,14147957,14148013,14148432,14138179,14143214,14146326,14144877,14136661,14149687
14136927,14134218,14135519,14138706,14133467,14135818,14139347,14139196,14137083,14147126,14143137,14144067,14139186,14148041,14147967,14148013,14148440,14138182,14143216,14146344,14144880,14136682,14149751
14136950,14134241,14135519,14138726,14133477,14135856,14139352,14139235,14137098,14147144,14143142,14144095,14139191,14148044,14148000,14148023,14148450,14138205,14143216,14146357,14144885,14136692,14149774
14136950,14134259,14135583,14138744,14133482,14135879,14139352,14139240,14137106,14147149,14143150,14144098,14139199,14148082,14148005,14148036,14148450,14138223,14143221,14146362,14144893,14136702,14149789
14136950,14134264,14135611,14138762,14133482,14135887,14139373,14139278,14137121,14147157,14143160,14144098,14139217,14148097,14148008,14148046,14148468,14138225,14143257,14146365,14144893,14136725,14149807
14136968,14134267,14135629,14138767,14133485,14135902,14139401,14139291,14137134,14147162,14143160,14144116,14139217,14148097,14148008,14148049,14148473,14138233,14143270,14146370,14144898,14136743,14149820
14136968,14134277,14135667,14138772,14133487,14135902,14139406,14139327,14137142,14147167,14143165,14144116,14139227,14148100,14148008,14148049,14148506,14138238,14143285,14146380,14144908,14136776,14149858
14136981,14134282,14135670,14138790,14133490,14135951,14139411,14139342,14137144,14147170,14143193,14144121,14139240,14148118,14148013,14148059,14148529,14138243,14143288,14146388,14144908,14136784,14149871
14136996,14134282,14135685,14138841,14133515,14136030,14139411,14139355,14137157,14147170,14143196,14144121,14139255,14148123,14148059,14148064,14148542,14138248,14143293,14146390,14144936,14136784,14149912
14136996,14134287,14135718,14138849,14133541,14136038,14139411,14139360,14137170,14147175,14143201,14144136,14139255,14148151,14148064,14148064,14148547,14138266,14143298,14146390,14144936,14136789,14149927
14137004,14134305,14135721,14138849,14133546,14136040,14139424,14139375,14137208,14147190,14143201,14144144,14139260,14148151,14148072,14148067,14148565,14138274,14143316,14146403,14144972,14136807,14149935
14137037,14134323,14135726,14138864,14133546,14136063,14139467,14139378,14137234,14147190,14143221,14144144,14139291,14148169,14148072,14148074,14148596,14138294,14143331,14146408,14144992,14136812,14149945
14137037,14134328,14135741,14138872,14133556,14136081,14139472,14139383,14137244,14147190,14143229,14144149,14139301,14148184,14148072,14148090,14148634,14138302,14143339,14146411,14144995,14136822,14149950
14137042,14134338,14135754,14138920,14133564,14136117,14139513,14139388,14137249,14147218,14143247,14144149,14139301,14148187,14148077,14148105,14148634,14138307,14143339,14146411,14145051,14136825,14149996
14137052,14134341,14135818,14138923,14133574,14136135,14139557,14139393,14137323,14147226,14143252,14144154,14139306,14148189,14148082,14148115,14148634,14138317,14143344,14146436,14145054,14136830,14149996
14137060,14134364,14135823,14138923,14133577,14136137,14139559,14139401,14137331,14147231,14143257,14144157,14139337,14148202,14148133,14148123,14148639,14138317,14143349,14146441,14145064,14136835,14150001
14137065,14134364,14135831,14138928,14133579,14136145,14139600,14139411,14137341,14147236,14143260,14144159,14139355,14148210,14148136,14148141,14148680,14138320,14143349,14146462,14145079,14136848,14150004
14137073,14134366,14135856,14138928,14133582,14136145,14139600,14139421,14137341,14147249,14143262,14144159,14139357,14148220,14148138,14148146,14148680,14138322,14143352,14146462,14145092,14136873,14150024
14137093,14134369,14135864,14138928,14133582,14136155,14139608,14139434,14137364,14147249,14143265,14144172,14139360,14148233,14148138,14148161,14148690,14138335,14143357,14146472,14145102,14136876,14150045
14137101,14134374,14135874,14138951,14133587,14136155,14139613,14139444,14137374,14147249,14143270,14144177,14139375,14148238,14148146,14148161,14148693,14138335,14143395,14146477,14145143,14136899,14150055
14137111,14134382,14135938,14138951,14133587,14136168,14139651,14139457,14137382,14147254,14143275,14144182,14139388,14148261,14148151,14148174,14148693,14138340,14143408,14146477,14145156,14136909,14150065
