0-BINSEARCH[56](2042){1},0-BINSEARCH[56](2042){4095},0-BINSEARCH[56](2042){2048},0-BINSEARCH[56](2042){1792},0-BINSEARCH[56](2042){1920},0-BINSEARCH[56](2042){1},0-BINSEARCH[56](2042){4095},0-BINSEARCH[56](2042){2048},0-BINSEARCH[56](2042){1792},0-BINSEARCH[56](2042){1920},0-BINSEARCH[56](2042){1856},0-BINSEARCH[56](2042){1888},0-BINSEARCH[56](2042){1904},0-BINSEARCH[56](2042){1896},0-BINSEARCH[56](2042){1892},0-BINSEARCH[56](2042){1892},0-BINSEARCH[56](2042){1894},0-BINSEARCH[56](2042){1894},0-BINSEARCH[56](2042){1895},0-BINSEARCH[56](2042){1895},0-BINSEARCH[56](2042){1894}
14161688,14159554,14162866,14164499,14164146,14163479,14159707,14155005,14164918,14156004,14166515,14167760,14155593,14157016,14160709,14166298,14160451,14165861,14159186,14156924,14155529
14161688,14159559,14162871,14164499,14164164,14163482,14159707,14155005,14164946,14156004,14166518,14167760,14155608,14157021,14160709,14166303,14160456,14165866,14159191,14156927,14155534
14161693,14159559,14162871,14164504,14164182,14163482,14159707,14155028,14164946,14156022,14166533,14167765,14155616,14157029,14160709,14166303,14160456,14165866,14159199,14156937,14155544
14161693,14159559,14162876,14164504,14164195,14163487,14159720,14155038,14164951,14156035,14166536,14167770,14155621,14157039,14160714,14166303,14160461,14165879,14159201,14156942,14155547
14161703,14159567,14162876,14164509,14164205,14163492,14159720,14155056,14164954,14156035,14166536,14167770,14155631,14157062,14160717,14166303,14160461,14165884,14159204,14156960,14155557
14161711,14159567,14162894,14164514,14164210,14163497,14159720,14155056,14164964,14156040,14166546,14167775,14155634,14157070,14160719,14166308,14160461,14165889,14159209,14156960,14155557
14161711,14159582,14162899,14164514,14164210,14163497,14159720,14155069,14164969,14156053,14166551,14167783,14155636,14157085,14160722,14166308,14160461,14165894,14159209,14156960,14155562
14161716,14159582,14162912,14164517,14164223,14163510,14159728,14155069,14164972,14156053,14166556,14167783,14155636,14157088,14160727,14166311,14160461,14165897,14159219,14156965,14155567
14161716,14159587,14162917,14164519,14164228,14163520,14159728,14155069,14164982,14156068,14166564,14167793,14155654,14157098,14160727,14166316,14160464,14165925,14159222,14156965,14155575
14161716,14159590,14162932,14164522,14164233,14163520,14159733,14155074,14164987,14156068,14166564,14167793,14155657,14157116,14160727,14166321,14160469,14165925,14159232,14156968,14155585
14161721,14159590,14162950,14164555,14164236,14163520,14159735,14155074,14164987,14156068,14166574,14167801,14155664,14157126,14160727,14166336,14160469,14165930,14159237,14156978,14155585
14161721,14159592,14162958,14164560,14164238,14163520,14159738,14155074,14165002,14156081,14166574,14167808,14155667,14157134,14160732,14166339,14160474,14165930,14159255,14156983,14155603
14161726,14159595,14162958,14164563,14164241,14163523,14159738,14155079,14165005,14156081,14166584,14167811,14155677,14157139,14160732,14166339,14160479,14165940,14159260,14156983,14155613
14161726,14159600,14162958,14164563,14164246,14163538,14159743,14155087,14165015,14156086,14166597,14167821,14155682,14157144,14160732,14166344,14160479,14165945,14159268,14156988,14155613
14161734,14159600,14162963,14164573,14164246,14163543,14159743,14155092,14165025,14156086,14166602,14167826,14155705,14157144,14160732,14166344,14160484,14165948,14159273,14156993,14155616
14161734,14159605,14162963,14164573,14164256,14163543,14159748,14155115,14165025,14156086,14166605,14167834,14155705,14157149,14160737,14166349,14160484,14165953,14159283,14156996,14155621
14161734,14159610,14162968,14164573,14164259,14163546,14159751,14155115,14165041,14156091,14166612,14167834,14155736,14157149,14160747,14166367,14160484,14165966,14159283,14157001,14155626
14161739,14159618,14162973,14164578,14164274,14163546,14159753,14155115,14165043,14156104,14166620,14167844,14155741,14157149,14160747,14166372,14160489,14165966,14159283,14157006,14155626
14161744,14159628,14162976,14164583,14164279,14163548,14159761,14155115,14165056,14156104,14166633,14167872,14155741,14157175,14160750,14166372,14160492,14165966,14159288,14157006,14155644
14161744,14159633,14162981,14164586,14164287,14163551,14159771,14155120,14165071,14156114,14166643,14167880,14155764,14157177,14160750,14166377,14160492,14165994,14159296,14157006,14155644
14161744,14159638,14162986,14164586,14164289,14163561,14159779,14155120,14165079,14156124,14166643,14167880,14155764,14157182,14160760,14166382,14160502,14165994,14159296,14157014,14155659
14161749,14159643,14162991,14164591,14164292,14163561,14159779,14155120,14165079,14156145,14166648,14167898,14155764,14157203,14160760,14166385,14160510,14165999,14159296,14157019,14155659
14161752,14159643,14162991,14164596,14164297,14163561,14159784,14155128,14165084,14156155,14166658,14167898,14155774,14157208,14160760,14166400,14160510,14165999,14159306,14157021,14155672
14161754,14159646,14162996,14164606,14164315,14163561,14159789,14155143,14165084,14156160,14166666,14167898,14155779,14157226,14160760,14166403,14160517,14166014,14159306,14157024,14155677
14161762,14159651,14163001,14164606,14164320,14163561,14159794,14155148,14165084,14156168,14166671,14167903,14155782,14157231,14160765,14166403,14160517,14166027,14159306,14157039,14155685
14161762,14159656,14163009,14164619,14164325,14163566,14159799,14155153,14165087,14156178,14166679,14167921,14155782,14157236,14160765,14166405,14160520,14166027,14159306,14157052,14155685
14161762,14159656,14163014,14164629,14164325,14163566,14159807,14155156,14165097,14156178,14166681,14167926,14155787,14157236,14160768,14166418,14160525,14166032,14159306,14157060,14155685
14161762,14159661,14163017,14164632,14164328,14163569,14159807,14155156,14165097,14156178,14166712,14167931,14155787,14157246,14160770,14166418,14160525,14166032,14159311,14157075,14155690
14161767,14159664,14163022,14164637,14164343,14163574,14159812,14155179,14165107,14156178,14166712,14167941,14155787,14157254,14160773,14166421,14160525,14166035,14159311,14157090,14155690
14161767,14159669,14163022,14164637,14164343,14163576,14159812,14155179,14165112,14156191,14166730,14167944,14155792,14157259,14160773,14166436,14160525,14166037,14159319,14157093,14155690
14161767,14159674,14163032,14164642,14164356,14163579,14159817,14155181,14165120,14156193,14166730,14167946,14155792,14157259,14160773,14166436,14160530,14166040,14159321,14157093,14155695
14161772,14159679,14163032,14164642,14164358,14163579,14159817,14155184,14165125,14156196,14166730,14167949,14155792,14157272,14160773,14166441,14160530,14166063,14159329,14157098,14155700
14161772,14159679,14163037,14164642,14164371,14163584,14159817,14155184,14165138,14156201,14166730,14167949,14155797,14157277,14160778,14166459,14160533,14166073,14159339,14157098,14155705
14161772,14159682,14163045,14164647,14164371,14163589,14159820,14155197,14165138,14156201,14166735,14167964,14155802,14157282,14160778,14166464,14160540,14166073,14159339,14157116,14155705
14161775,14159684,14163045,14164652,14164379,14163589,14159825,14155197,14165143,14156224,14166740,14167967,14155805,14157287,14160778,14166472,14160540,14166073,14159342,14157121,14155705
14161777,14159684,14163073,14164655,14164384,14163607,14159825,14155212,14165148,14156232,14166750,14167967,14155815,14157300,14160778,14166477,14160543,14166073,14159347,14157139,14155708
14161780,14159687,14163096,14164660,14164394,14163612,14159835,14155212,14165158,14156232,14166753,14167972,14155815,14157310,14160783,14166477,14160543,14166073,14159352,14157149,14155713
14161785,14159697,14163106,14164665,14164394,14163625,14159835,14155212,14165171,14156237,14166753,14167977,14155815,14157310,14160786,14166482,14160543,14166086,14159352,14157162,14155728
14161785,14159697,14163111,14164670,14164402,14163625,14159840,14155217,14165181,14156237,14166758,14167982,14155820,14157333,14160796,14166487,14160548,14166091,14159357,14157167,14155736
14161790,14159697,14163124,14164673,14164407,14163630,14159840,14155222,14165181,14156242,14166763,14167987,14155828,14157333,14160796,14166492,14160548,14166096,14159360,14157167,14155741
14161790,14159702,14163124,14164688,14164407,14163630,14159845,14155225,14165184,14156247,14166763,14168005,14155833,14157333,14160801,14166500,14160553,14166101,14159362,14157167,14155741
14161790,14159710,14163129,14164688,14164412,14163630,14159845,14155258,14165186,14156260,14166781,14168010,14155838,14157346,14160801,14166500,14160553,14166109,14159365,14157172,14155746
14161795,14159715,14163132,14164706,14164412,14163635,14159848,14155258,14165194,14156278,14166791,14168023,14155838,14157351,14160801,14166505,14160558,14166119,14159365,14157175,14155751
14161795,14159725,14163137,14164711,14164420,14163635,14159850,14155263,14165199,14156283,14166796,14168023,14155841,14157356,14160801,14166505,14160566,14166122,14159367,14157185,14155764
14161798,14159725,14163142,14164711,14164440,14163638,14159853,14155263,14165202,14156285,14166804,14168023,14155846,14157364,14160806,14166510,14160566,14166129,14159375,14157190,14155769
14161805,14159730,14163142,14164716,14164440,14163648,14159853,14155273,14165222,14156288,14166804,14168028,14155856,14157369,14160811,14166528,14160571,14166132,14159375,14157200,14155777
14161808,14159730,14163147,14164716,14164440,14163648,14159858,14155276,14165225,14156298,14166809,14168028,14155874,14157369,14160814,14166541,14160576,14166137,14159380,14157200,14155782
14161808,14159730,14163157,14164729,14164443,14163653,14159863,14155281,14165232,14156298,14166817,14168028,14155879,14157379,14160814,14166543,14160576,14166137,14159388,14157203,14155787
14161813,14159733,14163157,14164734,14164448,14163653,14159863,14155304,14165235,14156301,14166827,14168036,14155884,14157384,14160816,14166556,14160576,14166142,14159403,14157208,14155787
14161821,14159738,14163170,14164757,14164448,14163658,14159863,14155309,14165235,14156301,14166827,14168036,14155887,14157384,14160819,14166559,14160576,14166142,14159403,14157213,14155787
14161823,14159738,14163175,14164770,14164463,14163661,14159866,14155309,14165245,14156308,14166832,14168041,14155892,14157397,14160824,14166564,14160576,14166152,14159408,14157213,14155800
14161828,14159743,14163183,14164772,14164476,14163666,14159876,14155314,14165248,14156311,14166832,14168046,14155897,14157397,14160824,14166564,14160581,14166160,14159408,14157213,14155805
14161831,14159748,14163188,14164780,14164476,14163671,14159876,14155317,14165248,14156329,14166837,14168046,14155902,14157407,14160829,14166566,14160581,14166160,14159411,14157218,14155805
14161836,14159748,14163203,14164780,14164481,14163676,14159876,14155319,14165250,14156334,14166840,14168051,14155907,14157415,14160832,14166569,14160584,14166165,14159421,14157221,14155805
14161836,14159748,14163206,14164785,14164481,14163691,14159876,14155322,14165263,14156339,14166845,14168056,14155912,14157425,14160832,14166579,14160584,14166188,14159421,14157223,14155815
14161841,14159748,14163216,14164790,14164486,14163699,14159886,14155327,14165278,14156339,14166850,14168064,14155920,14157458,14160834,14166582,14160584,14166196,14159421,14157228,14155838
14161844,14159751,14163216,14164793,14164494,14163704,14159886,14155345,14165281,14156339,14166855,14168074,14155920,14157461,14160834,14166592,14160589,14166201,14159421,14157231,14155838
14161849,14159753,14163216,14164808,14164499,14163704,14159891,14155368,14165286,14156344,14166855,14168074,14155925,14157471,14160837,14166592,14160589,14166219,14159431,14157236,14155846
14161849,14159766,14163229,14164816,14164504,14163707,14159894,14155368,14165291,14156352,14166855,14168074,14155933,14157479,14160837,14166597,14160594,14166224,14159434,14157246,14155851
14161849,14159771,14163234,14164818,14164504,14163709,14159894,14155378,14165291,14156357,14166878,14168079,14155933,14157489,14160839,14166607,14160594,14166239,14159434,14157249,14155874
14161864,14159774,14163234,14164821,14164504,14163712,14159899,14155386,14165294,14156362,14166878,14168084,14155933,14157489,14160842,14166607,14160594,14166252,14159434,14157254,14155874
14161869,14159774,14163234,14164849,14164527,14163717,14159909,14155414,14165309,14156362,14166888,14168125,14155940,14157499,14160842,14166615,14160594,14166257,14159436,14157259,14155884
14161872,14159776,14163239,14164862,14164537,14163717,14159909,14155424,14165322,14156362,14166891,14168133,14155948,14157517,14160842,14166628,14160594,14166262,14159436,14157264,14155889
14161872,14159779,14163249,14164867,14164537,14163722,14159917,14155427,14165324,14156367,14166896,14168133,14155953,14157540,14160847,14166628,14160604,14166283,14159439,14157277,14155889
14161877,14159779,14163252,14164867,14164540,14163727,14159927,14155437,14165327,14156370,14166901,14168151,14155958,14157540,14160852,14166630,14160604,14166283,14159439,14157287,14155892
14161887,14159789,14163254,14164867,14164545,14163727,14159927,14155437,14165337,14156372,14166904,14168166,14155958,14157586,14160852,14166633,14160612,14166293,14159444,14157292,14155894
14161887,14159789,14163270,14164872,14164550,14163735,14159932,14155447,14165342,14156380,14166906,14168166,14155961,14157586,14160852,14166638,14160617,14166298,14159444,14157295,14155897
14161887,14159794,14163272,14164890,14164555,14163740,14159937,14155452,14165345,14156385,14166914,14168174,14155961,14157586,14160857,14166638,14160617,14166298,14159452,14157300,14155902
14161892,14159802,14163272,14164890,14164558,14163740,14159937,14155455,14165347,14156390,14166929,14168174,14155966,14157589,14160857,14166638,14160617,14166298,14159454,14157305,14155902
14161895,14159812,14163277,14164895,14164565,14163745,14159937,14155470,14165350,14156398,14166929,14168179,14155971,14157589,14160857,14166638,14160617,14166306,14159457,14157305,14155902
14161900,14159812,14163303,14164903,14164573,14163763,14159937,14155478,14165360,14156418,14166932,14168192,14155976,14157596,14160857,14166643,14160622,14166308,14159462,14157310,14155917
14161905,14159817,14163308,14164913,14164573,14163768,14159950,14155483,14165363,14156421,14166932,14168207,14155994,14157609,14160857,14166648,14160625,14166316,14159462,14157310,14155943
14161918,14159820,14163318,14164931,14164578,14163768,14159960,14155483,14165368,14156421,14166932,14168220,14156009,14157614,14160857,14166656,14160627,14166316,14159467,14157313,14155948
14161923,14159825,14163321,14164941,14164591,14163778,14159968,14155483,14165370,14156423,14166947,14168235,14156017,14157622,14160860,14166656,14160627,14166326,14159472,14157313,14155966
14161923,14159830,14163331,14164946,14164591,14163781,14159968,14155483,14165401,14156426,14166965,14168235,14156022,14157632,14160860,14166661,14160630,14166354,14159472,14157318,14155971
14161923,14159830,14163331,14164946,14164596,14163786,14159978,14155488,14165409,14156436,14166973,14168248,14156022,14157645,14160860,14166661,14160630,14166354,14159477,14157318,14155976
14161928,14159835,14163331,14164951,14164596,14163791,14159981,14155493,14165416,14156439,14166983,14168248,14156025,14157650,14160860,14166666,14160632,14166362,14159477,14157328,14155976
14161928,14159840,14163331,14164959,14164642,14163796,14159983,14155498,14165419,14156444,14166993,14168248,14156035,14157650,14160862,14166671,14160632,14166367,14159485,14157328,14155984
14161928,14159850,14163336,14164969,14164642,14163796,14159986,14155501,14165432,14156446,14167024,14168263,14156040,14157660,14160880,14166671,14160635,14166385,14159485,14157346,14155984
14161928,14159853,14163341,14164974,14164642,14163814,14159991,14155501,14165437,14156482,14167029,14168268,14156045,14157668,14160880,14166684,14160635,14166390,14159485,14157346,14155984
14161928,14159866,14163344,14165010,14164655,14163819,14159991,14155501,14165447,14156482,14167039,14168268,14156045,14157673,14160883,14166684,14160640,14166395,14159485,14157346,14155989
14161933,14159866,14163354,14165015,14164660,14163824,14159996,14155503,14165457,14156487,14167042,14168281,14156063,14157673,14160883,14166694,14160640,14166413,14159490,14157351,14155994
14161933,14159866,14163364,14165020,14164670,14163837,14159996,14155511,14165480,14156490,14167049,14168284,14156063,14157673,14160883,14166697,14160640,14166421,14159490,14157351,14156004
14161938,14159866,14163367,14165028,14164670,14163845,14159996,14155539,14165480,14156492,14167052,14168294,14156063,14157691,14160885,14166702,14160640,14166423,14159490,14157351,14156007
14161938,14159868,14163377,14165028,14164683,14163847,14160001,14155539,14165483,14156500,14167052,14168294,14156068,14157706,14160888,14166704,14160645,14166423,14159498,14157359,14156017
14161938,14159871,14163382,14165056,14164688,14163847,14160001,14155552,14165485,14156500,14167062,14168299,14156081,14157706,14160888,14166707,14160645,14166426,14159500,14157366,14156017
14161938,14159871,14163385,14165056,14164688,14163847,14160006,14155552,14165498,14156500,14167080,14168304,14156086,14157719,14160888,14166707,14160648,14166426,14159500,14157369,14156022
14161938,14159876,14163395,14165074,14164696,14163850,14160006,14155557,14165521,14156500,14167090,14168317,14156086,14157724,14160893,14166712,14160648,14166436,14159513,14157387,14156022
14161941,14159881,14163410,14165074,14164698,14163850,14160009,14155562,14165531,14156513,14167098,14168327,14156086,14157727,14160893,14166712,14160650,14166464,14159513,14157387,14156027
14161946,14159889,14163413,14165079,14164698,14163850,14160014,14155575,14165539,14156523,14167098,14168335,14156109,14157732,14160898,14166722,14160653,14166477,14159518,14157392,14156030
14161951,14159891,14163423,14165084,14164701,14163855,14160014,14155575,14165539,14156531,14167103,14168350,14156114,14157734,14160903,14166722,14160653,14166500,14159518,14157397,14156045
14161951,14159894,14163428,14165102,14164701,14163855,14160019,14155580,14165544,14156533,14167131,14168355,14156122,14157742,14160903,14166730,14160655,14166505,14159518,14157397,14156050
14161956,14159899,14163428,14165102,14164701,14163855,14160024,14155585,14165549,14156564,14167144,14168373,14156122,14157747,14160903,14166735,14160658,14166528,14159523,14157397,14156068
14161961,14159904,14163436,14165120,14164706,14163855,14160029,14155598,14165549,14156569,14167154,14168378,14156137,14157750,14160903,14166743,14160658,14166541,14159526,14157402,14156071
14161961,14159904,14163438,14165138,14164716,14163860,14160032,14155603,14165562,14156574,14167159,14168381,14156145,14157760,14160906,14166745,14160658,14166546,14159526,14157405,14156073
14161966,14159912,14163451,14165148,14164724,14163860,14160032,14155608,14165570,14156592,14167172,14168401,14156150,14157796,14160911,14166750,14160673,14166546,14159526,14157420,14156073
14161966,14159917,14163456,14165153,14164729,14163860,14160037,14155608,14165575,14156607,14167172,14168404,14156160,14157806,14160911,14166750,14160676,14166556,14159528,14157420,14156073
14161969,14159927,14163474,14165153,14164734,14163860,14160037,14155608,14165575,14156610,14167172,14168404,14156160,14157806,14160916,14166750,14160681,14166564,14159531,14157425,14156109
14161969,14159940,14163502,14165163,14164747,14163865,14160037,14155608,14165580,14156615,14167195,14168437,14156165,14157806,14160921,14166753,14160686,14166569,14159531,14157433,14156127
14161969,14159945,14163502,14165166,14164757,14163873,14160037,14155611,14165580,14156620,14167205,14168445,14156165,14157819,14160921,14166758,14160691,14166579,14159536,14157435,14156127
14161974,14159945,14163502,14165171,14164757,14163878,14160042,14155634,14165600,14156633,14167208,14168450,14156168,14157824,14160929,14166763,14160694,14166582,14159536,14157435,14156127
14161974,14159950,14163515,14165176,14164757,14163888,14160047,14155639,14165603,14156638,14167213,14168470,14156173,14157834,14160934,14166768,14160694,14166592,14159536,14157443,14156132
14161974,14159955,14163515,14165194,14164757,14163893,14160052,14155649,14165626,14156643,14167218,14168470,14156173,14157847,14160934,14166781,14160694,14166612,14159536,14157443,14156132
14161974,14159955,14163520,14165212,14164762,14163901,14160055,14155664,14165626,14156648,14167223,14168473,14156178,14157852,14160934,14166781,14160696,14166615,14159544,14157443,14156140
14161979,14159958,14163525,14165212,14164772,14163906,14160055,14155667,14165626,14156656,14167226,14168483,14156178,14157857,14160939,14166799,14160701,14166630,14159546,14157448,14156140
14161982,14159963,14163528,14165212,14164772,14163906,14160060,14155667,14165636,14156656,14167231,14168506,14156183,14157880,14160944,14166804,14160704,14166638,14159551,14157451,14156160
14161984,14159963,14163538,14165225,14164785,14163911,14160065,14155667,14165646,14156674,14167251,14168542,14156206,14157880,14160949,14166809,14160704,14166638,14159554,14157453,14156163
14161984,14159965,14163543,14165230,14164803,14163911,14160065,14155672,14165649,14156679,14167292,14168560,14156216,14157903,14160954,14166809,14160704,14166653,14159554,14157458,14156170
14161984,14159973,14163551,14165230,14164803,14163911,14160065,14155672,14165654,14156689,14167292,14168560,14156224,14157911,14160957,14166817,14160709,14166676,14159554,14157466,14156173
14161987,14159973,14163556,14165240,14164808,14163914,14160065,14155708,14165664,14156694,14167292,14168570,14156234,14157913,14160957,14166817,14160709,14166679,14159559,14157471,14156173
14161987,14159973,14163556,14165240,14164811,14163921,14160065,14155708,14165667,14156699,14167305,14168575,14156237,14157921,14160962,14166832,14160709,14166681,14159559,14157471,14156178
14161992,14159973,14163561,14165263,14164816,14163924,14160070,14155713,14165672,14156707,14167305,14168580,14156242,14157931,14160962,14166832,14160709,14166689,14159559,14157474,14156183
14161997,14159981,14163566,14165268,14164821,14163924,14160075,14155713,14165687,14156707,14167320,14168593,14156247,14157931,14160962,14166832,14160709,14166694,14159564,14157476,14156186
14161997,14159983,14163569,14165273,14164821,14163924,14160088,14155718,14165687,14156712,14167323,14168593,14156265,14157941,14160967,14166873,14160709,14166694,14159569,14157479,14156186
14161997,14159986,14163569,14165273,14164821,14163929,14160088,14155723,14165687,14156717,14167328,14168593,14156275,14157944,14160970,14166873,14160714,14166717,14159572,14157484,14156188
14162002,14159996,14163569,14165273,14164826,14163934,14160093,14155733,14165690,14156720,14167338,14168593,14156278,14157949,14160972,14166881,14160714,14166722,14159577,14157499,14156196
14162002,14159996,14163576,14165276,14164826,14163934,14160093,14155736,14165695,14156720,14167343,14168598,14156280,14157972,14160972,14166883,14160719,14166725,14159592,14157512,14156196
14162005,14159996,14163579,14165286,14164831,14163934,14160096,14155736,14165700,14156730,14167361,14168598,14156288,14157995,14160977,14166886,14160722,14166730,14159595,14157525,14156206
14162010,14160001,14163579,14165291,14164849,14163934,14160121,14155754,14165705,14156735,14167369,14168613,14156293,14158000,14160977,14166904,14160724,14166730,14159600,14157525,14156206
14162015,14160001,14163584,14165309,14164859,14163937,14160124,14155759,14165710,14156748,14167371,14168616,14156293,14158005,14160980,14166904,14160727,14166745,14159605,14157535,14156214
14162015,14160001,14163594,14165314,14164859,14163942,14160126,14155764,14165713,14156753,14167379,14168639,14156293,14158010,14160980,14166919,14160727,14166748,14159605,14157540,14156216
14162020,14160001,14163607,14165317,14164862,14163947,14160129,14155764,14165718,14156753,14167379,14168644,14156303,14158018,14160980,14166919,14160737,14166753,14159610,14157540,14156224
14162028,14160004,14163607,14165322,14164867,14163947,14160129,14155764,14165728,14156753,14167379,14168649,14156306,14158018,14160985,14166919,14160737,14166753,14159610,14157545,14156224
14162030,14160004,14163612,14165322,14164885,14163952,14160134,14155777,14165733,14156766,14167384,14168652,14156311,14158023,14160985,14166937,14160745,14166758,14159613,14157548,14156237
14162033,14160004,14163620,14165327,14164905,14163960,14160134,14155782,14165759,14156776,14167402,14168657,14156316,14158031,14160985,14166947,14160745,14166763,14159618,14157548,14156242
14162038,14160011,14163625,14165332,14164913,14163962,14160134,14155792,14165764,14156776,14167412,14168662,14156339,14158041,14160985,14166952,14160750,14166763,14159618,14157558,14156252
14162038,14160011,14163630,14165332,14164913,14163962,14160139,14155805,14165764,14156781,14167425,14168667,14156354,14158046,14160985,14166952,14160755,14166768,14159618,14157563,14156252
14162038,14160019,14163630,14165337,14164933,14163965,14160139,14155810,14165774,14156781,14167435,14168667,14156362,14158056,14160990,14166952,14160760,14166771,14159623,14157568,14156255
14162038,14160019,14163640,14165340,14164936,14163970,14160142,14155810,14165774,14156781,14167443,14168672,14156375,14158069,14160990,14166960,14160760,14166786,14159628,14157576,14156257
14162043,14160019,14163653,14165342,14164946,14163970,14160144,14155823,14165797,14156784,14167448,14168677,14156385,14158079,14160995,14166965,14160760,14166799,14159633,14157581,14156257
14162048,14160024,14163653,14165370,14164964,14163985,14160144,14155825,14165810,14156789,14167448,14168680,14156395,14158082,14160995,14166965,14160760,14166817,14159633,14157586,14156293
14162048,14160024,14163671,14165378,14164969,14163988,14160147,14155833,14165815,14156799,14167453,14168685,14156398,14158097,14160998,14166970,14160765,14166822,14159633,14157586,14156298
14162048,14160024,14163671,14165378,14164977,14163988,14160149,14155843,14165815,14156799,14167456,14168690,14156408,14158115,14160998,14166975,14160768,14166822,14159638,14157594,14156298
14162053,14160027,14163671,14165383,14164982,14163993,14160152,14155846,14165820,14156804,14167466,14168700,14156408,14158118,14161003,14166988,14160770,14166827,14159638,14157612,14156303
14162061,14160027,14163676,14165401,14164995,14163998,14160152,14155851,14165820,14156804,14167481,14168703,14156431,14158120,14161003,14166998,14160770,14166832,14159641,14157635,14156308
14162066,14160029,14163676,14165401,14165002,14163998,14160157,14155856,14165830,14156804,14167494,14168705,14156436,14158120,14161008,14167001,14160773,14166832,14159646,14157655,14156316
14162071,14160037,14163684,14165401,14165005,14163998,14160162,14155861,14165846,14156807,14167499,14168736,14156441,14158123,14161008,14167011,14160773,14166845,14159646,14157660,14156321
14162071,14160047,14163691,14165406,14165005,14164011,14160170,14155861,14165848,14156809,14167504,14168746,14156449,14158128,14161008,14167011,14160773,14166850,14159656,14157660,14156321
14162076,14160047,14163694,14165424,14165010,14164016,14160175,14155866,14165853,14156827,14167530,14168764,14156454,14158128,14161008,14167016,14160778,14166850,14159656,14157660,14156329
14162084,14160052,14163699,14165437,14165010,14164016,14160175,14155866,14165874,14156827,14167545,14168769,14156454,14158133,14161008,14167029,14160783,14166855,14159659,14157668,14156339
14162084,14160060,14163704,14165452,14165015,14164021,14160180,14155869,14165874,14156840,14167545,14168769,14156459,14158143,14161008,14167034,14160783,14166855,14159661,14157668,14156347
14162089,14160065,14163707,14165452,14165020,14164026,14160180,14155869,14165884,14156845,14167550,14168777,14156459,14158146,14161008,14167052,14160783,14166878,14159661,14157681,14156349
14162089,14160065,14163709,14165455,14165033,14164026,14160180,14155869,14165884,14156855,14167558,14168782,14156459,14158156,14161008,14167052,14160783,14166886,14159664,14157686,14156352
14162089,14160065,14163712,14165457,14165051,14164031,14160180,14155879,14165884,14156855,14167581,14168782,14156467,14158161,14161008,14167067,14160788,14166886,14159674,14157688,14156362
14162102,14160070,14163714,14165460,14165061,14164031,14160185,14155884,14165892,14156863,14167586,14168787,14156472,14158164,14161008,14167067,14160788,14166888,14159674,14157696,14156362
14162107,14160070,14163722,14165460,14165066,14164031,14160185,14155892,14165902,14156868,14167586,14168795,14156472,14158174,14161023,14167070,14160788,14166891,14159684,14157706,14156367
14162107,14160073,14163727,14165460,14165071,14164034,14160185,14155902,14165917,14156868,14167596,14168805,14156477,14158174,14161026,14167080,14160793,14166891,14159687,14157709,14156370
14162107,14160075,14163727,14165460,14165074,14164036,14160185,14155907,14165917,14156881,14167604,14168815,14156492,14158192,14161026,14167098,14160796,14166891,14159687,14157719,14156372
14162112,14160078,14163732,14165465,14165079,14164044,14160185,14155907,14165920,14156891,14167609,14168818,14156500,14158202,14161026,14167108,14160796,14166906,14159687,14157719,14156380
14162112,14160078,14163735,14165470,14165092,14164044,14160198,14155910,14165920,14156891,14167614,14168818,14156500,14158202,14161031,14167118,14160796,14166906,14159689,14157719,14156380
14162117,14160083,14163745,14165470,14165094,14164044,14160203,14155920,14165925,14156909,14167632,14168828,14156500,14158220,14161036,14167121,14160801,14166911,14159692,14157719,14156380
14162125,14160088,14163755,14165470,14165115,14164049,14160213,14155925,14165925,14156914,14167632,14168828,14156505,14158238,14161036,14167126,14160801,14166911,14159692,14157724,14156385
14162127,14160093,14163755,14165470,14165115,14164049,14160213,14155925,14165943,14156919,14167645,14168838,14156505,14158248,14161036,14167134,14160801,14166919,14159692,14157729,14156398
14162130,14160101,14163763,14165470,14165120,14164049,14160216,14155930,14165953,14156919,14167650,14168851,14156518,14158253,14161036,14167136,14160801,14166932,14159697,14157732,14156408
14162130,14160103,14163763,14165470,14165130,14164052,14160221,14155935,14165953,14156924,14167660,14168851,14156523,14158258,14161041,14167144,14160806,14166937,14159710,14157734,14156418
14162135,14160106,14163778,14165470,14165143,14164057,14160226,14155935,14165953,14156924,14167665,14168856,14156531,14158266,14161041,14167157,14160806,14166937,14159725,14157742,14156431
14162145,14160111,14163783,14165480,14165148,14164059,14160226,14155953,14165953,14156927,14167665,14168856,14156546,14158281,14161044,14167180,14160809,14166947,14159728,14157747,14156431
14162150,14160111,14163786,14165485,14165153,14164062,14160231,14155958,14165958,14156947,14167673,14168861,14156579,14158281,14161046,14167213,14160809,14166952,14159730,14157747,14156431
14162153,14160116,14163786,14165493,14165153,14164072,14160231,14155966,14165961,14156978,14167673,14168866,14156587,14158289,14161049,14167223,14160811,14166952,14159743,14157750,14156431
14162158,14160116,14163791,14165501,14165161,14164080,14160236,14155976,14165966,14156983,14167678,14168869,14156587,14158294,14161049,14167223,14160811,14166965,14159743,14157770,14156431
14162158,14160116,14163799,14165508,14165161,14164082,14160239,14155979,14165966,14156996,14167686,14168874,14156597,14158294,14161054,14167241,14160814,14166970,14159743,14157773,14156436
14162163,14160119,14163809,14165516,14165171,14164090,14160254,14155981,14165968,14157001,14167696,14168905,14156633,14158294,14161054,14167246,14160819,14166970,14159748,14157775,14156439
