0-BINSEARCH[56](2042){1},0-BINSEARCH[56](2042){4095},0-BINSEARCH[56](2042){2048},0-BINSEARCH[56](2042){1792},0-BINSEARCH[56](2042){1920},0-BINSEARCH[56](2042){1},0-BINSEARCH[56](2042){4095},0-BINSEARCH[56](2042){2048},0-BINSEARCH[56](2042){1792},0-BINSEARCH[56](2042){1920},0-BINSEARCH[56](2042){1856},0-BINSEARCH[56](2042){1888},0-BINSEARCH[56](2042){1904},0-BINSEARCH[56](2042){1896},0-BINSEARCH[56](2042){1892},0-BINSEARCH[56](2042){1892},0-BINSEARCH[56](2042){1894},0-BINSEARCH[56](2042){1894},0-BINSEARCH[56](2042){1895},0-BINSEARCH[56](2042){1895},0-BINSEARCH[56](2042){1894}
14195130,14194997,,,,14236006,14182853,,,,,,,,14171243,,14171133,,14180374,14169242,14178940
14195181,14195025,,,,14236034,14182858,,,,,,,,14171243,,14171138,,14180392,14169242,14178963
14195247,14195181,,,,14236039,14182876,,,,,,,,14171243,,14171141,,14180428,14169247,14178966
14195329,14195209,,,,14236139,14183019,,,,,,,,14171243,,14171143,,14180466,14169247,14178971
14195380,14195217,,,,14236149,14183121,,,,,,,,14171248,,14171143,,14180481,14169247,14178994
14195388,14195265,,,,14236287,14183208,,,,,,,,14171248,,14171146,,14180499,14169247,14179055
14195406,14195352,,,,14236502,14183208,,,,,,,,14171251,,14171146,,14180512,14169250,14179132
14195421,14195444,,,,14236563,14183236,,,,,,,,14171253,,14171146,,14180530,14169250,14179140
14195567,14195503,,,,14236581,14183318,,,,,,,,14171253,,14171146,,14180540,14169255,14179150
14195600,14195531,,,,14236586,14183328,,,,,,,,14171261,,14171151,,14180545,14169255,14179165
14195610,14195585,,,,14236642,14183441,,,,,,,,14171261,,14171151,,14180550,14169257,14179173
14195825,14195633,,,,14236701,14183520,,,,,,,,14171261,,14171151,,14180558,14169265,14179224
14195830,14195646,,,,14236747,14183640,,,,,,,,14171261,,14171151,,14180563,14169265,14179280
14195922,14195656,,,,14236752,14183691,,,,,,,,14171266,,14171151,,14180563,14169265,14179285
14196042,14195697,,,,14236867,14183737,,,,,,,,14171266,,14171159,,14180581,14169265,14179288
14196188,14195738,,,,14236918,14183796,,,,,,,,14171266,,14171161,,14180599,14169265,14179301
14196208,14195917,,,,14236941,14183809,,,,,,,,14171266,,14171164,,14180637,14169270,14179308
14196226,14195963,,,,14237038,14183860,,,,,,,,14171266,,14171166,,14180650,14169270,14179316
14196234,14195963,,,,14237332,14183865,,,,,,,,14171266,,14171166,,14180650,14169273,14179354
14196382,14195996,,,,14237376,14183888,,,,,,,,14171266,,14171169,,14180673,14169273,14179354
14196405,14196134,,,,14237383,14183944,,,,,,,,14171266,,14171169,,14180691,14169275,14179357
14196594,14196144,,,,14237460,14183962,,,,,,,,14171271,,14171169,,14180747,14169278,14179375
14196681,14196382,,,,14237506,14183980,,,,,,,,14171271,,14171169,,14180801,14169278,14179390
14196727,14196456,,,,14237626,14184087,,,,,,,,14171274,,14171174,,14180806,14169280,14179408
14196865,14196469,,,,14237667,14184095,,,,,,,,14171274,,14171174,,14180847,14169280,14179408
14196883,14196484,,,,14237754,14184159,,,,,,,,14171276,,14171174,,14180921,14169283,14179454
14196921,14196543,,,,14237999,14184271,,,,,,,,14171276,,14171174,,14180931,14169283,14179454
14197062,14196553,,,,14238114,14184315,,,,,,,,14171276,,14171174,,14180962,14169283,14179454
14197062,14196581,,,,14238140,14184343,,,,,,,,14171276,,14171174,,14180972,14169288,14179477
14197077,14196722,,,,14238196,14184458,,,,,,,,14171276,,14171179,,14181041,14169288,14179495
14197128,14196783,,,,14238219,14184509,,,,,,,,14171276,,14171179,,14181138,14169288,14179533
14197133,14196786,,,,14238367,14184588,,,,,,,,14171279,,14171179,,14181171,14169298,14179536
14197197,14196916,,,,14238439,14184606,,,,,,,,14171279,,14171182,,14181197,14169298,14179587
14197218,14197085,,,,14238495,14184614,,,,,,,,14171279,,14171184,,14181230,14169306,14179610
14197251,14197118,,,,14238605,14184680,,,,,,,,14171281,,14171187,,14181248,14169306,14179620
14197338,14197205,,,,14238661,14184905,,,,,,,,14171281,,14171187,,14181281,14169306,14179669
14197404,14197407,,,,14238725,14185002,,,,,,,,14171281,,14171187,,14181340,14169306,14179671
14197407,14197412,,,,14238771,14185125,,,,,,,,14171281,,14171189,,14181358,14169306,14179671
14197647,14197412,,,,14238896,14185222,,,,,,,,14171281,,14171189,,14181399,14169306,14179674
14197734,14197432,,,,14238965,14185263,,,,,,,,14171281,,14171192,,14181496,14169311,14179715
14197849,14197586,,,,14239116,14185309,,,,,,,,14171284,,14171192,,14181534,14169316,14179730
14197982,14197670,,,,14239116,14185365,,,,,,,,14171294,,14171192,,14181565,14169316,14179763
14198117,14197762,,,,14239172,14185375,,,,,,,,14171294,,14171192,,14181570,14169316,14179794
14198191,14197946,,,,14239305,14185444,,,,,,,,14171294,,14171197,,14181580,14169319,14179886
14198222,14198002,,,,14239525,14185498,,,,,,,,14171294,,14171197,,14181626,14169321,14179896
14198255,14198227,,,,14239650,14185503,,,,,,,,14171294,,14171197,,14181652,14169321,14179901
14198419,14198360,,,,14239663,14185605,,,,,,,,14171299,,14171202,,14181698,14169324,14179906
14198457,14198447,,,,14239903,14185646,,,,,,,,14171299,,14171202,,14181767,14169329,14179906
14198490,14198917,,,,14240036,14185656,,,,,,,,14171304,,14171202,,14181805,14169329,14179937
14198713,14198963,,,,14240054,14185669,,,,,,,,14171307,,14171202,,14181818,14169329,14179947
14198843,14199027,,,,14240077,14185669,,,,,,,,14171307,,14171202,,14181846,14169329,14179983
14198866,14199247,,,,14240115,14185840,,,,,,,,14171307,,14171205,,14181846,14169329,14180006
14198907,14199257,,,,14240146,14185848,,,,,,,,14171312,,14171205,,14181984,14169339,14180098
14198917,14199497,,,,14240220,14185971,,,,,,,,14171312,,14171207,,14182007,14169339,14180126
14198976,14199612,,,,14240274,14186045,,,,,,,,14171312,,14171207,,14182081,14169339,14180129
14199022,14199643,,,,14240368,14186091,,,,,,,,14171312,,14171207,,14182099,14169339,14180149
14199037,14199768,,,,14240734,14186124,,,,,,,,14171312,,14171210,,14182109,14169339,14180152
14199040,14199855,,,,14240808,14186124,,,,,,,,14171312,,14171210,,14182127,14169339,14180264
14199073,14199919,,,,14240900,14186308,,,,,,,,14171312,,14171212,,14182132,14169344,14180269
14199106,14199970,,,,14240951,14186551,,,,,,,,14171317,,14171215,,14182224,14169344,14180305
14199106,14200049,,,,14241076,14186556,,,,,,,,14171317,,14171215,,14182255,14169344,14180420
14199224,14200085,,,,14241122,14186574,,,,,,,,14171320,,14171215,,14182265,14169347,14180435
14199239,14200187,,,,14241163,14186648,,,,,,,,14171320,,14171220,,14182270,14169349,14180453
14199298,14200200,,,,14241204,14186878,,,,,,,,14171320,,14171220,,14182288,14169349,14180458
14199362,14200343,,,,14241278,14186939,,,,,,,,14171322,,14171220,,14182306,14169352,14180471
14199464,14200430,,,,14241296,14186967,,,,,,,,14171325,,14171225,,14182329,14169352,14180502
14199477,14200747,,,,14241383,14186967,,,,,,,,14171325,,14171225,,14182352,14169352,14180522
14199482,14200808,,,,14241398,14186983,,,,,,,,14171327,,14171225,,14182380,14169357,14180535
14199505,14201125,,,,14241421,14186993,,,,,,,,14171327,,14171225,,14182383,14169357,14180540
14199546,14201179,,,,14241467,14187021,,,,,,,,14171330,,14171225,,14182403,14169357,14180568
14199551,14201240,,,,14241500,14187026,,,,,,,,14171330,,14171228,,14182413,14169362,14180594
14199589,14201253,,,,14241513,14187098,,,,,,,,14171335,,14171228,,14182439,14169362,14180635
14199707,14201391,,,,14241549,14187215,,,,,,,,14171335,,14171230,,14182459,14169362,14180637
14199727,14201419,,,,14241623,14187282,,,,,,,,14171340,,14171230,,14182518,14169362,14180650
14199740,14201447,,,,14241636,14187284,,,,,,,,14171340,,14171233,,14182541,14169365,14180650
14199758,14201465,,,,14241641,14187287,,,,,,,,14171340,,14171233,,14182600,14169367,14180663
14199781,14201475,,,,14241656,14187371,,,,,,,,14171345,,14171235,,14182610,14169367,14180701
14199888,14201506,,,,14241830,14187374,,,,,,,,14171345,,14171238,,14182679,14169370,14180727
14199924,14201534,,,,14241858,14187440,,,,,,,,14171348,,14171238,,14182707,14169370,14180747
14199988,14201565,,,,14241968,14187491,,,,,,,,14171350,,14171243,,14182712,14169375,14180778
14200011,14201570,,,,14242024,14187734,,,,,,,,14171353,,14171243,,14182725,14169375,14180811
14200021,14201672,,,,14242070,14187987,,,,,,,,14171353,,14171243,,14182766,14169385,14180824
14200077,14201838,,,,14242226,14188225,,,,,,,,14171358,,14171248,,14182784,14169385,14180916
14200136,14202012,,,,14242239,14188296,,,,,,,,14171358,,14171248,,14182802,14169385,14180921
14200154,14202168,,,,14242280,14188314,,,,,,,,14171358,,14171248,,14182830,14169388,14181000
14200205,14202196,,,,14242323,14188345,,,,,,,,14171358,,14171248,,14182858,14169390,14181179
14200371,14202306,,,,14242395,14188373,,,,,,,,14171358,,14171251,,14182922,14169390,14181207
14200445,14202375,,,,14242438,14188401,,,,,,,,14171363,,14171251,,14182986,14169390,14181248
14200747,14202500,,,,14242566,14188511,,,,,,,,14171363,,14171251,,14183006,14169393,14181348
14200757,14202753,,,,14242589,14188516,,,,,,,,14171363,,14171251,,14183052,14169393,14181391
14200798,14202781,,,,14242622,14188580,,,,,,,,14171363,,14171253,,14183070,14169398,14181422
14200867,14202786,,,,14242630,14188713,,,,,,,,14171363,,14171256,,14183083,14169398,14181455
14200900,14202835,,,,14242666,14188723,,,,,,,,14171366,,14171256,,14183088,14169398,14181519
14201028,14202845,,,,14242686,14188884,,,,,,,,14171368,,14171261,,14183203,14169398,14181557
14201028,14202845,,,,14242778,14188976,,,,,,,,14171368,,14171261,,14183203,14169403,14181560
14201248,14202881,,,,14242842,14188976,,,,,,,,14171368,,14171261,,14183221,14169403,14181593
14201557,14202927,,,,14242878,14189027,,,,,,,,14171371,,14171261,,14183262,14169403,14181608
14201644,14203075,,,,14242947,14189076,,,,,,,,14171371,,14171266,,14183280,14169403,14181690
14201677,14203116,,,,14242962,14189137,,,,,,,,14171371,,14171266,,14183308,14169403,14181764
14201677,14203205,,,,14243187,14189354,,,,,,,,14171373,,14171266,,14183379,14169403,14181828
14201723,14203251,,,,14243241,14189390,,,,,,,,14171376,,14171266,,14183410,14169403,14181828
14201930,14203346,,,,14243348,14189413,,,,,,,,14171376,,14171266,,14183461,14169408,14181859
14201966,14203453,,,,14243348,14189487,,,,,,,,14171376,,14171266,,14183479,14169408,14181946
14201981,14203499,,,,14243409,14189510,,,,,,,,14171376,,14171271,,14183487,14169413,14181956
14202004,14203540,,,,14243422,14189528,,,,,,,,14171376,,14171271,,14183558,14169413,14182058
14202224,14203617,,,,14243435,14189676,,,,,,,,14171381,,14171271,,14183584,14169416,14182127
14202265,14203704,,,,14243665,14189684,,,,,,,,14171381,,14171271,,14183612,14169416,14182137
14202329,14203742,,,,14243670,14189722,,,,,,,,14171381,,14171271,,14183632,14169418,14182163
14202370,14203821,,,,14243734,14189740,,,,,,,,14171381,,14171276,,14183709,14169418,14182163
14202551,14203921,,,,14243762,14189748,,,,,,,,14171381,,14171279,,14183750,14169418,14182227
14202643,14203985,,,,14243790,14189957,,,,,,,,14171386,,14171279,,14183783,14169421,14182232
14202827,14204077,,,,14243803,14189960,,,,,,,,14171396,,14171284,,14183788,14169426,14182357
14202835,14204087,,,,14243844,14190016,,,,,,,,14171396,,14171284,,14183824,14169426,14182375
14202901,14204105,,,,14243918,14190126,,,,,,,,14171396,,14171284,,14183824,14169426,14182393
14203177,14204138,,,,14244214,14190182,,,,,,,,14171399,,14171284,,14183962,14169431,14182485
14203177,14204220,,,,14244235,14190300,,,,,,,,14171399,,14171289,,14183975,14169431,14182669
14203251,14204363,,,,14244299,14190315,,,,,,,,14171399,,14171289,,14184049,14169431,14182674
14203292,14204445,,,,14244424,14190379,,,,,,,,14171404,,14171289,,14184054,14169436,14182720
14203520,14204468,,,,14244631,14190410,,,,,,,,14171404,,14171289,,14184067,14169439,14182733
14203632,14204468,,,,14244759,14190443,,,,,,,,14171404,,14171289,,14184105,14169439,14182794
14203650,14204529,,,,14245239,14190509,,,,,,,,14171404,,14171289,,14184113,14169441,14182840
14203806,14204537,,,,14245244,14190545,,,,,,,,14171404,,14171294,,14184123,14169444,14182845
14204151,14204583,,,,14245400,14190599,,,,,,,,14171404,,14171294,,14184233,14169444,14182853
14204233,14204588,,,,14245469,14190862,,,,,,,,14171409,,14171294,,14184266,14169449,14182858
14204266,14204698,,,,14245482,14190972,,,,,,,,14171412,,14171294,,14184279,14169449,14182881
14204350,14204708,,,,14245538,14191133,,,,,,,,14171414,,14171294,,14184394,14169449,14182899
14204358,14204790,,,,14245735,14191184,,,,,,,,14171414,,14171297,,14184468,14169449,14182955
14204488,14204900,,,,14245824,14191202,,,,,,,,14171417,,14171299,,14184473,14169449,14182978
14204601,14204920,,,,14245832,14191378,,,,,,,,14171419,,14171302,,14184619,14169454,14183014
14204672,14204953,,,,14245883,14191383,,,,,,,,14171419,,14171302,,14184662,14169454,14183014
14204731,14205089,,,,14245914,14191414,,,,,,,,14171422,,14171304,,14184665,14169457,14183019
14204836,14205183,,,,14246067,14191488,,,,,,,,14171422,,14171307,,14184675,14169457,14183052
14204938,14205242,,,,14246085,14191672,,,,,,,,14171422,,14171312,,14184675,14169459,14183057
14204984,14205480,,,,14246144,14191713,,,,,,,,14171427,,14171312,,14184675,14169459,14183060
14205122,14205508,,,,14246159,14191741,,,,,,,,14171427,,14171312,,14184703,14169462,14183075
14205173,14205636,,,,14246182,14191800,,,,,,,,14171427,,14171317,,14184757,14169462,14183093
14205186,14205909,,,,14246200,14192073,,,,,,,,14171427,,14171317,,14184757,14169462,14183157
14205495,14206088,,,,14246274,14192158,,,,,,,,14171427,,14171317,,14184836,14169467,14183185
14205544,14206167,,,,14246361,14192270,,,,,,,,14171427,,14171320,,14184900,14169467,14183239
14205927,14206185,,,,14246540,14192367,,,,,,,,14171432,,14171322,,14184969,14169467,14183267
14206165,14206290,,,,14246555,14192370,,,,,,,,14171432,,14171322,,14185112,14169467,14183272
14206208,14206374,,,,14246568,14192431,,,,,,,,14171432,,14171322,,14185181,14169472,14183341
14206318,14206466,,,,14246599,14192546,,,,,,,,14171440,,14171322,,14185388,14169472,14183379
14206331,14206469,,,,14246609,14192605,,,,,,,,14171440,,14171327,,14185439,14169480,14183420
14206392,14206525,,,,14246642,14192638,,,,,,,,14171440,,14171330,,14185444,14169480,14183428
14206428,14206548,,,,14246811,14192669,,,,,,,,14171442,,14171330,,14185580,14169482,14183446
14206517,14206581,,,,14246862,14192794,,,,,,,,14171445,,14171330,,14185590,14169482,14183492
14206589,14206653,,,,14246908,14192807,,,,,,,,14171445,,14171330,,14185595,14169485,14183701
14206668,14206681,,,,14246918,14192812,,,,,,,,14171445,,14171330,,14185631,14169490,14183747
14206717,14206796,,,,14246923,14192855,,,,,,,,14171445,,14171335,,14185646,14169490,14183806
14206773,14206847,,,,14246951,14192858,,,,,,,,14171450,,14171335,,14185861,14169490,14183852
14206898,14206944,,,,14247033,14192914,,,,,,,,14171450,,14171335,,14185981,14169490,14183880
14207054,14207067,,,,14247079,14193172,,,,,,,,14171450,,14171335,,14186155,14169490,14183944
14207123,14207077,,,,14247102,14193231,,,,,,,,14171450,,14171335,,14186175,14169490,14184000
14207210,14207113,,,,14247235,14193356,,,,,,,,14171450,,14171335,,14186226,14169495,14184018
14207363,14207384,,,,14247263,14193512,,,,,,,,14171450,,14171335,,14186300,14169495,14184062
14207440,14207473,,,,14247386,14193612,,,,,,,,14171455,,14171335,,14186321,14169500,14184123
14207611,14207606,,,,14247396,14193663,,,,,,,,14171455,,14171335,,14186395,14169500,14184169
14207864,14207739,,,,14247419,14193737,,,,,,,,14171458,,14171340,,14186400,14169503,14184230
14207966,14207854,,,,14247447,14193875,,,,,,,,14171458,,14171340,,14186423,14169508,14184312
14208030,14207956,,,,14247544,14193898,,,,,,,,14171460,,14171340,,14186722,14169510,14184335
14208079,14207969,,,,14247626,14193934,,,,,,,,14171460,,14171343,,14186727,14169523,14184404
14208117,14208007,,,,14247654,14194156,,,,,,,,14171460,,14171343,,14186745,14169523,14184430
14208153,14208127,,,,14247874,14194197,,,,,,,,14171460,,14171343,,14186768,14169526,14184437
14208250,14208153,,,,14247902,14194215,,,,,,,,14171460,,14171353,,14186814,14169526,14184486
14208304,14208158,,,,14247902,14194220,,,,,,,,14171463,,14171353,,14187095,14169528,14184583
14208442,14208222,,,,14248073,14194230,,,,,,,,14171465,,14171353,,14187172,14169528,14184739
14208567,14208398,,,,14248170,14194238,,,,,,,,14171465,,14171353,,14187238,14169528,14184813
14208618,14208554,,,,14248247,14194256,,,,,,,,14171465,,14171358,,14187315,14169528,14184961
14208664,14208557,,,,14248257,14194335,,,,,,,,14171468,,14171358,,14187330,14169528,14185171
14208779,14208674,,,,14248357,14194358,,,,,,,,14171468,,14171358,,14187489,14169528,14185181
14208815,14208807,,,,14248367,14194404,,,,,,,,14171468,,14171358,,14187747,14169531,14185212
14208825,14208879,,,,14248413,14194496,,,,,,,,14171468,,14171358,,14187772,14169531,14185214
14209280,14209211,,,,14248523,14194552,,,,,,,,14171468,,14171358,,14187908,14169531,14185263
14209382,14209226,,,,14248569,14194565,,,,,,,,14171468,,14171363,,14187964,14169531,14185301
14209492,14209295,,,,14248569,14194680,,,,,,,,14171478,,14171363,,14187992,14169541,14185365
14209515,14209418,,,,14248587,14194731,,,,,,,,14171478,,14171371,,14187992,14169541,14185457
14209658,14209533,,,,14248776,14194741,,,,,,,,14171478,,14171371,,14188212,14169541,14185470
14209658,14209755,,,,14248891,14194754,,,,,,,,14171478,,14171376,,14188258,14169541,14185503
14209735,14209860,,,,14248950,14194828,,,,,,,,14171481,,14171376,,14188309,14169541,14185562
14209763,14209924,,,,14248983,14194933,,,,,,,,14171483,,14171381,,14188419,14169541,14185623
14209873,14210044,,,,14249098,14195038,,,,,,,,14171483,,14171381,,14188437,14169541,14185646
14209939,14210205,,,,14249131,14195043,,,,,,,,14171483,,14171381,,14188549,14169541,14185715
14209939,14210297,,,,14249213,14195043,,,,,,,,14171486,,14171386,,14188659,14169541,14185866
14209980,14210297,,,,14249254,14195086,,,,,,,,14171486,,14171386,,14188792,14169546,14185950
14210021,14210425,,,,14249333,14195150,,,,,,,,14171488,,14171386,,14189035,14169546,14185976
14210026,14210532,,,,14249351,14195293,,,,,,,,14171491,,14171386,,14189178,14169546,14185999
14210246,14210596,,,,14249548,14195324,,,,,,,,14171491,,14171391,,14189293,14169546,14185999
14210251,14210606,,,,14249563,14195434,,,,,,,,14171491,,14171391,,14189367,14169549,14186116
14210376,14210683,,,,14249586,14195562,,,,,,,,14171491,,14171394,,14189474,14169549,14186183
14210632,14210844,,,,14249645,14195600,,,,,,,,14171496,,14171394,,14189474,14169554,14186221
14210849,14210872,,,,14249747,14195761,,,,,,,,14171496,,14171396,,14189500,14169554,14186295
14210959,14210941,,,,14249880,14195861,,,,,,,,14171496,,14171396,,14189510,14169556,14186295
14211143,14210987,,,,14249880,14195917,,,,,,,,14171496,,14171399,,14189515,14169559,14186400
14211383,14211112,,,,14249977,14195932,,,,,,,,14171496,,14171399,,14189574,14169564,14186505
14211498,14211207,,,,14250010,14196183,,,,,,,,14171496,,14171399,,14189579,14169564,14186551
14211539,14211626,,,,14250041,14196203,,,,,,,,14171501,,14171399,,14189620,14169564,14186620
14211700,14211677,,,,14250110,14196211,,,,,,,,14171501,,14171399,,14189681,14169569,14186663
14211723,14211733,,,,14250179,14196308,,,,,,,,14171501,,14171399,,14189712,14169569,14186699
14211810,14211756,,,,14250289,14196382,,,,,,,,14171506,,14171404,,14189786,14169572,14186712
14212009,14211769,,,,14250350,14196405,,,,,,,,14171506,,14171409,,14189827,14169574,14186763
14212045,14212170,,,,14250419,14196410,,,,,,,,14171506,,14171412,,14189840,14169577,14186783
14212160,14212211,,,,14250506,14196520,,,,,,,,14171506,,14171414,,14190019,14169577,14186847
14212178,14212229,,,,14250598,14196543,,,,,,,,14171509,,14171414,,14190121,14169582,14186957
14212359,14212267,,,,14250598,14196584,,,,,,,,14171511,,14171417,,14190504,14169582,14186965
14212375,14212275,,,,14250708,14196681,,,,,,,,14171514,,14171417,,14190512,14169582,14187054
14212791,14212331,,,,14250805,14196694,,,,,,,,14171514,,14171422,,14190517,14169582,14187080
14212817,14212344,,,,14250823,14196765,,,,,,,,14171519,,14171422,,14190553,14169587,14187205
14212878,14212344,,,,14250887,14196778,,,,,,,,14171519,,14171427,,14190655,14169587,14187376
14212919,14212367,,,,14251117,14196852,,,,,,,,14171519,,14171427,,14190785,14169597,14187550
14212919,14212421,,,,14251127,14196855,,,,,,,,14171519,,14171427,,14190793,14169597,14187619
14212993,14212441,,,,14251242,14196855,,,,,,,,14171524,,14171427,,14190821,14169597,14187637
14213167,14212477,,,,14251255,14196929,,,,,,,,14171524,,14171427,,14190875,14169600,14187657
14213384,14212768,,,,14251370,14196947,,,,,,,,14171527,,14171427,,14190916,14169605,14187688
14213402,14213172,,,,14251495,14197220,,,,,,,,14171527,,14171432,,14191069,14169605,14187698
14213412,14213333,,,,14251513,14197330,,,,,,,,14171529,,14171432,,14191105,14169605,14187765
14213683,14213392,,,,14251546,14197348,,,,,,,,14171537,,14171435,,14191202,14169610,14187780
14213724,14213466,,,,14251661,14197555,,,,,,,,14171537,,14171437,,14191212,14169610,14187785
14213737,14213504,,,,14251679,14197739,,,,,,,,14171537,,14171437,,14191225,14169615,14188061
14214102,14213714,,,,14251684,14197826,,,,,,,,14171537,,14171440,,14191258,14169615,14188240
14214107,14213949,,,,14251738,14197933,,,,,,,,14171537,,14171440,,14191261,14169623,14188263
14214230,14214069,,,,14251789,14198020,,,,,,,,14171542,,14171440,,14191299,14169623,14188360
14214248,14214130,,,,14251802,14198061,,,,,,,,14171542,,14171442,,14191432,14169623,14188383
14214427,14214299,,,,14252042,14198079,,,,,,,,14171542,,14171450,,14191575,14169625,14188383
14214580,14214322,,,,14252055,14198260,,,,,,,,14171542,,14171450,,14191593,14169625,14188419
14214593,14214409,,,,14252088,14198370,,,,,,,,14171547,,14171450,,14191598,14169628,14188447
14214644,14214437,,,,14252119,14198373,,,,,,,,14171547,,14171450,,14191608,14169628,14188455
14214759,14214521,,,,14252142,14198396,,,,,,,,14171547,,14171450,,14191731,14169633,14188608
14214764,14214552,,,,14252282,14198411,,,,,,,,14171547,,14171450,,14191851,14169633,14188649
14214797,14214861,,,,14252323,14198447,,,,,,,,14171547,,14171455,,14192022,14169633,14188687
14214841,14214884,,,,14252446,14198641,,,,,,,,14171552,,14171455,,14192068,14169638,14188700
14214869,14214910,,,,14252604,14198677,,,,,,,,14171552,,14171455,,14192160,14169641,14188710
14214999,14214920,,,,14252673,14198743,,,,,,,,14171552,,14171455,,14192165,14169643,14189045
14215081,14214920,,,,14252714,14198792,,,,,,,,14171555,,14171458,,14192178,14169646,14189050
14215196,14214961,,,,14252760,14198958,,,,,,,,14171555,,14171460,,14192229,14169646,14189091
14215224,14215030,,,,14252880,14199032,,,,,,,,14171557,,14171463,,14192288,14169648,14189137
14215270,14215099,,,,14252949,14199114,,,,,,,,14171557,,14171465,,14192436,14169651,14189188
14215326,14215283,,,,14253105,14199119,,,,,,,,14171560,,14171465,,14192480,14169651,14189201
14215326,14215416,,,,14253113,14199196,,,,,,,,14171560,,14171468,,14192664,14169651,14189257
14215380,14215462,,,,14253138,14199275,,,,,,,,14171560,,14171468,,14192738,14169656,14189303
14215403,14215482,,,,14253200,14199334,,,,,,,,14171560,,14171468,,14192848,14169656,14189321
14215441,14215533,,,,14253238,14199334,,,,,,,,14171565,,14171468,,14192858,14169656,14189413
14215462,14215610,,,,14253256,14199349,,,,,,,,14171565,,14171468,,14192901,14169661,14189441
14215656,14215633,,,,14253284,14199364,,,,,,,,14171565,,14171468,,14192942,14169661,14189454
14215669,14215646,,,,14253302,14199763,,,,,,,,14171573,,14171473,,14192978,14169661,14189469
14215669,14215876,,,,14253315,14199855,,,,,,,,14171573,,14171473,,14192991,14169671,14189477
14215789,14216029,,,,14253325,14199883,,,,,,,,14171575,,14171473,,14193047,14169674,14189592
14215822,14216042,,,,14253371,14199891,,,,,,,,14171575,,14171478,,14193167,14169674,14189699
14215825,14216108,,,,14253435,14199975,,,,,,,,14171578,,14171478,,14193295,14169679,14189745
14215914,14216116,,,,14253437,14199978,,,,,,,,14171580,,14171483,,14193589,14169679,14189886
14216078,14216116,,,,14253440,14199993,,,,,,,,14171583,,14171483,,14193632,14169684,14189927
14216088,14216226,,,,14253450,14200039,,,,,,,,14171583,,14171483,,14193678,14169684,14190003
14216154,14216249,,,,14253468,14200108,,,,,,,,14171583,,14171483,,14193742,14169684,14190121
14216221,14216285,,,,14253506,14200149,,,,,,,,14171588,,14171486,,14193775,14169684,14190141
14216336,14216290,,,,14253514,14200164,,,,,,,,14171588,,14171491,,14193875,14169687,14190177
14216430,14216323,,,,14253542,14200527,,,,,,,,14171588,,14171491,,14193972,14169687,14190218
14216446,14216354,,,,14253583,14200614,,,,,,,,14171598,,14171496,,14194159,14169689,14190282
14216589,14216428,,,,14253619,14200762,,,,,,,,14171598,,14171501,,14194358,14169689,14190412
14216599,14216563,,,,14253634,14200780,,,,,,,,14171598,,14171501,,14194588,14169689,14190425
14216635,14216650,,,,14253639,14200793,,,,,,,,14171601,,14171501,,14194598,14169689,14190471
14216701,14216673,,,,14253652,14200913,,,,,,,,14171601,,14171501,,14194644,14169689,14190471
14216737,14216696,,,,14253693,14200936,,,,,,,,14171601,,14171501,,14194652,14169689,14190660
14216750,14216742,,,,14253698,14200946,,,,,,,,14171603,,14171504,,14194741,14169692,14190821
14216814,14216806,,,,14253711,14201041,,,,,,,,14171606,,14171509,,14194961,14169694,14190926
14216929,14216898,,,,14253744,14201087,,,,,,,,14171606,,14171509,,14195048,14169697,14190985
14216967,14216980,,,,14253759,14201212,,,,,,,,14171606,,14171509,,14195122,14169702,14191005
14217164,14217041,,,,14253938,14201340,,,,,,,,14171606,,14171509,,14195273,14169702,14191115
14217169,14217090,,,,14254053,14201501,,,,,,,,14171606,,14171509,,14195283,14169707,14191345
14217289,14217118,,,,14254056,14201552,,,,,,,,14171606,,14171514,,14195370,14169707,14191414
14217368,14217156,,,,14254112,14201626,,,,,,,,14171611,,14171514,,14195485,14169707,14191703
14217399,14217320,,,,14254250,14201687,,,,,,,,14171616,,14171514,,14195554,14169710,14191874
14217486,14217330,,,,14254255,14201723,,,,,,,,14171616,,14171514,,14195636,14169712,14192099
14217537,14217373,,,,14254480,14201884,,,,,,,,14171616,,14171514,,14195677,14169712,14192119
14217588,14217409,,,,14254536,14201897,,,,,,,,14171616,,14171519,,14195853,14169712,14192183
14217644,14217547,,,,14254572,14202155,,,,,,,,14171624,,14171524,,14195863,14169712,14192421
14217731,14217580,,,,14254582,14202168,,,,,,,,14171626,,14171524,,14195884,14169715,14192482
14217749,14217593,,,,14254600,14202224,,,,,,,,14171629,,14171527,,14195917,14169715,14192500
14217785,14217621,,,,14254672,14202239,,,,,,,,14171629,,14171532,,14195922,14169715,14192569
14217826,14217624,,,,14254797,14202260,,,,,,,,14171629,,14171532,,14195922,14169717,14192674
14217905,14217675,,,,14254848,14202280,,,,,,,,14171629,,14171534,,14196106,14169717,14192848
14217910,14217713,,,,14254861,14202347,,,,,,,,14171634,,14171534,,14196142,14169720,14193016
14217966,14217721,,,,14254876,14202431,,,,,,,,14171634,,14171542,,14196180,14169720,14193039
14218071,14217767,,,,14254879,14202436,,,,,,,,14171634,,14171542,,14196231,14169720,14193083
