0-NOMOD,0-MINOR[63],0-MAJOR[63]
14156367,14157213,14154241
14156375,14157213,14154241
14156375,14157244,14154256
14156385,14157269,14154259
14156385,14157269,14154264
14156393,14157277,14154264
14156395,14157277,14154264
14156395,14157292,14154269
14156395,14157305,14154269
14156398,14157315,14154274
14156408,14157328,14154277
14156418,14157338,14154282
14156418,14157346,14154287
14156418,14157361,14154292
14156426,14157369,14154292
14156436,14157374,14154300
14156441,14157379,14154302
14156449,14157382,14154305
14156459,14157389,14154307
14156459,14157397,14154315
14156459,14157402,14154320
14156464,14157407,14154320
14156467,14157420,14154325
14156467,14157456,14154333
14156472,14157476,14154338
14156477,14157479,14154356
14156477,14157484,14154361
14156482,14157535,14154371
14156492,14157545,14154371
14156500,14157553,14154371
14156505,14157558,14154379
14156518,14157558,14154397
14156518,14157563,14154407
14156536,14157581,14154417
14156541,14157581,14154430
14156541,14157589,14154438
14156546,14157589,14154443
14156546,14157594,14154448
14156546,14157604,14154453
14156551,14157609,14154453
14156551,14157609,14154466
14156551,14157617,14154466
14156556,14157622,14154468
14156559,14157622,14154476
14156577,14157637,14154481
14156579,14157645,14154499
14156582,14157645,14154499
14156607,14157650,14154504
14156615,14157650,14154507
14156620,14157673,14154512
14156625,14157678,14154527
14156628,14157683,14154527
14156633,14157701,14154535
14156638,14157706,14154540
14156643,14157714,14154545
14156648,14157714,14154555
14156653,14157714,14154558
14156674,14157724,14154563
14156679,14157727,14154563
14156684,14157729,14154578
14156684,14157729,14154578
14156689,14157747,14154601
14156697,14157752,14154614
14156697,14157760,14154619
14156707,14157760,14154627
14156707,14157760,14154632
14156712,14157765,14154632
14156715,14157783,14154655
14156722,14157788,14154660
14156722,14157811,14154665
14156725,14157824,14154678
14156730,14157834,14154683
14156763,14157834,14154691
14156763,14157839,14154691
14156781,14157849,14154721
14156781,14157867,14154724
14156799,14157875,14154729
14156799,14157875,14154729
14156804,14157885,14154734
14156807,14157885,14154760
14156822,14157898,14154770
14156832,14157908,14154785
14156835,14157911,14154785
14156840,14157913,14154788
14156840,14157916,14154798
14156850,14157918,14154806
14156850,14157931,14154831
14156853,14157944,14154834
14156858,14157949,14154857
14156863,14157949,14154859
14156878,14157959,14154877
14156886,14157967,14154882
14156891,14157967,14154890
14156906,14157977,14154890
14156914,14157985,14154895
14156929,14157987,14154900
14156932,14157990,14154903
14156932,14158003,14154908
14156942,14158005,14154918
14156942,14158018,14154918
14156945,14158018,14154921
14156947,14158018,14154931
14156950,14158028,14154949
14156952,14158031,14154954
14156955,14158051,14154954
14156960,14158059,14154964
14156970,14158064,14154969
14156970,14158064,14154977
14156978,14158082,14154977
14156988,14158087,14154982
14156988,14158092,14154987
14156993,14158092,14154992
14156998,14158095,14154992
14157001,14158097,14155010
14157001,14158102,14155010
14157024,14158115,14155015
14157029,14158128,14155018
14157037,14158128,14155023
14157044,14158138,14155046
14157052,14158143,14155079
14157052,14158143,14155084
14157057,14158156,14155087
14157057,14158166,14155097
14157057,14158166,14155097
14157083,14158189,14155107
14157085,14158197,14155112
14157085,14158197,14155112
14157103,14158202,14155115
14157106,14158217,14155128
14157121,14158233,14155130
14157121,14158235,14155138
14157126,14158243,14155171
14157139,14158261,14155176
14157144,14158266,14155176
14157154,14158271,14155189
14157157,14158289,14155199
14157172,14158307,14155202
14157190,14158335,14155202
14157190,14158340,14155202
14157203,14158340,14155235
14157213,14158340,14155240
14157226,14158345,14155240
14157228,14158353,14155268
14157236,14158378,14155268
14157246,14158409,14155281
14157246,14158414,14155286
14157246,14158414,14155291
14157254,14158414,14155294
14157259,14158422,14155309
14157274,14158440,14155332
14157277,14158440,14155340
14157287,14158442,14155345
14157287,14158450,14155355
14157287,14158450,14155360
14157300,14158455,14155378
14157305,14158455,14155386
14157305,14158455,14155391
14157310,14158455,14155406
14157318,14158460,14155414
14157333,14158460,14155419
14157346,14158483,14155424
14157351,14158483,14155427
14157356,14158496,14155437
14157369,14158496,14155442
14157374,14158496,14155447
14157389,14158511,14155447
14157392,14158519,14155450
14157397,14158524,14155452
14157415,14158524,14155460
14157420,14158524,14155460
14157420,14158529,14155473
14157425,14158529,14155478
14157438,14158537,14155493
14157443,14158547,14155496
14157443,14158565,14155503
14157448,14158565,14155511
14157448,14158575,14155521
14157453,14158578,14155529
14157456,14158606,14155529
14157458,14158634,14155539
14157461,14158639,14155539
14157466,14158649,14155557
14157466,14158654,14155562
14157471,14158654,14155562
14157476,14158662,14155565
14157476,14158667,14155570
14157476,14158680,14155580
14157476,14158680,14155580
14157479,14158685,14155585
14157479,14158685,14155598
14157489,14158690,14155598
14157494,14158695,14155603
14157497,14158713,14155603
14157507,14158726,14155608
14157507,14158731,14155611
14157517,14158749,14155621
14157525,14158754,14155631
14157525,14158754,14155631
14157530,14158754,14155636
14157540,14158759,14155639
14157540,14158767,14155649
14157548,14158769,14155659
14157558,14158777,14155667
14157563,14158782,14155672
14157581,14158785,14155672
14157581,14158800,14155677
14157594,14158805,14155690
14157604,14158813,14155700
14157609,14158818,14155713
14157609,14158823,14155728
14157609,14158833,14155731
14157609,14158841,14155733
14157612,14158859,14155741
14157612,14158869,14155749
14157612,14158887,14155751
14157614,14158887,14155759
14157619,14158892,14155764
14157619,14158902,14155769
14157627,14158910,14155769
14157635,14158915,14155774
14157650,14158915,14155782
14157665,14158920,14155787
14157668,14158923,14155787
14157673,14158930,14155800
14157673,14158951,14155810
14157688,14158956,14155820
14157691,14158961,14155820
14157709,14158961,14155823
14157719,14158974,14155833
14157719,14158979,14155838
14157732,14158979,14155843
14157737,14158984,14155843
14157752,14158994,14155846
14157755,14158994,14155856
14157755,14158994,14155861
14157770,14158997,14155879
14157775,14158999,14155897
14157783,14159012,14155897
14157788,14159012,14155897
14157788,14159025,14155902
14157801,14159035,14155912
14157806,14159043,14155925
14157816,14159048,14155953
14157829,14159053,14155956
14157834,14159058,14155961
14157839,14159066,14155963
14157849,14159068,14155966
14157849,14159076,14155971
14157852,14159081,14155976
14157852,14159081,14155981
14157852,14159086,14155984
14157862,14159094,14155984
14157870,14159094,14155989
14157870,14159104,14155999
14157875,14159104,14156009
14157880,14159122,14156017
14157890,14159122,14156025
14157893,14159130,14156027
14157893,14159135,14156063
14157895,14159140,14156081
14157898,14159145,14156086
14157903,14159150,14156086
14157908,14159153,14156091
14157908,14159168,14156099
14157931,14159191,14156101
14157939,14159201,14156101
14157941,14159209,14156109
14157949,14159224,14156122
14157954,14159227,14156127
14157959,14159245,14156155
14157962,14159247,14156160
14157967,14159268,14156160
14157977,14159275,14156165
14157985,14159283,14156173
14157985,14159283,14156173
14158010,14159293,14156178
14158010,14159306,14156178
14158023,14159319,14156186
14158023,14159319,14156193
14158028,14159319,14156196
14158031,14159324,14156206
14158046,14159329,14156229
14158046,14159347,14156229
14158051,14159352,14156239
14158054,14159357,14156247
14158056,14159362,14156257
14158059,14159370,14156260
14158059,14159375,14156260
14158059,14159380,14156260
14158064,14159385,14156270
14158064,14159398,14156270
14158064,14159411,14156280
14158069,14159416,14156283
14158074,14159421,14156283
14158082,14159421,14156293
14158092,14159426,14156308
14158097,14159429,14156316
14158105,14159434,14156321
14158105,14159444,14156324
14158115,14159444,14156331
14158133,14159449,14156334
14158133,14159449,14156349
14158146,14159454,14156354
14158146,14159457,14156354
14158151,14159477,14156357
14158156,14159485,14156370
14158174,14159505,14156372
14158174,14159508,14156385
14158174,14159513,14156393
14158192,14159513,14156395
14158202,14159518,14156395
14158212,14159536,14156398
14158215,14159536,14156403
14158225,14159541,14156408
14158240,14159541,14156418
14158243,14159554,14156439
14158248,14159564,14156454
14158248,14159569,14156454
14158256,14159572,14156462
14158258,14159582,14156472
14158261,14159592,14156477
14158279,14159600,14156485
14158294,14159605,14156500
14158299,14159638,14156508
14158302,14159651,14156510
14158307,14159651,14156513
14158312,14159651,14156528
14158312,14159666,14156536
14158317,14159674,14156538
14158335,14159674,14156541
14158345,14159674,14156559
14158353,14159674,14156574
14158358,14159684,14156597
14158358,14159684,14156602
14158368,14159687,14156610
14158368,14159692,14156610
14158373,14159702,14156615
14158381,14159710,14156620
14158391,14159710,14156633
14158396,14159712,14156638
14158396,14159715,14156643
14158409,14159720,14156646
14158409,14159730,14156648
14158414,14159730,14156651
14158424,14159730,14156656
14158427,14159733,14156656
14158445,14159738,14156666
14158445,14159743,14156674
14158455,14159751,14156707
14158455,14159761,14156707
14158473,14159781,14156712
14158473,14159784,14156720
14158483,14159784,14156740
14158496,14159807,14156743
14158506,14159825,14156753
14158509,14159830,14156776
14158524,14159830,14156776
14158524,14159835,14156799
14158534,14159845,14156799
14158537,14159848,14156809
14158547,14159850,14156812
14158552,14159863,14156814
14158560,14159868,14156827
14158560,14159868,14156832
14158565,14159889,14156840
14158570,14159917,14156845
14158578,14159940,14156850
14158580,14159950,14156855
14158580,14159950,14156863
14158580,14159955,14156868
14158583,14159963,14156873
14158588,14159968,14156878
14158598,14159978,14156886
14158598,14159981,14156886
14158603,14159983,14156891
14158611,14159991,14156891
14158611,14159991,14156896
14158616,14160006,14156906
14158626,14160006,14156924
14158639,14160019,14156927
14158639,14160019,14156932
14158649,14160024,14156950
14158652,14160037,14156965
14158657,14160078,14156975
14158657,14160088,14156988
14158667,14160098,14156988
14158675,14160101,14157001
14158685,14160111,14157011
14158693,14160111,14157024
14158695,14160134,14157029
14158698,14160139,14157044
14158698,14160139,14157052
14158708,14160144,14157052
14158708,14160144,14157057
14158716,14160147,14157075
14158718,14160152,14157075
14158726,14160157,14157085
14158744,14160185,14157088
14158746,14160185,14157088
14158782,14160185,14157093
14158787,14160198,14157106
14158790,14160198,14157167
14158800,14160203,14157172
14158800,14160203,14157190
14158810,14160208,14157226
14158813,14160218,14157241
14158818,14160221,14157244
14158823,14160231,14157249
14158828,14160231,14157249
14158846,14160231,14157254
14158856,14160234,14157259
14158856,14160239,14157274
14158861,14160241,14157277
14158864,14160244,14157328
14158874,14160254,14157343
14158882,14160267,14157351
14158892,14160272,14157356
14158897,14160277,14157359
14158897,14160280,14157369
14158905,14160282,14157374
14158907,14160295,14157397
14158910,14160305,14157402
14158928,14160305,14157407
14158938,14160310,14157428
14158938,14160313,14157428
14158938,14160323,14157456
14158961,14160331,14157489
14158966,14160331,14157489
14158974,14160341,14157489
14158984,14160364,14157504
14158984,14160377,14157517
14158992,14160392,14157517
14159002,14160402,14157527
14159002,14160410,14157535
14159007,14160410,14157540
14159007,14160410,14157545
14159007,14160420,14157553
14159017,14160425,14157553
14159020,14160433,14157558
14159040,14160451,14157563
14159061,14160456,14157581
14159063,14160456,14157581
14159066,14160456,14157581
14159071,14160479,14157586
14159076,14160479,14157604
14159094,14160487,14157617
14159094,14160492,14157632
14159094,14160497,14157660
14159099,14160520,14157691
14159099,14160520,14157696
14159099,14160520,14157696
14159104,14160525,14157696
14159122,14160535,14157727
14159122,14160548,14157729
14159127,14160548,14157752
14159132,14160553,14157775
14159150,14160553,14157778
14159163,14160566,14157788
14159163,14160566,14157801
14159173,14160571,14157811
14159173,14160576,14157829
14159178,14160581,14157829
14159186,14160581,14157847
14159191,14160604,14157852
14159201,14160617,14157857
14159204,14160622,14157857
14159209,14160622,14157862
14159219,14160630,14157872
14159222,14160635,14157875
14159227,14160635,14157880
14159237,14160640,14157880
14159242,14160640,14157888
14159255,14160640,14157913
14159260,14160663,14157921
14159270,14160676,14157936
14159275,14160722,14157936
14159275,14160727,14157944
14159283,14160732,14157959
14159288,14160732,14157972
14159288,14160732,14157972
14159293,14160737,14157990
14159301,14160742,14157990
14159311,14160750,14158013
14159316,14160770,14158013
14159316,14160770,14158013
14159324,14160778,14158031
14159352,14160791,14158031
14159352,14160801,14158051
14159357,14160801,14158064
14159360,14160806,14158064
14159365,14160806,14158069
14159375,14160806,14158079
14159434,14160806,14158087
14159434,14160819,14158100
14159439,14160819,14158110
14159462,14160824,14158110
14159472,14160824,14158120
14159477,14160834,14158125
14159485,14160834,14158146
14159490,14160839,14158156
14159495,14160839,14158166
14159495,14160847,14158174
14159503,14160860,14158202
14159508,14160880,14158210
14159508,14160893,14158215
14159526,14160921,14158220
14159526,14160929,14158220
14159531,14160947,14158243
14159531,14160962,14158253
14159536,14160962,14158256
14159536,14160972,14158256
14159554,14160980,14158258
14159554,14161013,14158261
14159554,14161023,14158279
14159564,14161026,14158289
14159564,14161054,14158330
14159564,14161054,14158335
14159572,14161054,14158340
14159577,14161072,14158345
14159582,14161110,14158353
14159587,14161115,14158368
14159592,14161115,14158386
14159592,14161118,14158391
14159600,14161118,14158396
14159605,14161123,14158399
14159605,14161131,14158401
14159605,14161146,14158404
14159610,14161146,14158419
14159610,14161159,14158427
14159610,14161161,14158432
14159615,14161174,14158432
14159615,14161197,14158445
14159618,14161215,14158445
14159618,14161238,14158450
14159623,14161256,14158450
14159623,14161274,14158455
14159623,14161279,14158501
14159628,14161284,14158501
14159628,14161312,14158529
14159628,14161315,14158534
14159633,14161330,14158537
14159636,14161343,14158547
14159636,14161348,14158547
14159643,14161353,14158552
14159656,14161358,14158555
14159656,14161358,14158565
14159661,14161366,14158575
14159669,14161368,14158580
14159674,14161381,14158588
14159679,14161394,14158593
14159682,14161399,14158593
14159682,14161417,14158606
14159687,14161514,14158606
14159692,14161529,14158611
14159692,14161537,14158616
14159697,14161537,14158616
14159710,14161542,14158639
14159710,14161547,14158647
14159715,14161588,14158672
14159715,14161588,14158703
14159720,14161593,14158703
14159720,14161593,14158708
14159725,14161606,14158718
14159738,14161611,14158736
14159743,14161619,14158749
14159748,14161621,14158759
14159756,14161634,14158764
14159781,14161634,14158772
14159799,14161644,14158782
14159802,14161652,14158800
14159804,14161665,14158823
14159807,14161680,14158859
14159817,14161683,14158861
14159817,14161688,14158864
14159825,14161706,14158864
14159835,14161749,14158869
14159835,14161757,14158887
14159843,14161759,14158915
14159858,14161762,14158915
14159868,14161767,14158930
14159871,14161767,14158938
14159873,14161777,14158951
14159881,14161780,14158956
14159886,14161782,14158971
14159886,14161803,14158974
14159889,14161813,14159002
14159922,14161831,14159043
14159927,14161841,14159061
14159927,14161841,14159076
14159935,14161846,14159081
14159940,14161854,14159081
14159940,14161859,14159099
14159940,14161872,14159104
14159950,14161882,14159117
14159960,14161887,14159122
14159968,14161887,14159132
14159978,14161890,14159140
14159981,14161895,14159160
14159983,14161897,14159173
14159986,14161920,14159181
14159986,14161933,14159186
14159991,14161941,14159201
14159996,14161951,14159204
14159996,14161956,14159214
14160009,14161959,14159219
14160014,14161961,14159232
14160014,14161974,14159237
14160019,14161987,14159237
14160019,14161997,14159250
14160027,14161997,14159255
14160029,14161997,14159260
14160037,14162033,14159260
14160037,14162056,14159265
14160042,14162061,14159270
14160047,14162066,14159270
14160047,14162079,14159278
14160055,14162079,14159283
14160065,14162094,14159283
14160078,14162099,14159296
14160080,14162102,14159301
14160080,14162107,14159329
14160088,14162107,14159337
14160106,14162112,14159339
14160111,14162125,14159339
14160111,14162140,14159352
14160116,14162145,14159357
14160116,14162148,14159362
14160139,14162148,14159380
14160144,14162153,14159439
14160152,14162158,14159439
14160152,14162158,14159454
14160157,14162168,14159467
14160162,14162171,14159482
14160167,14162189,14159495
14160170,14162189,14159500
14160170,14162194,14159518
14160175,14162222,14159523
14160185,14162222,14159531
14160188,14162222,14159559
14160195,14162232,14159572
14160198,14162237,14159587
14160218,14162245,14159587
14160221,14162250,14159610
14160231,14162268,14159633
14160234,14162268,14159636
14160239,14162273,14159641
14160241,14162273,14159643
14160244,14162278,14159664
14160244,14162281,14159669
14160249,14162286,14159684
14160249,14162286,14159692
14160254,14162301,14159697
14160254,14162301,14159710
14160254,14162306,14159720
14160259,14162309,14159728
14160280,14162314,14159748
14160282,14162329,14159753
14160282,14162337,14159766
14160290,14162337,14159776
14160300,14162352,14159789
14160308,14162352,14159799
14160323,14162365,14159812
14160323,14162401,14159827
14160326,14162442,14159835
14160336,14162444,14159840
14160346,14162449,14159853
14160349,14162452,14159853
14160364,14162470,14159858
14160369,14162490,14159868
14160372,14162498,14159950
14160377,14162503,14159973
14160382,14162508,14159973
14160382,14162531,14159983
14160387,14162549,14159986
14160400,14162549,14160006
14160410,14162564,14160037
14160415,14162567,14160042
14160423,14162567,14160042
14160433,14162572,14160047
14160433,14162577,14160052
14160438,14162590,14160070
14160456,14162595,14160083
14160456,14162633,14160088
14160469,14162636,14160106
14160474,14162646,14160106
14160489,14162659,14160111
14160492,14162669,14160147
14160494,14162669,14160152
14160497,14162674,14160162
14160497,14162692,14160162
14160507,14162697,14160175
14160507,14162700,14160203
14160512,14162715,14160208
14160512,14162715,14160249
14160512,14162728,14160254
14160520,14162728,14160267
14160520,14162733,14160277
14160530,14162761,14160300
14160530,14162779,14160305
14160535,14162784,14160308
14160543,14162787,14160318
14160548,14162792,14160346
14160548,14162794,14160369
14160558,14162797,14160369
14160566,14162825,14160369
14160581,14162871,14160382
14160589,14162876,14160400
14160589,14162889,14160400
14160607,14162889,14160410
14160607,14162894,14160433
14160612,14162902,14160464
14160617,14162912,14160466
14160622,14162912,14160474
14160622,14162940,14160479
14160627,14162945,14160530
14160640,14162963,14160543
14160640,14162968,14160548
14160645,14162971,14160556
14160648,14162973,14160561
14160650,14162976,14160576
14160653,14162981,14160576
14160658,14162981,14160594
14160663,14162986,14160622
14160673,14162991,14160625
14160676,14162996,14160630
14160686,14163004,14160658
14160709,14163032,14160686
14160709,14163037,14160709
14160709,14163037,14160719
14160714,14163040,14160742
14160714,14163078,14160745
14160737,14163083,14160768
14160737,14163096,14160770
14160742,14163096,14160791
14160750,14163101,14160801
14160755,14163101,14160801
14160755,14163124,14160819
14160755,14163124,14160819
14160768,14163129,14160837
14160770,14163137,14160842
14160778,14163142,14160880
14160783,14163157,14160880
14160783,14163165,14160903
14160801,14163170,14160921
14160806,14163175,14160939
14160809,14163178,14160952
14160814,14163180,14160957
14160819,14163193,14160962
14160829,14163211,14160990
14160834,14163216,14161054
14160839,14163216,14161090
14160839,14163216,14161100
14160842,14163216,14161118
14160847,14163239,14161136
14160847,14163239,14161154
14160852,14163244,14161156
14160852,14163275,14161164
14160860,14163280,14161169
14160870,14163280,14161179
14160888,14163285,14161233
14160898,14163303,14161261
14160903,14163313,14161266
14160906,14163316,14161299
14160908,14163326,14161302
14160908,14163331,14161307
14160911,14163344,14161307
14160916,14163354,14161353
14160921,14163354,14161366
14160939,14163364,14161389
14160947,14163367,14161399
14160947,14163377,14161422
14160952,14163400,14161427
14160967,14163413,14161440
14160970,14163423,14161468
14160972,14163428,14161478
14160975,14163431,14161478
14160975,14163477,14161506
14160977,14163479,14161542
14160990,14163492,14161542
14160993,14163515,14161565
14160995,14163520,14161578
14160995,14163520,14161588
14161008,14163556,14161593
14161031,14163556,14161596
14161031,14163561,14161611
14161049,14163566,14161611
14161067,14163574,14161614
14161077,14163592,14161619
14161082,14163597,14161624
14161082,14163597,14161639
14161095,14163602,14161688
14161095,14163625,14161703
14161100,14163630,14161734
14161118,14163635,14161762
14161118,14163658,14161777
14161123,14163671,14161785
14161136,14163671,14161785
14161141,14163671,14161795
14161141,14163676,14161795
14161141,14163686,14161849
14161141,14163691,14161877
14161156,14163714,14161882
14161187,14163727,14161900
14161192,14163737,14161938
14161202,14163745,14161974
14161220,14163745,14161974
14161233,14163773,14161974
14161233,14163783,14161987
14161238,14163786,14162002
14161243,14163804,14162025
14161253,14163814,14162025
14161256,14163824,14162071
14161261,14163878,14162084
14161266,14163901,14162099
14161279,14163934,14162112
14161284,14163965,14162120
14161284,14163975,14162168
14161289,14163980,14162171
14161297,14164021,14162199
14161297,14164031,14162227
14161307,14164039,14162291
14161312,14164039,14162296
14161317,14164052,14162319
14161322,14164062,14162334
14161325,14164062,14162375
14161325,14164067,14162393
14161330,14164095,14162426
14161330,14164103,14162439
14161340,14164123,14162439
14161343,14164149,14162444
14161348,14164172,14162498
14161361,14164177,14162503
14161363,14164182,14162526
14161366,14164210,14162539
14161368,14164223,14162554
14161376,14164228,14162567
14161381,14164246,14162572
14161384,14164256,14162600
14161394,14164284,14162605
14161394,14164307,14162613
14161399,14164343,14162631
14161399,14164353,14162636
14161409,14164376,14162687
14161409,14164381,14162687
14161412,14164389,14162700
14161435,14164394,14162705
14161455,14164399,14162733
14161476,14164435,14162761
14161481,14164435,14162769
14161491,14164440,14162774
14161499,14164458,14162797
14161506,14164489,14162802
14161509,14164496,14162802
14161519,14164499,14162863
14161519,14164504,14162889
14161524,14164519,14162902
14161532,14164545,14162922
14161537,14164563,14162963
14161547,14164578,14162978
14161555,14164586,14163004
14161555,14164606,14163004
14161578,14164609,14163042
14161578,14164619,14163050
14161583,14164629,14163055
14161606,14164632,14163060
14161614,14164632,14163083
14161621,14164637,14163101
14161629,14164637,14163147
14161634,14164665,14163193
14161652,14164670,14163249
14161657,14164698,14163298
14161657,14164734,14163298
14161657,14164744,14163303
14161670,14164767,14163372
14161675,14164785,14163382
14161675,14164798,14163387
14161693,14164798,14163390
14161698,14164803,14163392
14161703,14164813,14163400
14161703,14164834,14163423
14161716,14164854,14163423
14161721,14164859,14163438
14161731,14164864,14163441
14161752,14164872,14163451
14161762,14164903,14163451
14161775,14164913,14163456
14161780,14164918,14163482
14161790,14164941,14163487
14161790,14164946,14163515
14161790,14164982,14163520
14161790,14165000,14163533
14161795,14165005,14163546
14161803,14165033,14163551
14161805,14165097,14163615
14161813,14165125,14163630
14161813,14165130,14163658
14161813,14165158,14163666
14161836,14165161,14163671
14161846,14165166,14163717
14161849,14165171,14163727
14161859,14165181,14163776
14161859,14165199,14163781
14161864,14165232,14163796
14161864,14165248,14163814
14161877,14165273,14163832
14161887,14165286,14163891
14161892,14165286,14163911
14161895,14165299,14163934
14161900,14165301,14163947
14161905,14165304,14164003
14161910,14165322,14164039
14161913,14165373,14164105
14161915,14165383,14164136
14161928,14165432,14164149
14161928,14165447,14164197
14161928,14165460,14164292
14161936,14165465,14164307
14161941,14165475,14164325
14161946,14165506,14164338
14161951,14165534,14164351
14161966,14165554,14164366
14161974,14165580,14164376
14161982,14165603,14164384
14161982,14165608,14164445
14162002,14165649,14164450
14162010,14165667,14164466
14162010,14165677,14164517
14162012,14165682,14164545
14162020,14165682,14164568
14162025,14165692,14164673
14162030,14165692,14164729
14162033,14165705,14164739
14162038,14165738,14164785
14162043,14165751,14164811
14162048,14165751,14164849
14162053,14165853,14164849
14162061,14165861,14164864
14162066,14165861,14164867
14162071,14165884,14164877
14162071,14165894,14164908
14162071,14165902,14164918
14162084,14165935,14164923
14162089,14165943,14164936
14162094,14165961,14164964
14162112,14165971,14164969
14162112,14166017,14164987
14162112,14166022,14164997
14162122,14166058,14165025
14162135,14166106,14165046
14162140,14166106,14165066
14162140,14166129,14165143
14162153,14166142,14165143
14162153,14166160,14165153
14162158,14166201,14165332
14162163,14166206,14165337
14162166,14166216,14165350
14162168,14166270,14165360
14162171,14166306,14165401
14162189,14166306,14165411
14162189,14166311,14165424
14162191,14166316,14165460
14162194,14166367,14165529
14162204,14166372,14165544
14162204,14166390,14165549
14162209,14166395,14165562
14162212,14166482,14165575
14162217,14166500,14165575
14162222,14166523,14165585
14162227,14166523,14165600
14162240,14166541,14165644
14162245,14166551,14165659
14162250,14166579,14165682
14162250,14166592,14165710
14162260,14166597,14165710
14162273,14166625,14165764
14162278,14166638,14165777
14162283,14166648,14165805
14162283,14166651,14165861
14162309,14166676,14165861
14162314,14166684,14165861
14162319,14166763,14165866
14162329,14166763,14165884
14162329,14166794,14165912
14162332,14166794,14165917
14162334,14166817,14165958
14162334,14166819,14165984
14162337,14166822,14166009
14162347,14166878,14166012
14162347,14166924,14166030
14162365,14166973,14166040
14162370,14166983,14166124
14162383,14167003,14166137
14162393,14167034,14166137
14162393,14167052,14166170
14162396,14167062,14166191
14162411,14167075,14166257
14162411,14167095,14166293
14162416,14167111,14166331
14162416,14167121,14166349
14162416,14167136,14166367
14162429,14167144,14166382
14162429,14167162,14166405
14162447,14167213,14166428
14162462,14167218,14166449
14162470,14167223,14166449
14162472,14167236,14166459
14162508,14167282,14166546
14162508,14167318,14166556
14162516,14167356,14166559
14162518,14167384,14166574
14162518,14167387,14166587
14162521,14167389,14166666
14162526,14167397,14166684
14162536,14167461,14166745
14162539,14167466,14166855
14162554,14167466,14166865
14162554,14167499,14166878
14162562,14167509,14166937
14162567,14167512,14166950
14162572,14167512,14166957
14162572,14167540,14166965
14162580,14167568,14166983
14162600,14167573,14167019
14162605,14167576,14167029
14162628,14167586,14167085
14162631,14167645,14167098
14162641,14167663,14167103
14162646,14167683,14167121
14162649,14167701,14167149
14162654,14167701,14167180
14162679,14167711,14167205
14162679,14167739,14167218
14162682,14167783,14167218
14162687,14167834,14167272
14162705,14167839,14167277
14162710,14167839,14167287
14162710,14167857,14167287
14162720,14167867,14167292
14162756,14167880,14167292
14162756,14167895,14167310
14162769,14167903,14167343
14162779,14167903,14167343
14162784,14167903,14167366
14162802,14167908,14167402
14162807,14167918,14167425
14162812,14167949,14167438
14162825,14167954,14167453
14162825,14167967,14167456
14162825,14167985,14167466
14162830,14168000,14167494
14162830,14168023,14167509
14162830,14168036,14167609
14162835,14168079,14167645
14162843,14168084,14167647
14162843,14168097,14167691
14162853,14168128,14167719
14162871,14168161,14167816
14162871,14168166,14167834
14162871,14168207,14167834
14162871,14168243,14167844
14162889,14168253,14167895
14162927,14168263,14167913
14162935,14168281,14168005
14162940,14168286,14168059
14162945,14168317,14168069
14162948,14168345,14168074
14162958,14168350,14168079
14162958,14168363,14168130
14162958,14168401,14168161
14162963,14168404,14168184
14162963,14168427,14168184
14162968,14168437,14168207
14162968,14168460,14168240
14162973,14168460,14168258
14162981,14168478,14168289
14162986,14168483,14168332
14162996,14168491,14168378
14162996,14168501,14168391
14163001,14168516,14168419
14163004,14168537,14168473
14163009,14168565,14168516
14163014,14168593,14168521
14163019,14168644,14168547
14163037,14168667,14168611
14163037,14168705,14168626
14163042,14168721,14168626
14163065,14168741,14168662
14163070,14168744,14168662
14163083,14168800,14168695
14163088,14168828,14168713
14163093,14168841,14168718
14163101,14168843,14168774
14163106,14168856,14168815
14163119,14168861,14168828
14163124,14168869,14168856
14163139,14168874,14168861
14163142,14168920,14168864
14163170,14168958,14169076
14163170,14168989,14169104
14163170,14169007,14169122
14163183,14169017,14169155
14163183,14169104,14169191
14163185,14169112,14169206
14163211,14169117,14169288
14163216,14169132,14169306
14163221,14169160,14169311
14163239,14169178,14169334
14163244,14169255,14169357
14163244,14169265,14169418
14163280,14169278,14169477
14163290,14169293,14169541
14163290,14169311,14169582
14163290,14169334,14169715
14163323,14169362,14169789
14163323,14169375,14169886
14163331,14169431,14169919
14163331,14169449,14169919
14163331,14169462,14169927
14163331,14169464,14170034
14163344,14169482,14170070
14163344,14169518,14170134
14163349,14169587,14170185
14163349,14169597,14170208
14163354,14169605,14170216
14163359,14169643,14170221
14163372,14169651,14170231
14163377,14169756,14170231
14163377,14169766,14170241
14163395,14169786,14170272
14163400,14169873,14170295
14163400,14169881,14170308
14163400,14169927,14170576
14163405,14169927,14170612
14163410,14169968,14170645
14163413,14169973,14170668
14163423,14170011,14170673
14163428,14170037,14170732
14163451,14170080,14170770
14163454,14170093,14170798
14163474,14170106,14170875
14163479,14170116,14170898
14163492,14170126,14170916
14163510,14170185,14170967
14163520,14170195,14170967
14163528,14170213,14170985
14163528,14170221,14170990
14163530,14170313,14171031
14163538,14170369,14171059
14163543,14170397,14171069
14163566,14170456,14171097
14163579,14170471,14171161
14163584,14170484,14171233
14163584,14170502,14171248
14163584,14170548,14171251
14163584,14170561,14171256
14163589,14170576,14171261
14163589,14170594,14171276
14163594,14170599,14171294
14163630,14170617,14171348
14163630,14170668,14171381
14163630,14170686,14171394
14163640,14170765,14171417
14163643,14170770,14171435
14163658,14170778,14171435
