0-NOMOD,0-MINOR[63],0-MAJOR[63]
14185562,14276823,14322059
14185587,14276877,14322233
14185600,14276900,14322269
14185603,14277378,14322330
14185608,14277378,14322506
14185705,14277493,14322583
14185738,14277636,14322739
14185774,14277697,14322823
14185807,14278341,14323416
14185825,14278814,14323728
14185835,14278819,14324147
14185853,14278985,14324566
14185858,14279123,14324645
14185907,14279343,14324929
14185940,14279376,14325090
14185986,14279808,14325527
14186009,14280437,14325619
14186068,14280649,14325619
14186078,14280815,14325826
14186114,14280912,14326171
14186175,14280981,14326250
14186300,14281170,14326345
14186346,14281298,14327170
14186385,14281579,14327201
14186428,14281620,14327794
14186441,14281776,14327901
14186487,14281873,14328075
14186497,14281980,14328282
14186543,14282714,14328305
14186599,14282931,14328530
14186612,14283023,14328732
14186635,14283138,14328872
14186643,14283240,14329013
14186671,14283276,14329248
14186868,14283409,14329299
14186916,14283552,14329322
14186944,14283552,14330132
14186980,14283667,14331032
14186985,14283838,14331098
14187054,14284260,14331126
14187067,14284500,14331282
14187072,14284505,14331553
14187144,14284707,14331975
14187292,14284807,14332092
14187315,14284873,14332253
14187366,14285489,14332427
14187399,14285558,14332662
14187453,14285760,14333242
14187532,14285875,14333807
14187665,14286028,14334083
14187683,14286202,14334160
14187693,14286322,14334244
14187793,14286399,14334405
14187821,14286649,14335059
14187918,14286736,14335632
14187964,14287002,14335652
14187995,14287291,14335780
14188010,14287641,14336048
14188120,14287779,14336723
14188194,14288175,14336769
14188322,14288451,14337160
14188355,14288530,14337367
14188585,14288768,14337533
14188710,14289054,14337556
14188777,14289284,14338141
14188782,14289302,14338144
14188838,14289315,14338205
14188861,14289670,14338568
14188879,14289680,14338683
14188984,14289739,14339166
14188989,14289762,14339289
14189083,14289877,14339657
14189173,14289992,14339866
14189270,14290375,14340610
14189316,14290631,14340837
14189418,14290641,14340937
14189528,14290848,14341016
14189592,14290899,14341558
14189689,14291032,14341842
14189704,14291285,14342013
14189952,14291584,14342082
14190019,14291750,14342138
14190121,14291906,14342187
14190126,14292246,14342322
14190144,14292440,14342376
14190159,14292481,14343380
14190274,14292504,14343610
14190366,14292522,14343835
14190481,14292885,14344144
14190484,14292921,14344203
14190563,14293036,14344645
14190596,14293189,14345082
14190609,14293263,14345335
14190645,14293355,14345381
14190655,14293572,14345555
14190811,14293994,14346301
14190923,14294050,14346728
14190949,14294109,14347004
14190954,14294155,14347336
14191115,14294270,14347497
14191148,14294717,14347676
14191238,14295098,14347806
14191248,14295221,14347837
14191258,14295282,14347993
14191304,14295612,14348284
14191478,14295612,14348803
14191506,14296036,14348816
14191547,14296355,14348849
14191685,14296376,14348954
14191966,14296478,14349263
14191999,14296856,14349521
14192076,14297127,14349930
14192158,14297260,14350007
14192252,14297316,14350403
14192311,14297564,14350492
14192426,14297628,14350533
14192431,14297981,14350684
14192518,14298502,14350988
14192554,14298543,14351047
14192822,14298691,14351333
14192863,14298699,14351486
14192891,14298719,14352079
14193011,14298750,14352125
14193208,14298829,14352146
14193236,14298980,14352322
14193239,14299013,14352460
14193295,14299031,14352529
14193315,14299141,14352892
14193446,14299325,14352892
14193722,14299522,14353035
14193760,14299915,14353150
14193773,14299956,14353326
14194003,14300025,14353495
14194123,14300268,14353937
14194156,14300375,14354057
14194386,14300534,14354305
14194386,14300756,14354957
14194394,14300838,14355087
14194427,14300930,14355261
14194473,14300953,14355532
14194486,14301078,14355713
14194601,14301387,14356125
14194680,14301461,14356577
14194680,14301548,14357543
14194795,14301699,14359071
14194979,14302008,14359209
14195020,14302021,14359521
14195020,14302146,14359769
14195214,14302282,14359774
14195467,14302361,14359871
14195498,14303089,14360551
14195503,14303097,14360607
14195641,14303110,14360681
14196075,14303291,14361139
14196096,14303567,14361361
14196129,14303769,14361573
14196170,14303797,14361895
14196193,14303851,14362056
14196252,14303861,14362879
14196313,14304114,14363725
14196313,14304239,14363735
14196415,14304275,14363753
14196461,14304566,14363927
14196469,14304735,14364545
14196474,14305177,14365299
14196709,14305182,14365327
14196906,14305310,14365409
14197003,14305443,14365460
14197021,14305857,14365920
14197233,14306373,14366186
14197422,14306396,14366518
14197504,14306805,14366940
14197519,14307150,14366955
14197573,14307651,14366973
14197859,14307786,14367203
14197877,14307873,14367203
14197890,14307922,14367226
14197956,14307942,14367791
14198048,14308093,14367860
14198099,14308415,14368031
14198117,14308507,14368187
14198148,14308658,14368573
14198204,14308773,14368629
14198276,14308962,14368785
14198355,14309302,14368851
14198462,14309795,14368877
14198462,14309948,14369043
14198480,14310250,14369120
14198603,14310263,14369296
14198682,14310730,14369751
14198797,14310899,14369940
14198899,14311234,14370188
14199027,14311313,14370252
14199081,14311768,14370571
14199119,14311786,14370625
14199316,14312141,14371082
14199428,14312174,14371200
14199561,14312228,14371279
14199694,14312279,14371537
14199960,14312606,14371683
14199993,14312813,14371724
14200062,14313010,14371887
14200136,14313056,14372079
14200146,14313986,14372120
14200315,14314804,14372227
14200389,14314814,14372248
14200698,14315126,14372386
14200719,14315425,14372419
14200798,14315504,14372506
14200923,14315550,14372575
14200949,14315816,14373050
14201115,14315831,14373091
14201258,14316332,14373178
14201268,14316506,14373546
14201373,14316659,14374098
14201585,14316682,14374218
14201805,14316953,14374269
14201907,14316956,14374499
14202096,14317538,14374614
14202505,14317661,14374757
14202730,14317960,14375261
14203037,14318126,14375363
14203241,14318162,14375391
14203374,14318545,14375708
14203387,14318553,14376091
14203392,14319023,14376559
14203438,14319230,14376597
14203614,14320094,14376633
14203816,14320467,14376743
14203944,14321193,14376917
14204023,14321359,14377019
14204041,14321773,14377075
14204046,14321814,14377660
14204304,14321957,14377806
14204580,14322003,14378031
14204626,14322376,14378611
14204703,14322491,14378918
14204782,14322514,14378961
14204856,14322596,14379058
14204961,14322652,14379677
14205104,14322660,14379894
14205278,14322708,14379976
14205421,14322882,14380134
14205981,14322951,14380160
14206024,14323145,14380180
14206037,14323217,14380190
14206313,14323311,14380198
14206382,14323424,14380359
14206395,14323480,14380369
14206760,14323557,14380484
14206788,14323863,14380492
14206926,14323963,14380906
14206929,14324211,14380929
14206952,14324492,14381154
14207169,14324548,14381611
14207307,14324712,14381721
14207460,14324791,14381910
14207537,14325021,14381923
14207662,14325072,14381969
14207795,14325233,14382030
14208076,14325739,14382112
14208163,14325798,14382411
14208263,14325895,14382465
14208329,14325908,14382572
14208462,14326015,14382802
14208723,14326309,14382828
14209211,14326460,14383183
14209221,14326534,14383308
14209249,14326971,14383556
14209492,14326999,14383653
14209556,14327390,14383653
14209824,14327592,14384100
14209901,14327689,14384141
14209906,14327694,14384310
14210080,14327827,14384499
14210348,14327942,14384706
14210555,14328003,14384780
14210757,14328021,14385245
14211023,14328195,14385314
14211304,14328839,14385608
14211465,14329100,14385823
14211526,14329506,14385956
14211746,14329657,14386040
14211810,14329810,14386247
14211889,14330546,14386257
14211953,14330633,14386275
14212045,14331540,14386554
14212142,14332036,14386735
14212349,14332289,14386786
14212495,14332391,14387001
14212661,14332606,14387060
14212837,14332698,14387203
14212970,14332869,14387333
14213149,14332938,14387361
14213185,14333319,14387361
14213489,14333421,14387387
14213647,14333452,14387504
14213757,14333817,14387673
14213834,14333866,14387691
14213908,14334180,14387765
14213982,14334221,14387865
14214429,14334331,14388028
14214912,14334418,14388169
14215086,14334423,14388396
14215127,14334809,14388455
14215275,14334860,14388470
14215720,14334944,14388552
14215955,14335100,14388744
14216108,14335389,14389007
14216203,14335389,14389145
14216213,14335655,14389329
14216374,14335744,14389413
14216811,14335836,14389559
14216885,14336235,14389600
14216885,14336401,14389733
14217023,14336493,14389766
14217156,14336590,14389858
14217161,14336613,14389988
14217373,14336687,14390180
14217524,14337206,14391164
14217836,14337753,14391394
14217846,14337763,14391813
14218178,14338108,14392048
14218347,14338346,14392163
14218508,14338655,14392296
14218587,14339074,14392375
14218922,14339143,14392582
14218927,14339276,14392802
14219124,14339327,14392866
14219203,14340605,14392986
14219257,14340730,14393431
14219272,14341272,14393758
14219290,14341305,14393993
14219505,14341379,14394246
14219620,14342230,14394379
14219653,14342358,14395033
14219755,14342514,14395143
14219957,14342836,14395465
14219965,14342943,14395833
14219980,14343232,14395943
14220954,14343416,14396183
14220964,14343434,14396211
14221061,14343651,14396349
14221687,14343802,14396822
14222216,14343942,14396845
14222615,14343942,14396878
14222684,14344520,14397333
14222740,14344722,14397581
14223200,14345808,14397701
14223443,14346079,14398166
14223481,14346181,14398169
14223504,14346549,14398299
14223959,14346843,14398447
14224156,14347446,14398557
14224296,14348026,14398787
14224345,14348468,14399086
14225142,14348476,14399357
14225362,14348798,14399375
14225822,14349639,14399620
14225937,14350229,14399697
14225988,14350377,14399812
14226213,14350441,14400024
14226333,14350556,14400047
14226655,14350615,14400055
14226875,14350712,14400195
14226939,14351067,14400489
14227184,14351341,14400814
14227376,14351788,14401067
14227616,14352442,14401271
14227823,14352754,14401327
14227961,14352920,14401869
14227976,14353707,14402163
14228086,14353850,14402278
14228523,14353924,14402444
14228592,14354198,14402444
14229065,14354538,14402600
14229111,14355013,14402692
14229719,14355067,14403029
14230008,14355143,14403065
14230407,14355524,14403763
14230455,14355537,14403860
14230527,14355647,14404164
14230813,14355749,14404182
14231020,14355818,14404261
14231079,14356232,14404302
14231416,14356784,14404302
14231472,14357032,14404356
14231600,14357119,14404514
14231636,14357162,14404545
14232109,14357860,14405398
14232114,14357921,14405580
14232543,14358476,14405682
14233026,14358941,14406022
14233476,14359102,14406339
14233512,14359143,14406387
14233752,14359480,14406523
14233839,14359884,14406615
14233974,14360201,14407149
14234061,14360280,14407412
14235076,14360666,14407435
14235735,14360707,14407517
14235896,14360753,14407862
14236136,14361159,14407982
14236254,14361205,14408810
14236527,14362033,14408958
14236558,14362539,14409091
14237212,14363873,14409211
14237299,14364057,14409234
14237327,14364412,14409730
14237534,14364604,14409822
14237649,14364668,14410098
14237754,14364765,14410259
14237759,14364870,14410297
14237759,14365225,14410351
14238040,14365299,14410471
14238687,14365877,14410484
14238914,14367144,14411018
14238922,14367236,14411069
14238927,14367387,14411097
14239111,14367609,14411166
14239157,14367635,14411565
14239502,14367722,14411726
14240376,14368363,14411879
14240455,14369071,14412380
14240685,14369291,14412388
14240688,14369442,14412610
14241421,14369651,14412812
14241618,14369674,14413032
14241636,14369935,14413098
14241733,14370290,14413195
14241733,14370635,14413510
14241868,14370732,14413530
14241876,14371964,14413548
14241973,14372225,14413589
14242096,14372314,14413901
14242234,14372337,14413957
14242290,14372669,14414105
14242630,14373058,14414202
14242668,14373201,14414205
14242755,14373408,14414550
14242773,14373607,14414665
14243271,14374103,14414961
14243353,14374241,14415010
14243404,14374430,14415056
14243427,14374834,14415079
14243445,14375064,14415350
14243476,14375184,14415393
14243547,14375345,14415485
14243992,14375455,14415978
14243997,14375846,14416155
14244043,14375856,14416303
14244759,14376022,14416459
14244902,14376321,14416929
14245175,14376500,14417049
14245382,14377047,14417266
14245431,14377369,14417481
14245564,14377369,14417964
14245740,14377673,14418102
14245768,14377778,14418718
14245773,14377829,14418869
14245952,14378000,14419045
14246113,14378000,14419444
14246233,14378146,14419454
14246486,14378156,14419495
14246688,14378220,14419569
14246798,14378284,14419605
14247082,14378427,14419607
14247125,14378509,14419998
14247202,14378754,14420172
14247235,14378920,14420310
14247291,14379383,14420379
14247340,14379426,14420530
14247580,14379426,14420627
14247590,14379462,14420742
14247710,14379582,14420752
14247902,14379659,14420760
14247958,14379661,14420811
14248091,14379835,14421018
14248091,14380259,14421115
14248119,14380428,14421143
14248536,14380594,14421197
14248633,14380681,14421266
14248745,14381228,14421391
14248812,14381315,14421695
14249254,14381583,14421746
14250102,14382153,14421846
14250169,14382319,14422380
14250202,14382360,14422467
14250220,14382572,14422569
14250276,14382976,14422615
14250381,14382976,14422679
14250396,14383096,14422707
14250496,14383188,14422715
14250823,14383280,14422758
14250841,14383523,14423001
14250887,14383648,14423047
14251319,14383778,14423300
14251682,14383791,14423765
14251845,14383842,14424082
14251932,14384011,14424161
14252190,14384131,14424560
14252686,14384448,14424693
14252696,14384721,14425265
14252811,14384839,14425324
14252834,14384921,14425705
14252842,14384954,14426088
14253026,14385184,14426152
14253077,14385230,14426768
14254066,14385294,14426819
14254204,14385386,14427478
14254260,14385437,14427693
14254741,14385695,14428000
14254766,14385820,14428825
14255078,14385851,14429073
14255139,14386048,14429216
14255663,14386132,14429525
14255855,14386242,14429924
14256854,14386395,14430080
14256862,14386423,14430320
14256923,14386528,14430652
14257015,14386533,14432592
14257212,14386643,14432605
14257235,14386970,14432620
14257347,14387167,14434335
14257552,14387374,14434350
14257690,14387387,14434386
14258086,14387826,14434603
14258763,14388110,14434979
14258901,14388118,14434994
14259139,14388197,14435076
14259458,14388578,14435186
14259530,14388634,14435950
14259627,14388713,14436497
14259857,14388823,14436594
14259949,14388989,14437067
14260452,14388999,14437220
14260552,14389012,14437910
14260570,14389242,14438094
14260723,14389357,14438590
14260866,14389536,14439101
14260928,14389587,14439221
14261196,14389733,14439382
14261398,14389794,14439630
14261651,14390180,14439824
14262300,14390341,14439883
14262397,14390553,14440780
14262589,14390566,14440913
14262709,14390842,14441115
14262755,14391432,14441810
14262852,14391450,14442219
14262862,14391637,14442592
14263143,14392521,14443057
14263210,14392687,14443287
14263537,14392710,14443785
14263938,14393318,14444404
14264536,14393395,14444529
14264659,14393405,14444585
14264715,14393464,14444593
14264927,14394371,14444754
14265704,14394394,14444887
14265847,14394417,14445002
14265934,14394624,14445165
14265957,14395317,14446047
14266192,14395823,14446356
14266356,14396073,14446586
14266611,14396142,14447018
14266624,14396201,14447087
14266665,14396298,14447353
14267112,14396385,14448738
14267181,14396405,14449308
14268758,14396518,14449551
14269177,14396528,14449783
14269619,14396855,14449806
14270079,14397228,14450187
14270309,14397241,14450524
14270450,14397499,14450992
14270498,14397545,14451071
14270618,14397637,14451171
14270874,14397757,14451181
14271216,14397798,14451623
14271403,14397844,14451797
14271418,14398023,14452285
14271454,14398051,14452413
14271679,14398721,14452469
14271712,14398859,14452561
14272297,14399692,14452983
14272369,14399937,14453532
14272806,14399996,14453573
14273013,14400088,14453673
14273202,14400185,14454000
14273307,14400290,14454079
14273422,14400576,14454552
14274053,14400916,14455173
14274692,14401938,14455375
14275019,14402007,14455753
14275175,14402171,14455822
14275267,14402375,14456502
14275446,14402549,14456734
14275461,14402569,14456995
14275558,14403073,14457100
14276013,14403630,14457266
14276036,14403648,14457483
14276238,14403967,14457557
14276987,14404016,14457652
14277416,14404026,14457925
14277769,14404049,14458076
14277907,14404394,14458554
14277981,14404987,14458684
14278543,14405094,14458687
14278684,14405370,14458840
14279113,14405710,14458899
14279389,14405774,14459372
14279642,14405899,14459586
14280240,14406155,14459760
14280286,14406615,14459931
14280442,14407366,14460639
14280733,14407453,14461306
14280779,14407489,14461429
14280953,14407530,14461641
14281027,14407706,14462017
14281574,14407992,14462022
14282208,14408345,14462469
14282471,14408570,14463233
14282890,14409168,14463427
14283056,14409303,14463767
14283125,14409505,14463780
14283570,14409505,14463839
14283884,14410159,14463867
14284104,14410172,14464268
14284196,14410195,14464281
14284518,14410236,14464291
14284528,14410313,14464958
14284536,14410356,14465377
14284546,14410389,14465428
14284554,14410438,14465444
14286143,14410520,14465505
14286399,14410663,14465638
14286463,14411082,14465638
14286598,14411156,14466047
14286708,14411281,14466706
14287025,14411289,14466729
14287181,14411312,14466757
14287375,14411672,14466760
14287388,14411736,14466821
14287406,14412045,14467015
14287485,14412066,14467028
14287886,14412183,14467028
14287894,14412472,14467230
14288443,14412541,14467230
14289031,14412544,14467317
14289486,14412554,14467317
14289637,14412618,14467381
14289752,14412623,14467429
14289772,14412638,14467432
14290268,14412743,14467539
14290391,14413305,14467879
14290485,14413556,14467956
14291037,14413870,14468030
14291178,14413985,14468158
14291390,14414021,14468298
14291459,14414067,14468334
14291556,14414146,14468411
14291676,14414509,14468574
14292067,14414619,14468577
14292177,14415168,14468620
14292760,14415531,14468651
14292964,14415733,14468669
14292997,14415917,14468674
14293033,14416359,14468684
14293429,14416477,14468702
14293833,14416551,14468725
14293943,14416556,14468858
14294137,14416985,14468863
14294518,14417366,14468968
14294569,14417384,14468991
14294610,14417657,14469065
14295121,14417716,14469075
14295149,14417729,14469080
14295918,14417867,14469111
14296754,14418015,14469116
14297275,14418590,14469208
14297398,14418981,14469226
14297411,14419063,14469241
14297431,14419722,14469254
14297521,14419758,14469300
14297526,14419814,14469328
14297978,14419822,14469351
14297996,14419919,14469369
14298668,14420011,14469402
14298691,14420080,14469433
14298816,14420259,14469438
14298977,14420371,14469466
14299036,14420494,14469494
14299044,14420517,14469540
14299317,14420655,14469568
14300173,14421005,14469576
14300986,14421514,14469594
14301896,14421723,14469760
14301901,14421810,14469834
14302167,14421833,14469857
14302287,14421851,14469875
14303092,14421892,14469880
14303682,14421943,14469880
14303810,14422040,14469883
14304257,14422247,14469893
14304377,14422301,14469921
14304822,14422352,14469931
14305200,14422390,14469957
14305223,14422978,14469967
14306125,14422986,14469972
14306189,14423410,14470000
14307513,14424105,14470000
14308346,14424340,14470018
14308893,14424445,14470044
14309386,14424468,14470046
14309460,14424956,14470059
14309534,14425176,14470074
14309542,14425480,14470082
14309629,14425480,14470095
14309836,14426180,14470097
14310094,14426893,14470120
14310751,14427315,14470210
14310845,14427361,14470220
14311558,14427762,14470253
14311571,14427895,14470317
14311714,14428424,14470330
14312080,14428447,14470353
14312192,14428526,14470363
14312248,14428782,14470371
14312908,14428812,14470394
14313084,14428966,14470396
14313521,14429359,14470399
14313756,14430509,14470422
14313820,14431263,14470468
14314132,14431516,14470473
14314331,14432334,14470481
14314477,14432955,14470514
14314518,14433006,14470547
14314528,14433259,14470606
14314740,14433696,14470616
14314755,14435017,14470629
14315343,14435196,14470639
14315545,14435232,14470695
14315698,14435439,14470744
14315959,14436116,14470754
14316041,14436313,14470785
14316161,14436717,14470790
14316838,14436903,14470813
14317127,14437468,14470869
14317145,14437606,14470915
14317536,14437767,14470918
14318451,14438102,14470951
14319128,14438148,14471025
14319207,14438357,14471030
14320183,14438498,14471040
14320191,14438585,14471071
14321034,14438733,14471112
14321405,14439574,14471127
14321893,14439691,14471140
14322348,14440251,14471145
14323143,14440366,14471150
14323273,14440609,14471153
14324198,14440678,14471181
14324216,14440729,14471204
14324809,14441125,14471224
14324993,14441940,14471232
14325243,14442165,14471242
14325471,14442216,14471250
14325793,14442290,14471278
14325941,14442671,14471278
14326005,14442901,14471362
14326383,14442965,14471365
14326508,14443159,14471421
14326636,14445288,14471431
14326851,14445904,14471434
14327814,14446185,14471467
14329253,14446530,14471490
14329409,14446673,14471518
14329708,14446778,14471539
14330408,14447095,14471539
14330439,14447123,14471605
14331057,14447690,14471610
14331323,14448426,14471610
14331356,14448664,14471623
14331686,14449305,14471628
14332054,14449482,14471646
14332519,14452055,14471651
14332739,14452349,14471697
14332915,14452975,14471700
14333002,14453077,14471715
14334226,14453195,14471746
14334400,14453757,14471746
14334428,14454455,14471756
14334594,14454667,14471766
14335026,14454971,14471771
14335210,14455367,14471779
14335836,14455748,14471784
14335905,14455850,14471858
14336084,14455947,14471858
14336250,14456453,14471894
14336434,14456599,14471899
14336549,14456834,14471912
14336861,14456934,14471945
14337528,14457307,14471953
14338034,14457555,14471958
14339087,14457749,14472009
14339258,14458061,14472047
14339358,14458840,14472070
14339529,14459078,14472075
14340804,14460256,14472129
14340955,14460501,14472152
14340955,14460892,14472162
14341497,14460964,14472170
14342496,14460964,14472183
14342588,14462553,14472211
14342654,14462645,14472221
14343045,14462658,14472231
14343324,14462740,14472231
14343357,14463706,14472231
14343449,14464245,14472249
14343459,14464999,14472285
14343500,14465022,14472318
14344088,14465326,14472364
14344336,14465398,14472377
14344456,14465819,14472387
14344653,14466049,14472397
14344676,14466254,14472436
14345414,14466719,14472451
14345537,14466752,14472456
14345542,14466811,14472464
14345841,14466821,14472474
14345872,14467248,14472479
14346015,14467562,14472525
14346025,14468150,14472535
14346503,14468255,14472566
14346981,14468628,14472566
14347809,14469075,14472574
14348542,14469277,14472584
14348642,14469461,14472612
14349217,14470128,14472612
14350679,14470414,14472630
14350827,14470532,14472668
14350937,14470555,14472717
14351254,14471020,14472722
14351315,14471117,14472740
14351512,14471232,14472801
14351844,14471559,14472819
14353472,14471761,14472852
14353919,14471812,14472873
14355422,14471871,14472893
14355611,14472208,14472926
14355680,14472208,14472952
14355716,14472285,14472957
14356324,14472364,14472980
14356654,14472428,14473003
14356687,14472433,14473003
14356715,14472474,14473077
14357796,14472543,14473090
14358693,14472561,14473123
14359434,14472571,14473128
14360119,14472579,14473146
14361011,14472594,14473159
14361062,14472635,14473215
14361535,14472704,14473233
14362115,14472714,14473256
14362792,14472847,14473264
14362800,14472883,14473274
14363293,14472893,14473279
14363786,14472906,14473292
14364075,14472911,14473292
14365281,14472916,14473302
14367300,14472929,14473307
14368537,14472944,14473335
14369061,14472962,14473348
14369761,14472975,14473389
14370257,14473013,14473422
14371749,14473049,14473435
14371765,14473085,14473445
14371808,14473087,14473453
14372018,14473128,14473473
14372107,14473233,14473486
14372529,14473233,14473550
14372529,14473279,14473583
14372718,14473292,14473596
14373114,14473366,14473614
14373377,14473371,14473616
14373827,14473371,14473632
14374862,14473463,14473642
14374926,14473481,14473652
14374990,14473522,14473685
14375192,14473527,14473701
14375626,14473550,14473706
14375731,14473565,14473744
14375749,14473568,14473752
14375874,14473573,14473790
14376224,14473596,14473798
14377599,14473670,14473808
14377816,14473757,14473854
14378368,14473770,14473872
14378460,14473780,14473918
14378560,14473813,14473941
14378910,14473813,14473969
14378987,14473854,14473982
14379659,14473946,14474002
14379940,14473964,14474025
14379958,14473997,14474038
14380052,14474025,14474117
14380060,14474025,14474120
14381011,14474061,14474130
14381233,14474099,14474181
14381353,14474186,14474189
14381384,14474204,14474199
14381519,14474222,14474212
14381854,14474227,14474245
14382107,14474227,14474255
14382212,14474235,14474258
14382304,14474245,14474268
14382457,14474355,14474296
14382692,14474373,14474314
14383219,14474429,14474350
14383666,14474429,14474365
14383878,14474434,14474393
14384090,14474465,14474396
14384223,14474470,14474401
14384453,14474475,14474406
14384537,14474516,14474429
14385276,14474516,14474457
14385529,14474559,14474475
14385539,14474613,14474488
14385833,14474651,14474503
14386078,14474700,14474506
14386247,14474700,14474513
14386362,14474700,14474562
14386536,14474710,14474572
14386679,14474733,14474590
14386950,14474733,14474618
14387213,14474746,14474682
14387502,14474761,14474682
14387581,14474769,14474687
14387701,14474774,14474695
14387913,14474807,14474705
14388054,14474820,14474774
14390203,14474838,14474789
14390382,14474856,14474848
14390497,14474866,14474889
14390658,14474871,14474925
14390829,14474871,14474981
14390878,14474894,14474994
14391675,14474912,14475086
14391969,14474917,14475096
14392079,14474930,14475096
14392176,14474966,14475155
14393027,14474973,14475175
14393116,14474973,14475196
14393124,14474996,14475198
14393502,14474999,14475201
14393566,14475032,14475262
14394394,14475124,14475267
14394683,14475157,14475272
14394918,14475267,14475275
14395140,14475303,14475280
14395217,14475308,14475308
14396109,14475313,14475359
14396454,14475464,14475408
14396533,14475472,14475431
14397090,14475487,14475436
14397185,14475574,14475474
14397236,14475592,14475487
14397282,14475592,14475487
14397287,14475612,14475528
14397885,14475666,14475538
14398378,14475694,14475546
14399462,14475699,14475561
14399513,14475704,14475589
14399633,14475727,14475653
14399845,14475745,14475679
14400272,14475837,14475684
14400308,14475837,14475722
14400614,14475840,14475745
14400931,14475855,14475758
14401156,14475855,14475768
14402130,14475893,14475776
14402168,14475911,14475794
14402347,14475914,14475799
14402559,14475916,14475832
14402646,14475942,14475855
14403060,14475978,14475878
14403252,14475985,14475911
14403313,14476047,14475924
14403727,14476062,14475924
14404077,14476085,14475942
14404192,14476126,14475957
14404274,14476126,14475983
14404660,14476131,14476003
14405186,14476182,14476008
14405590,14476215,14476021
14406303,14476218,14476044
14406331,14476236,14476062
14406349,14476264,14476077
14406474,14476277,14476077
14406633,14476297,14476108
14406809,14476356,14476167
14407476,14476430,14476169
14407591,14476448,14476192
14407596,14476476,14476223
14408135,14476606,14476269
14408176,14476609,14476287
14408539,14476665,14476302
14408902,14476714,14476369
14409178,14476724,14476407
14410448,14476734,14476425
14410701,14476739,14476425
14411358,14476775,14476522
14411815,14476785,14476576
14412196,14476857,14476591
14412830,14476862,14476596
14412866,14476872,14476599
14413190,14476885,14476652
14413382,14476908,14476665
14413589,14476969,14476693
14413617,14476987,14476724
14413676,14477005,14476757
14413862,14477028,14476803
14414169,14477097,14476839
14414430,14477120,14476849
14414639,14477176,14476862
14414777,14477217,14476867
14415076,14477225,14476872
14415176,14477258,14476885
14415424,14477286,14476913
14415582,14477291,14476923
14415682,14477350,14476941
14415728,14477355,14476969
14415843,14477414,14476992
14416137,14477437,14477000
14416285,14477437,14477005
14416395,14477457,14477010
14416469,14477465,14477010
14416638,14477483,14477013
14417269,14477565,14477015
14417315,14477580,14477046
14417499,14477608,14477051
14417711,14477672,14477056
14418250,14477754,14477069
14418999,14477756,14477074
14419597,14477779,14477092
14420034,14477825,14477107
14420407,14477841,14477130
14420826,14477889,14477161
14421401,14477897,14477176
14421672,14477938,14477184
14421797,14477971,14477189
14422150,14478012,14477207
14422278,14478101,14477207
14422477,14478224,14477227
14422656,14478232,14477230
14422661,14478262,14477235
14422689,14478308,14477248
14422871,14478316,14477258
14423244,14478324,14477258
14423742,14478352,14477266
14423801,14478362,14477291
14423806,14478372,14477304
14424036,14478385,14477314
14424174,14478413,14477345
14424698,14478449,14477345
14424800,14478459,14477355
14425107,14478459,14477360
14425245,14478464,14477383
14425342,14478472,14477383
14425715,14478477,14477427
14425743,14478495,14477434
14426009,14478523,14477437
14426206,14478541,14477442
14426482,14478569,14477483
14426553,14478582,14477506
14427044,14478587,14477511
14428209,14478605,14477524
14429983,14478610,14477580
14430085,14478643,14477659
14430463,14478707,14477667
14430982,14478715,14477695
14431396,14478720,14477731
14431521,14478738,14477741
14431915,14478832,14477787
14432068,14478886,14477787
14433213,14478891,14477810
14433586,14478896,14477825
14433755,14478932,14477828
14434120,14479149,14477843
14434810,14479152,14477848
14436461,14479287,14477925
14436581,14479287,14477925
14436842,14479318,14477948
14437164,14479366,14477948
14437785,14479379,14477948
14439198,14479397,14477971
14439300,14479558,14477979
14439617,14479609,14477994
14439635,14479617,14477999
14441705,14479622,14478030
14442817,14479627,14478035
14442996,14479696,14478063
14443573,14479701,14478086
14443609,14479729,14478104
14444713,14479732,14478142
14445393,14479765,14478142
14446006,14479816,14478163
14446172,14479821,14478165
14446525,14479826,14478191
14446696,14479834,14478216
14446875,14479908,14478247
14447519,14479908,14478275
14447915,14479926,14478293
14448996,14479944,14478293
14449919,14480036,14478298
14450463,14480041,14478301
14451074,14480077,14478308
14451112,14480077,14478357
14452111,14480123,14478362
14453719,14480156,14478421
14454148,14480169,14478423
14456274,14480179,14478426
14456374,14480230,14478441
14457197,14480261,14478446
14458232,14480284,14478472
14458403,14480335,14478487
14458549,14480394,14478582
14458577,14480427,14478615
14458733,14480445,14478623
14458758,14480491,14478638
14460133,14480537,14478638
14461516,14480552,14478669
14462561,14480552,14478674
14462845,14480560,14478697
14463673,14480560,14478702
14466039,14480578,14478702
14466195,14480588,14478835
14466757,14480598,14478891
14466921,14480606,14478891
14467041,14480667,14478891
14468260,14480675,14478896
14468817,14480675,14478937
14469681,14480736,14478983
14469847,14480772,14479060
14469995,14480846,14479067
14470537,14480846,14479106
14471260,14480938,14479106
14471756,14480976,14479116
14472341,14481007,14479190
14472364,14481035,14479198
14472423,14481035,14479200
14472714,14481063,14479208
14472740,14481089,14479213
14472842,14481130,14479228
14472888,14481150,14479272
14472934,14481222,14479320
14473064,14481237,14479346
14473082,14481247,14479351
14473179,14481291,14479374
14473422,14481311,14479374
14473491,14481339,14479397
14473499,14481500,14479402
14473542,14481528,14479420
